time,among_provinces_proportion_median,among_provinces_proportion_lower95HPD,among_provinces_proportion_higher95HPD,among_communes_proportion_median,among_communes_proportion_lower95HPD,among_communes_proportion_higher95HPD
2020.09437710782,0.5,0.199166666666667,1,1,0.5,1
2020.09702581525,0.5,0.199166666666667,1,1,0.5,1
2020.09967452268,0.5,0.199166666666667,1,1,0.5,1
2020.10232323011,0.5,0.199166666666667,1,1,0.5,1
2020.10497193754,0.5,0.199166666666667,1,1,0.5,1
2020.10762064497,0.5,0.199166666666667,1,1,0.5,1
2020.11026935241,0.5,0.199166666666667,1,1,0.5,1
2020.11291805984,0.444444444444444,0.166666666666667,0.833333333333333,0.777777777777778,0.428571428571429,1
2020.11556676727,0.444444444444444,0.166666666666667,0.833333333333333,0.777777777777778,0.428571428571429,1
2020.1182154747,0.25,0.0833333333333333,0.461538461538462,0.785714285714286,0.538461538461538,1
2020.12086418213,0.222222222222222,0.1,0.411764705882353,0.772727272727273,0.588235294117647,0.941176470588235
2020.12351288956,0.238095238095238,0.115384615384615,0.421240601503759,0.772727272727273,0.6,0.913134057971014
2020.126161597,0.25,0.125,0.434850543478261,0.782608695652174,0.619047619047619,0.941176470588235
2020.12881030443,0.25,0.125,0.434850543478261,0.782608695652174,0.619047619047619,0.941176470588235
2020.13145901186,0.25,0.125,0.434850543478261,0.782608695652174,0.619047619047619,0.941176470588235
2020.13410771929,0.304347826086957,0.173731884057971,0.454640151515151,0.791666666666667,0.652173913043478,0.92
2020.13675642672,0.257142857142857,0.14812091503268,0.384615384615385,0.794117647058823,0.666666666666667,0.914345238095238
2020.13940513415,0.261904761904762,0.162162162162162,0.380987394957983,0.789473684210526,0.666666666666667,0.911827731092437
2020.14205384159,0.261904761904762,0.170731707317073,0.365853658536585,0.804878048780488,0.688888888888889,0.911111111111111
2020.14470254902,0.299122807017544,0.208313679245283,0.392248774509804,0.796296296296296,0.692272727272727,0.886844863731656
2020.14735125645,0.283333333333333,0.2,0.367666408668731,0.790322580645161,0.696918335901387,0.873065476190476
