node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID
5,1,0.0533161147400142,634628.385635274,762543.936726985,638058.513472575,767647.916397663,0.0533161147400142,0,2020.20624672678,2020.25956284152,599000
5,6,0.008754,634628.385635274,762543.936726985,634604.249637854,762405.898405608,0.008754,0,2020.20624672678,2020.21500072678,599000
6,2,0.0527588360600143,634604.249637854,762405.898405608,632623.194604429,753519.936208098,0.0615128360600143,0.008754,2020.21500072678,2020.26775956284,599000
6,7,0.003387,634604.249637854,762405.898405608,634602.979274836,762397.978270592,0.012141,0.008754,2020.21500072678,2020.21838772678,599000
7,3,0.0466395956200143,634602.979274836,762397.978270592,643822.776734008,754699.551187068,0.0587805956200143,0.012141,2020.21838772678,2020.2650273224,599000
7,4,0.0357106338700143,634602.979274836,762397.978270592,634684.670427803,762502.12267159,0.0478516338700143,0.012141,2020.21838772678,2020.25409836065,599000
