NIS,popGreenArea,propUrbanArea
83034,0,0.0947539050987327
23027,549.166666666667,0.277388836329234
91103,0,0.0729494538048509
91034,0,0.0934539190353144
82037,0,0.0539279046388051
91072,0,0.0372234935163997
91142,0,0.118746924717074
82014,0,0.0461155205376282
56029,0,0.0358024691358025
91114,0,0.116948779951638
93010,0,0.0639215103314999
83031,0,0.0352698354883749
26088,0,0.0712170565590761
93018,0,0.0254908715122287
91013,0,0.0519553464859931
93014,0,0.105704028719585
56016,0,0.0637108792846498
84075,0,0.042089791555318
93090,141.475,0.0811089619600258
84059,0,0.0497486921735563
91054,0,0.0708261120739457
84077,0,0.0783706166868198
82036,0,0.0549619625609026
82009,0,0.0205954540603991
84009,0,0.0569500265412907
91143,0,0.0824167065200064
84043,0,0.0696929533907665
84033,0,0.0197087807030446
84010,0,0.0302201143135109
81013,0,0.0638739112401493
84029,0,0.0270655270655271
81003,0,0.0678290860318069
85007,0,0.063752276867031
85046,0,0.0895879910571702
85039,0,0.0213985137433969
81001,0,0.17200490663759
85034,0,0.0673316708229426
85045,0,0.0906260242543428
85047,0,0.0441010177157934
21009,0,0.496606334841629
21014,0,0.49171270718232
21017,224.857142857143,0.3425
21012,1740.39285714286,0.662420382165605
21013,0,0.888030888030888
21019,394.566037735849,0.881481481481482
21018,7082.5,0.827298050139276
41034,0,0.605806451612903
71024,0,0.415018167137667
84050,0,0.0584806497849976
46021,0,0.421899325376232
72030,0,0.128726287262873
12007,0,0.269332452081956
42008,0,0.208435072142064
36008,0,1.10152284263959
36007,0,0.608899297423888
23047,0,0.456873315363881
23094,354.309278350515,0.301835690640987
71017,0,0.20497803806735
57018,0,0.0787423877637728
63003,0,0.25599276345545
64029,0,0.242483660130719
62118,0,0.454703832752613
63012,0,0.0440360610263523
13014,0,0.149371735140477
13035,0,0.103317432784042
11016,0,0.318270571827057
13002,0,0.0456852791878173
11053,0,0.165714285714286
13023,0,0.149076103977451
13037,0,0.255474452554745
11002,1469.09217877095,0.219295071288992
31043,0,0.452226874762086
13031,0,0.384388185654008
46003,0,0.166942470553879
31004,0,0.457416267942584
11057,0,0.222658052607291
13025,0,0.126934221071451
31006,0,0.141610298930831
72037,0,0.23397514014136
11040,122.836298932384,0.570943075615973
13036,0,0.200311769290725
13017,0,0.253719655442443
61041,0,0.0923857868020305
52011,5618.52777777778,0.866807313642757
72020,0,0.250530035335689
13006,0,0.270032422417786
35002,0,0.368251410153102
11056,0,0.273299748110831
13044,0,0.14663143989432
46024,0,0.320952037504508
13003,0,0.310679611650485
35005,0,0.126573586633097
13001,0,0.233066502463054
43010,0,0.15686061658706
31012,0,0.227708393842579
11050,0,0.503424657534247
11035,0,0.276293348493462
35014,0,0.121938232161874
72003,0,0.116146501353855
44045,0,0.130544536602957
43005,0,0.696399345335516
43018,0,0.423178226514486
44019,0,0.24679825222239
46013,0,0.202725724020443
11004,0,0.263967196309585
11029,26099,1.50133333333333
72038,0,0.167805219828341
46025,0,0.208908406524467
38016,0,0.105953582240161
13012,0,0.263556851311953
11018,0,0.7289972899729
38014,0,0.358942839582053
71034,175.055555555556,0.434701492537313
71069,0,0.209444444444444
32010,0,0.100857811281518
11038,0,0.503597122302158
32003,0,0.0915439309294058
11037,0,0.240852246410375
85011,0,0.0210564863132839
85009,0,0.0844660194174757
85024,0,0.0288694808345463
21015,3332.725,0.743916570104287
21016,1537.48148148148,0.905084745762712
21007,1172.6875,0.523160762942779
12009,0,0.452237808951236
71004,0,0.375035785857429
72039,0,0.215893680499051
37012,0,0.0720393884426017
13013,0,0.204554865424431
12035,0,0.405847953216374
12029,0,0.275572945779765
42010,0,0.490589711417817
36011,0,0.153238546603476
42006,0,0.242556678503141
38002,0,0.0102366168820272
71037,0,0.271226979191581
21003,0,1.08333333333333
35006,0,0.203221476510067
11021,0,0.450462351387054
13021,0,0.322756119673617
11001,0,0.599695585996956
44034,0,0.331532416502947
41027,0,0.32297011771808
41024,0,0.467659137577002
73001,0,0.444335458558117
34025,0,0.615711252653928
24137,0,0.368531102979613
73032,0,0.350268685881778
23016,42847,0.505421184320267
45061,0,0.100935499753816
24130,0,0.195554445554446
21008,3557.42857142857,0.848341232227488
34022,0,0.310675605982465
24016,0,0.197697276046054
41048,0,0.381868719264486
34002,0,0.321608040201005
13049,0,0.439940828402367
12002,0,0.292413066385669
12014,0,0.323345035105316
38008,0,0.227124183006536
13053,0,0.158473378357154
31033,0,0.324362606232295
24107,0,0.217436429683446
33029,0,0.231150038080731
21001,29928.5,0.65850244926522
73066,0,0.261666311527807
21005,8061.16666666667,1.11203319502075
23104,0,0.398924731182796
34027,0,0.219264189314106
41018,0,0.219966905681191
23077,0,0.279806423229213
34003,0,0.115643640561863
62011,0,0.115442782725592
45060,0,0.252688172043011
23098,2844.5,0.147368421052632
25005,0,0.180022259321091
24059,0,0.195862676056338
31005,1820.38461538462,0.238903743315508
11008,223.211764705882,0.55830985915493
13046,0,0.401185770750988
13019,0,0.241453916053656
31042,0,0.0338815789473684
11054,0,0.332971407889975
11024,0,0.446189645142525
35029,0,0.122000403307118
43014,0,0.0430662020905923
45041,0,0.325157044570745
23033,628.944444444444,0.381136238279095
23003,682.459459459459,0.621870882740448
51017,0,0.16301600673968
23101,0,0.429177923581629
25118,0,0.115447154471545
63040,0,0.231791113147045
62027,0,0.20979020979021
23032,0,0.1855824395111
62060,0,0.23406341941811
64047,0,0.14828897338403
64056,0,0.208279430789133
62006,0,0.42170929507174
51065,0,0.139527624596816
25014,0,0.33742992669254
43002,0,0.0963446120396793
44073,0,0.154882154882155
35011,0,0.100970285021225
64074,0,0.270811003929975
57062,0,0.175107970160974
25119,0,0.437793103448276
64034,0,0.172508501177086
63084,0,0.172117039586919
62051,0,0.754479097544791
64063,0,0.32
64025,0,0.12633953750705
63023,0,0.0512007515706653
25084,0,0.188826466916355
62099,0,0.801305293691081
24134,0,0.405223478729133
21011,956.086956521739,0.647482014388489
21002,382.168539325843,0.230557087699945
13010,0,0.312980358667805
25124,0,0.185901865929509
25068,0,0.248197115384615
11007,0,0.709779179810726
