# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon May 04 10:44:06 CEST 2020 [seed=1588581845512]
# -overwrite Clade_5.xml
state	joint	prior	likelihood	coordinates.precision.col11	coordinates.precision.col12	coordinates.precision.col21	coordinates.precision.col22	correlation	coordinates.varCovar.coordinates.precision.col11	coordinates.varCovar.coordinates.precision.col12	coordinates.varCovar.coordinates.precision.col21	coordinates.varCovar.coordinates.precision.col22	coordinates.diffusionRate	coordinates.traitLikelihood
0	-1.7744069806481603E8	-8.09812253186442	-1.774406899666935E8	0.05	0.002	0.002	0.05	-0.04	20.03205128205128	-0.8012820512820512	-0.8012820512820512	20.03205128205128	403548.6146457836	-1.774406899666935E8
1000	-85.8870781431888	8.856930154652687	-94.74400829784149	1.497367013536548E-7	3.348179123034537E-7	3.348179123034537E-7	7.543222578046145E-7	-0.9962448560818323	8.909048888513793E8	-3.9544228194234586E8	-3.954422819423459E8	1.768490295708651E8	254074.37218852577	-94.74400829784149
2000	-92.77118981711655	4.06741880181389	-96.83860861893044	3.9388384303107364E-8	9.087121219425995E-8	9.087121219425995E-8	2.1033179368352374E-7	-0.9983659839539495	7.775001614271964E9	-3.359091885862458E9	-3.3590918858624587E9	1.4560078919928586E9	318989.2155242116	-96.83860861893044
3000	-86.63283184127272	8.850632135787677	-95.4834639770604	2.622290479652153E-7	5.843999507598082E-7	5.843999507598082E-7	1.3054711989369831E-6	-0.9988174567304483	1.6133516122528338E9	-7.222239782283589E8	-7.222239782283589E8	3.240727621250477E8	485673.7086580205	-95.4834639770604
4000	-86.73095960344754	11.344840836939378	-98.07580044038693	4.4546311710065716E-7	9.092063339047859E-7	9.092063339047859E-7	1.858216990693248E-6	-0.9993287071406118	1.6725997168740723E9	-8.183857236726233E8	-8.183857236726233E8	4.009658114590978E8	255332.81323257502	-98.07580044038693
5000	-82.51859662999033	8.847881843584906	-91.36647847357523	6.596064540935673E-7	1.4870309825212836E-6	1.4870309825212836E-6	4.519809390670574E-6	-0.8612267464538679	5869620.842469124	-1931123.039484925	-1931123.0394849253	856593.5985633117	318062.048348797	-91.36647847357523
6000	-82.766100598605	11.753071692089701	-94.5191722906947	1.764681249127715E-6	2.465846680909483E-6	2.465846680909483E-6	6.970014615918638E-6	-0.7030983682343788	1120679.4585560132	-396473.1604626006	-396473.16046260076	283735.7072795387	225552.59056637707	-94.5191722906947
7000	-78.28421512391951	13.158149421422545	-91.44236454534206	6.720714264970907E-7	8.219981162927461E-7	8.219981162927461E-7	1.1892311193810012E-6	-0.9194539311395229	9624153.172480633	-6652227.350735371	-6652227.350735373	5438907.749758717	439867.0493292523	-91.44236454534206
8000	-76.25202161250895	11.398542045030652	-87.6505636575396	2.093583875356806E-6	-2.6566942410236742E-6	-2.6566942410236742E-6	6.376758450555166E-6	0.7271037906383945	1013429.8562372433	422216.5985466384	422216.59854663827	332723.97288919444	262454.545235149	-87.6505636575396
9000	-76.5129077119416	11.714005587260788	-88.22691329920238	3.152646185392578E-6	-3.0182792184099294E-6	-3.0182792184099294E-6	7.3710910453599204E-6	0.6261175958436632	521720.3663320062	213631.56822114915	213631.56822114915	223141.96265335972	166799.92761452592	-88.22691329920238
10000	-76.73196246686138	10.443250753742426	-87.1752132206038	2.191532341759571E-5	-2.392699002985368E-5	-2.392699002985368E-5	2.8180444034306118E-5	0.962809153666863	625083.4200431088	530735.595968283	530735.595968283	486113.8914825074	265916.1418656573	-87.1752132206038
11000	-78.27284730396649	7.6320897304306206	-85.90493703439711	2.994506951238659E-5	-2.6783089888352747E-5	-2.6783089888352747E-5	2.9090493862247336E-5	0.9074495068959754	189165.9157237435	174161.62642795994	174161.62642795997	194722.94016544946	233075.62643108607	-85.90493703439711
12000	-71.57430318640279	14.657378146492785	-86.23168133289558	1.0440963094106946E-4	-7.966449607848668E-5	-7.966449607848668E-5	6.828827308075595E-5	0.9434556028419625	87155.58800124149	101674.93898011226	101674.93898011226	133256.8882932541	519319.2012068694	-86.23168133289558
13000	-75.18795990940579	13.4745782081236	-88.6625381175294	1.2073633713905805E-4	-1.189025927637514E-4	-1.189025927637514E-4	1.2456113118535677E-4	0.9695742097998742	138212.6483183651	131933.95147755442	131933.9514775544	133968.66860028903	396944.30671907857	-88.6625381175294
14000	-73.93527299212691	14.565843717529798	-88.50111670965671	0.002730292034429168	-0.002240050040215897	-0.002240050040215897	0.0018423528939281145	0.998772919871375	149332.56264672577	181568.04489780508	181568.04489780508	221304.782389404	307948.43155398394	-88.50111670965671
15000	-72.51682068683766	15.082726664666211	-87.59954735150387	9.124642311388506E-6	-7.253134589818863E-6	-7.253134589818863E-6	6.911230154956114E-6	0.9133561005605865	661074.4250320867	693778.3391870405	693778.3391870405	872792.185237667	292776.1781386331	-87.59954735150387
16000	-79.30160999841499	8.969411383763603	-88.27102138217859	9.97423237355778E-6	-9.204717742496329E-6	-9.204717742496329E-6	1.4965130238411154E-5	0.7534084456477947	231877.82916074526	142622.8795984104	142622.8795984104	154546.15586231984	272495.5288472906	-88.27102138217859
17000	-81.68039349924366	12.42085899812765	-94.10125249737132	1.1132440190590278E-4	-1.1988923180943611E-4	-1.1988923180943611E-4	1.3117685021090533E-4	0.9921021548736901	570938.6069606959	521809.990778212	521809.990778212	484532.13232897705	260757.39003805327	-94.10125249737132
