# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Apr 23 12:17:18 CEST 2020 [seed=1587637037672]
# -overwrite Clade_129.xml
state	joint	prior	likelihood	coordinates.precision.col11	coordinates.precision.col12	coordinates.precision.col21	coordinates.precision.col22	correlation	coordinates.varCovar.coordinates.precision.col11	coordinates.varCovar.coordinates.precision.col12	coordinates.varCovar.coordinates.precision.col21	coordinates.varCovar.coordinates.precision.col22	coordinates.diffusionRate	coordinates.traitLikelihood
0	-1.539296727390126E9	-8.09812253186442	-1.5392967192920034E9	0.05	0.002	0.002	0.05	-0.04	20.03205128205128	-0.8012820512820512	-0.8012820512820512	20.03205128205128	1557640.394212347	-1.5392967192920034E9
1000	-94.12463066436847	9.58309051816469	-103.70772118253316	1.141152892618558E-7	2.903238351843231E-9	2.903238351843231E-9	1.4591581248818477E-10	-0.7114749203007112	1.774606449068441E7	-3.530875382529916E8	-3.530875382529916E8	1.387853206641314E10	1451352.9219964312	-103.70772118253316
2000	-88.72557361268889	13.403434096727818	-102.12900770941671	1.898140868417976E-7	7.713323332206982E-9	7.713323332206982E-9	5.173013327727489E-10	-0.7784048229669713	1.3368436844935456E7	-1.993327086139071E8	-1.993327086139071E8	4.905298848975515E9	1434681.7850617461	-102.12900770941671
3000	-90.35931185408965	11.537185670341454	-101.89649752443111	3.962083723326896E-7	5.368142534481148E-9	5.368142534481148E-9	4.3214007546126614E-10	-0.4102512780996336	3034679.5719127716	-3.769748147314831E7	-3.76974814731483E7	2.78235119123219E9	1507663.3714921041	-101.89649752443111
4000	-88.20999549663108	12.047196456387866	-100.25719195301895	7.518632964243142E-7	1.2179135163353258E-8	1.2179135163353258E-8	1.0053927150778792E-9	-0.44297492267559924	1654731.6904824893	-2.0045103386201847E7	-2.0045103386201847E7	1.237458760985323E9	1436511.0489444337	-100.25719195301895
5000	-85.62596693425907	13.801864220592638	-99.4278311548517	3.127883645024978E-6	-2.657356791392252E-8	-2.657356791392252E-8	2.883167527204196E-9	0.27982701227482837	346865.66340740985	3196990.177155177	3196990.1771551766	3.7630676169721437E8	1616983.1581307098	-99.4278311548517
6000	-82.88583136972626	17.21928816848408	-100.10511953821035	6.549388531653044E-7	1.725904611219221E-8	1.725904611219221E-8	9.7520530407007E-8	-0.06829177239492602	1534014.3800474338	-271487.70429679996	-271487.70429679996	1.0302298547949279E7	1153810.0422710937	-100.10511953821035
7000	-85.53837833760875	15.740498837229175	-101.27887717483793	7.278957869819909E-6	1.5699027025810574E-7	1.5699027025810574E-7	5.806401791192157E-8	-0.2414819042048949	145889.64063143538	-394448.3164311734	-394448.3164311735	1.8288857471252482E7	1476380.2929060846	-101.27887717483793
8000	-84.64722806522501	16.526251943462157	-101.17348000868716	1.4548518304690649E-5	-4.141663459544731E-7	-4.141663459544731E-7	3.0741688256246027E-8	0.6193006942915456	111499.17354728047	1502168.8106422788	1502168.8106422788	5.2767035882647246E7	1496718.6584317174	-101.17348000868716
9000	-79.47074540189173	20.075024500231848	-99.54576990212358	2.99479957391597E-6	-3.1873220837373196E-7	-3.1873220837373196E-7	1.4748985513607612E-7	0.47957992556212875	433650.4151839515	937138.04496075	937138.04496075	8805324.79622539	1190897.934748524	-99.54576990212358
10000	-77.51066407455045	21.666604604443712	-99.17726867899415	8.939655594125696E-6	1.439026058817656E-7	1.439026058817656E-7	8.695323695807936E-8	-0.16321699874628237	114922.64766936605	-190190.37189411005	-190190.37189411008	1.1815188555021647E7	1191525.4691012795	-99.17726867899415
11000	-75.45848084441748	25.87834106299728	-101.33682190741476	5.064475815278438E-6	-8.816830417987324E-7	-8.816830417987324E-7	2.2898090521575875E-7	0.8187392352738221	598950.9453006369	2306239.8624169137	2306239.8624169137	1.3247273060410952E7	1162455.977825284	-101.33682190741476
12000	-83.75599573167989	16.55225535157853	-100.30825108325841	7.556724797630606E-6	2.3200797048291166E-7	2.3200797048291166E-7	1.3922517452894375E-8	-0.7152818685962575	270966.60628204455	-4515448.632392982	-4515448.632392981	1.4707254488631663E8	1368655.2050903041	-100.30825108325841
13000	-80.21232780513202	20.205798154478764	-100.41812595961079	1.024370896857661E-5	-1.1070350665826605E-6	-1.1070350665826605E-6	2.437597134543584E-7	0.7005704209357296	191713.8320059044	870668.6259672359	870668.6259672358	8056543.357755407	1618470.113207667	-100.41812595961079
14000	-86.49866097917041	13.596216695076032	-100.09487767424645	7.74703133282231E-6	2.845713516753371E-7	2.845713516753371E-7	2.2151952710435977E-8	-0.6869379546929373	244419.1107253764	-3139889.183748412	-3139889.1837484115	8.547880784514321E7	899705.2322925085	-100.09487767424645
15000	-81.80646588868723	19.839449470813154	-101.64591535950038	6.021953582205518E-7	-3.2233147267013075E-7	-3.2233147267013075E-7	3.9193782012480753E-7	0.6634763154413772	2966404.2816428323	2439584.575768771	2439584.575768771	4557750.738221799	1322657.6728207746	-101.64591535950038
16000	-79.93528653541262	20.543769533274826	-100.47905606868744	4.567516981923804E-6	-2.988475737355547E-7	-2.988475737355547E-7	1.117012896659689E-7	0.41838928649311125	265394.5432991815	710041.1784393163	710041.1784393165	1.0852104635979263E7	1111119.8156934474	-100.47905606868744
17000	-83.85924140688925	17.848365235182285	-101.70760664207154	1.682583104559737E-6	3.415525294159858E-8	3.415525294159858E-8	1.0457762989139688E-7	-0.08142351499102732	598290.8264775418	-195402.9225198532	-195402.92251985316	9626093.43211944	1582931.6367217887	-101.70760664207154
18000	-83.1881998863871	19.954096644812694	-103.14229653119979	3.722459410631392E-5	-7.725371637689559E-6	-7.725371637689559E-6	3.656197709090004E-6	0.6622005837436455	47844.0244692286	101092.14519460364	101092.14519460364	487111.07357562863	1108446.8876301823	-103.14229653119979
19000	-77.9716160398611	24.968209367866724	-102.93982540772782	4.143153382543937E-6	-2.8496221276304E-6	-2.8496221276304E-6	6.086668035190654E-6	0.5674556972303546	355994.36012722016	166667.4443332568	166667.4443332568	242322.9308383756	764578.2918963459	-102.93982540772782
20000	-81.27849041370003	18.739436334198988	-100.01792674789901	1.5016334422208987E-6	-2.9658504120420603E-7	-2.9658504120420603E-7	3.728377735656185E-7	0.3963759756637439	790072.9329517813	628487.3207263469	628487.3207263469	3182080.8459611223	1132042.1264217533	-100.01792674789901
21000	-86.89892322525627	17.208177503825862	-104.10710072908213	3.385625008001345E-6	2.1091224585074996E-6	2.1091224585074996E-6	1.76700831860473E-6	-0.8623093043733436	1151873.3724771438	-1374889.9615632037	-1374889.9615632033	2207013.5464833835	1183804.1427926335	-104.10710072908213
22000	-78.6631646853267	21.47194094647937	-100.13510563180608	3.4265396638026075E-6	7.378026410370687E-7	7.378026410370687E-7	3.015532537929441E-7	-0.7258223119116248	616759.7833628427	-1509010.4030613622	-1509010.403061362	7008221.04934798	922010.5642400169	-100.13510563180608
23000	-78.21985564242993	22.815505113204658	-101.03536075563458	2.8382811749992673E-6	-1.218255041645025E-6	-1.218255041645025E-6	3.230430411099228E-6	0.4023280515330903	420370.3621370714	158529.43659522207	158529.43659522207	369340.6554377022	1010737.2565921723	-101.03536075563458
24000	-79.24416106879102	20.171559400236	-99.41572046902701	3.282514421198936E-6	2.550661679894761E-7	2.550661679894761E-7	9.70549129067484E-7	-0.14290281175884054	310995.4145802176	-81731.47168293319	-81731.4716829332	1051824.0681614426	1563403.599697397	-99.41572046902701
25000	-85.55687970795543	13.140151304931035	-98.69703101288647	2.859341091192096E-6	-7.058978194325279E-8	-7.058978194325279E-8	2.111582271170213E-7	0.09084580007395654	352641.2573280224	117887.28196313314	117887.28196313314	4775194.655185567	970592.5848018551	-98.69703101288647
26000	-84.06201296384855	14.951921191588761	-99.01393415543731	3.971190397447331E-6	-4.1064912174988135E-8	-4.1064912174988135E-8	1.1650676963769995E-8	0.1909127630226533	261338.858789201	921135.9406378638	921135.9406378637	8.907863205982263E7	1907189.9620197357	-99.01393415543731
27000	-82.46433539939801	16.958808626657877	-99.42314402605588	6.289635420744514E-6	3.9632774912898834E-7	3.9632774912898834E-7	8.885504430042658E-7	-0.1676488971318745	163589.6016852568	-72967.26834957453	-72967.26834957453	1157974.723130196	691804.9801008527	-99.42314402605588
28000	-83.87909222327247	16.410108575635242	-100.28920079890771	9.191483872275432E-6	8.284570005686635E-7	8.284570005686635E-7	4.5950249105783794E-7	-0.4031189575887392	129906.86212850467	-234214.72450455415	-234214.72450455412	2598542.666010845	1631903.2897120765	-100.28920079890771
29000	-80.5210066752037	20.140635107006197	-100.6616417822099	3.143196186904858E-6	2.493716640910971E-7	2.493716640910971E-7	1.0590280433446202E-7	-0.4322227564539369	391237.03513108357	-921254.4570262813	-921254.4570262814	1.1611918728008732E7	1856505.458748326	-100.6616417822099
30000	-83.97525710863533	15.58575317813726	-99.56101028677259	2.528472124055333E-6	7.513797883787707E-8	7.513797883787707E-8	6.7817813381171515E-9	-0.5737973420958498	589626.3298286349	-6532698.1930118045	-6532698.1930118045	2.1983217450574267E8	1338316.8471580679	-99.56101028677259
31000	-82.33760139772599	18.678043970441372	-101.01564536816736	3.0383859008709325E-6	-3.658887342726948E-8	-3.658887342726948E-8	9.805871856948812E-8	0.06703235306618496	330607.6483805224	123360.38627824883	123360.38627824883	1.0244001066031039E7	723797.6614488292	-101.01564536816736
32000	-87.88171391414126	13.430944267359097	-101.31265818150035	3.048733427627703E-6	6.993560605757325E-8	6.993560605757325E-8	1.4780063638799584E-6	-0.03294583086172561	328361.4756649212	-15537.252996869012	-15537.252996869014	677322.2576503824	1261809.6507101024	-101.31265818150035
33000	-88.10190689292304	10.944372472622145	-99.04627936554519	3.4902501872333204E-6	3.3857069904914013E-7	3.3857069904914013E-7	1.329741638505047E-6	-0.15715834858842168	293768.11635133985	-74797.4445797162	-74797.44457971622	771070.2541067735	901276.9630873944	-99.04627936554519
34000	-78.67487098892	21.959466730884444	-100.63433771980445	6.034170831822735E-6	-1.3664964493826934E-6	-1.3664964493826934E-6	2.148061140219151E-6	0.3795564602312339	193615.7365198802	123169.3137337975	123169.31373379752	543890.6779771376	1202885.7709396353	-100.63433771980445
35000	-80.09219644723899	19.836465291664645	-99.92866173890363	1.0943261503181937E-5	2.253444570998577E-8	2.253444570998577E-8	3.7706940860279175E-8	-0.03508026306152241	91493.02891728199	-54678.12147949953	-54678.12147949953	2.6552993117898636E7	881973.8014929468	-99.92866173890363
36000	-80.0511204849109	20.880808252269986	-100.93192873718088	4.383017962720011E-6	3.026759514107972E-7	3.026759514107972E-7	2.2758040733861316E-6	-0.09583493569029276	230268.1570983719	-30625.058784458615	-30625.05878445861	443478.1889211236	1769885.7852722276	-100.93192873718088
37000	-82.19166591405222	18.89065675402273	-101.08232266807495	1.6467013339317709E-6	2.3621113765249488E-7	2.3621113765249488E-7	3.852323603873618E-7	-0.2965729736792703	665838.8747074388	-408269.3310856677	-408269.3310856677	2846172.533537603	1277867.996936626	-101.08232266807495
38000	-80.59421003182928	18.7697242186065	-99.36393425043578	4.4037683177079495E-6	1.1714356551394324E-6	1.1714356551394324E-6	1.610044705743608E-6	-0.4399337084969989	281574.6831230511	-204867.99044663043	-204867.99044663043	770158.5329789035	574791.234832566	-99.36393425043578
39000	-82.48003218868003	16.844685497028806	-99.32471768570883	1.1481912456138248E-6	8.593443354357058E-9	8.593443354357058E-9	3.281934746330382E-8	-0.044268533175379175	872645.1754739726	-228494.0885029301	-228494.08850293013	3.0529660960708532E7	607327.0460919522	-99.32471768570883
40000	-83.27464055527903	16.111295708684555	-99.38593626396359	8.441336124765146E-6	-4.7020631384818766E-7	-4.7020631384818766E-7	7.544009296991353E-8	0.5892257964638181	181467.99383959617	1131061.6557534172	1131061.6557534172	2.0305281602685142E7	1540800.1238878425	-99.38593626396359
41000	-79.15815635456636	20.736224366683345	-99.8943807212497	8.854571806831502E-7	1.7460984246795548E-8	1.7460984246795548E-8	9.143618902617241E-7	-0.019405546595649904	1129785.537827131	-21574.79187218786	-21574.791872187863	1094070.8791074653	726028.3676253833	-99.8943807212497
42000	-76.11426850241382	22.931714756201387	-99.04598325861521	3.7675106188225606E-6	1.406248002373041E-7	1.406248002373041E-7	2.2733338794911187E-6	-0.04805107009822815	266041.51922259264	-16456.90315576549	-16456.90315576549	440900.58999304153	1838662.8984877567	-99.04598325861521
43000	-83.7827911099521	20.79461367599866	-104.57740478595076	5.394871836271907E-6	3.672187612632552E-6	3.672187612632552E-6	1.66102612456127E-5	-0.3879234770751757	218196.4218173283	-48238.74745076499	-48238.74745076499	70868.34538189639	865881.2335067142	-104.57740478595076
