# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon May 04 10:46:45 CEST 2020 [seed=1588582005393]
# -overwrite Clade_122.xml
state	joint	prior	likelihood	coordinates.precision.col11	coordinates.precision.col12	coordinates.precision.col21	coordinates.precision.col22	correlation	coordinates.varCovar.coordinates.precision.col11	coordinates.varCovar.coordinates.precision.col12	coordinates.varCovar.coordinates.precision.col21	coordinates.varCovar.coordinates.precision.col22	coordinates.diffusionRate	coordinates.traitLikelihood
0	-1.1916124325579239E10	-33.63901612935441	-1.1916124291940224E10	0.05	0.002	0.002	0.05	-0.04	20.03205128205128	-0.8012820512820512	-0.8012820512820512	20.03205128205128	442298.6466251662	-1.1916124291940224E10
1000	-337.1423917285607	-16.829612641520935	-320.31277908703976	3.955514504790624E-10	-2.3641695549716487E-11	-2.3641695549716487E-11	3.7580601292117055E-11	0.19390779477068887	2.626887714221074E9	1.6525568364424307E9	1.6525568364424305E9	2.764908516308734E10	419890.00500728557	-320.31277908703976
2000	-328.8248146650846	-12.54331900132869	-316.2814956637559	1.2520772799107958E-9	4.295814483817812E-11	4.295814483817812E-11	2.7704798198538213E-11	-0.2306494667695914	8.435488507329985E8	-1.3079789806871371E9	-1.3079789806871374E9	3.81229396774086E10	454578.60062847764	-316.2814956637559
3000	-336.4159750892574	-20.23413403157322	-316.1818410576842	9.974970124894936E-10	1.1197132720680637E-10	1.1197132720680637E-10	9.879909730762972E-11	-0.356676532444332	1.1486367031979928E9	-1.3017768344083605E9	-1.3017768344083607E9	1.1596884092050283E10	393052.5844425482	-316.1818410576842
4000	-324.22347726595206	-13.872223318512855	-310.3512539474392	1.4383140556626841E-9	9.44951335580435E-11	9.44951335580435E-11	7.834397427220493E-11	-0.2815008959698383	7.550941930499996E8	-9.107621522141429E8	-9.107621522141428E8	1.3862745684046854E10	478411.064124798	-310.3512539474392
5000	-321.88135576154536	-10.533977173737334	-311.347378587808	2.917026183292497E-9	3.369410325385056E-10	3.369410325385056E-10	1.4044171490175904E-10	-0.5264239950926789	4.7423630555776846E8	-1.1377650192726276E9	-1.1377650192726276E9	9.85006286307164E9	450052.53397545224	-311.347378587808
6000	-325.37850874742094	-11.040319509425903	-314.33818923799504	2.288582674933883E-9	4.472161811465829E-11	4.472161811465829E-11	1.135661578118937E-10	-0.08772224534153647	4.403401627402229E8	-1.734031068589372E8	-1.7340310685893723E8	8.873725121475399E9	440135.0563893564	-314.33818923799504
7000	-332.0639527108727	-20.220417819635877	-311.8435348912368	2.328962673502915E-9	2.582310112082531E-10	2.582310112082531E-10	8.063433486616039E-11	-0.5958914140341851	6.657881418747779E8	-2.1321828401283185E9	-2.1321828401283188E9	1.9229968641286026E10	406914.69766110025	-311.8435348912368
8000	-324.24340134443673	-10.691368774979964	-313.55203256945674	1.7207174462293125E-9	2.9154462830831277E-10	2.9154462830831277E-10	1.1395484262560096E-10	-0.6583909765912368	1.0258271240132638E9	-2.624499149734623E9	-2.624499149734623E9	1.548998347445662E10	390340.86467721424	-313.55203256945674
9000	-322.05038806214776	-10.43871180283335	-311.61167625931444	3.019111228140894E-9	-1.8414886119699708E-10	-1.8414886119699708E-10	9.898501434202134E-11	0.3368563632495397	3.7361863758526105E8	6.950693202465057E8	6.950693202465056E8	1.1395626209426182E10	441761.6950474969	-311.61167625931444
