# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Apr 23 12:14:23 CEST 2020 [seed=1587636863358]
# -overwrite Clade_22.xml
state	joint	prior	likelihood	coordinates.precision.col11	coordinates.precision.col12	coordinates.precision.col21	coordinates.precision.col22	correlation	coordinates.varCovar.coordinates.precision.col11	coordinates.varCovar.coordinates.precision.col12	coordinates.varCovar.coordinates.precision.col21	coordinates.varCovar.coordinates.precision.col22	coordinates.diffusionRate	coordinates.traitLikelihood
0	-9.476781038574976E9	-22.28750786380331	-9.476781016287468E9	0.05	0.002	0.002	0.05	-0.04	20.03205128205128	-0.8012820512820512	-0.8012820512820512	20.03205128205128	457898.3473286851	-9.476781016287468E9
1000	-230.71772420578017	-5.012446351382529	-225.70527785439765	4.817560830519002E-11	4.586366074756715E-12	4.586366074756715E-12	1.598979765382304E-10	-0.05225569506855608	2.0814228815191593E10	-5.970161410228615E8	-5.970161410228616E8	6.271112094626928E9	386003.04247298726	-225.70527785439765
2000	-221.45735359967352	0.14831097845397423	-221.6056645781275	1.91780137566289E-10	1.7301136681089328E-11	1.7301136681089328E-11	3.230982658646662E-10	-0.06950331366718447	5.239615386676441E9	-2.805688285532249E8	-2.80568828553225E8	3.1100574215775843E9	405646.8573099543	-221.6056645781275
3000	-219.00333044697356	0.06854203103823764	-219.0718724780118	1.670187773856588E-10	1.5911429173261415E-10	1.5911429173261415E-10	1.1341083931361074E-9	-0.36559416664733246	6.911079346524667E9	-9.696176326579728E8	-9.696176326579729E8	1.0177863331739748E9	367705.3425618004	-219.0718724780118
4000	-212.84169397161745	2.0088848641359434	-214.8505788357534	3.0324514399159543E-10	3.6722220121490873E-10	3.6722220121490873E-10	1.4922063389216187E-9	-0.5459056155199228	4.697610871130634E9	-1.1560512507903836E9	-1.1560512507903833E9	9.546452443446693E8	451375.17872680567	-214.8505788357534
5000	-218.17596402750323	1.299849877648036	-219.47581390515126	6.663462945951076E-10	4.3248899916930673E-10	4.3248899916930673E-10	1.8994199792499386E-9	-0.38442760922295427	1.7609646110229433E9	-4.00963362770685E8	-4.009633627706851E8	6.177739816823564E8	389893.18828165287	-219.47581390515126
6000	-215.09047436008564	-0.30115732162078857	-214.78931703846484	1.8399365651737906E-10	2.0299003921925998E-10	2.0299003921925998E-10	1.7906162132943176E-9	-0.3536486838072081	6.211872696581583E9	-7.04197958748678E8	-7.041979587486787E8	6.382971196054143E8	373511.1008749343	-214.78931703846484
7000	-215.44717999052708	-0.021529530352982107	-215.4256504601741	7.450126177657255E-10	6.384360752170915E-10	6.384360752170915E-10	1.5840857260097612E-9	-0.5876872446102086	2.050428575559594E9	-8.26386824146645E8	-8.263868241466448E8	9.643386942619845E8	293992.5522322367	-215.4256504601741
8000	-212.11147286672804	0.6508067742220618	-212.76227964095008	7.243102834415295E-10	8.083652087762867E-10	8.083652087762867E-10	3.0023855045901698E-9	-0.5481659568558144	1.9736897513945792E9	-5.313981583998752E8	-5.3139815839987534E8	4.761426475956115E8	405358.2085579618	-212.76227964095008
9000	-207.71666013492722	6.247464578499988	-213.96412471342722	6.173917227826148E-10	1.2227021728255847E-9	1.2227021728255847E-9	5.304208364091209E-9	-0.6756627782180741	2.980271174585452E9	-6.86998660430533E8	-6.86998660430533E8	3.46893377585466E8	417935.3593543411	-213.96412471342722
10000	-208.06816929457028	8.25189661061917	-216.32006590518947	4.4792685336546027E-10	5.06623745113534E-10	5.06623745113534E-10	2.3486326646042013E-9	-0.49394027932498147	2.952962232109248E9	-6.369837257892884E8	-6.369837257892882E8	5.631834644344645E8	414897.51849881856	-216.32006590518947
11000	-204.95721232342865	9.800741611149409	-214.75795393457807	7.695057118163413E-10	2.447003536702263E-10	2.447003536702263E-10	3.605654304126981E-9	-0.1469050178087948	1.3281994983339844E9	-9.01392256642408E7	-9.01392256642408E7	2.834595372134727E8	430058.57363632036	-214.75795393457807
12000	-205.45886257623692	6.157663284528692	-211.61652586076562	1.938749685783018E-9	8.20260698697891E-10	8.20260698697891E-10	4.302178626467031E-9	-0.2840186208539031	5.610547067737805E8	-1.0697164523917712E8	-1.0697164523917714E8	2.5283576785327747E8	344737.87022385316	-211.61652586076562
13000	-200.30579450467334	10.191463943613153	-210.4972584482865	3.939788006467705E-9	3.734566484869127E-9	3.734566484869127E-9	2.0020942747084402E-8	-0.4204956492728188	3.083404752644811E8	-5.7515673432463214E7	-5.7515673432463214E7	6.067626893006637E7	442418.0181922865	-210.4972584482865
14000	-189.1380271730706	24.859654270442398	-213.99768144351302	7.471910144420117E-9	6.050785232160367E-9	6.050785232160367E-9	5.4270378447592846E-8	-0.30047925441361545	1.4711749858117312E8	-1.6402619868718084E7	-1.6402619868718084E7	2.025504080705626E7	461308.637553409	-213.99768144351302
15000	-196.69075713506203	14.782601622365403	-211.47335875742743	1.1829321495567046E-8	1.0707227281273344E-9	1.0707227281273344E-9	2.32878273054224E-8	-0.06451082827816582	8.488898023652102E7	-3903007.3228699826	-3903007.3228699826	4.3120340316798404E7	454766.9804348132	-211.47335875742743
16000	-189.27521599847242	20.39163011716858	-209.666846115641	1.0196665497755248E-8	7.369355652758635E-9	7.369355652758635E-9	2.0604132853472306E-8	-0.5084207413188925	1.3225916658762076E8	-4.7304336651924364E7	-4.7304336651924364E7	6.5453008398680724E7	389360.3970287864	-209.666846115641
17000	-197.3404385863965	13.574323745889242	-210.91476233228573	8.800250780298308E-9	2.4204508705350707E-9	2.4204508705350707E-9	6.3926881788782595E-9	-0.32270596060148127	1.2684238149119388E8	-4.802607981341811E7	-4.802607981341811E7	1.7461273496506518E8	461052.2477400314	-210.91476233228573
18000	-198.87905509139893	12.992233533406898	-211.87128862480583	1.3256136583670749E-9	-3.311455184922835E-11	-3.311455184922835E-11	1.1349318025895675E-8	0.008537397724159457	7.544225922541726E8	2201221.781822303	2201221.781822303	8.811744372577852E7	426146.3430129278	-211.87128862480583
19000	-195.45883712991605	16.613033876399342	-212.0718710063154	1.9157369726962194E-9	3.5361242771069362E-9	3.5361242771069362E-9	2.3581781124991132E-8	-0.5261036045552402	7.217664578475059E8	-1.0822998824678497E8	-1.0822998824678497E8	5.8634870776792295E7	411947.87655220064	-212.0718710063154
20000	-196.26379382083653	14.298568956151874	-210.5623627769884	3.4354161819707566E-9	8.826187635276331E-9	8.826187635276331E-9	4.661489021717284E-8	-0.697462953394958	5.668155750234833E8	-1.0732237266776362E8	-1.0732237266776365E8	4.1773077005153425E7	511315.50792186585	-210.5623627769884
21000	-189.85953388468846	22.78239299844239	-212.64192688313085	1.5208862176151933E-8	4.947432931863832E-8	4.947432931863832E-8	1.8378379381691864E-7	-0.9357890245318998	5.289760203037312E8	-1.423995733608602E8	-1.423995733608602E8	4.377493368813123E7	410675.5815611425	-212.64192688313085
22000	-184.31735080999573	24.35552351714842	-208.67287432714414	3.179786384628173E-8	6.817735791620171E-8	6.817735791620171E-8	3.896670831394539E-7	-0.612483415982311	5.0328791791315794E7	-8805681.05420017	-8805681.054200172	4106962.4255518387	457748.9954254566	-208.67287432714414
23000	-201.39005522043183	7.456075402745006	-208.84613062317683	4.569698822883613E-9	1.2718119086782458E-8	1.2718119086782458E-8	6.153263703742446E-8	-0.7584489152437678	5.1519741339454895E8	-1.0648563708993973E8	-1.0648563708993976E8	3.826094779766805E7	436897.7664686439	-208.84613062317683
24000	-199.23380094049165	12.04781185620571	-211.28161279669735	1.12641866118943E-9	8.401200742534451E-10	8.401200742534451E-10	1.5491390081179014E-8	-0.20111582683259127	9.251911211429273E8	-5.017442781571657E7	-5.017442781571657E7	6.72730167248392E7	470170.8312580184	-211.28161279669735
25000	-201.23363748888696	12.070117686841384	-213.30375517572833	9.320877958141368E-10	1.6774323781824777E-9	1.6774323781824777E-9	1.0601493968739391E-8	-0.5336212004314901	1.4999827845078905E9	-2.3733633173485965E8	-2.373363317348597E8	1.3187911548067968E8	386226.2069297551	-213.30375517572833
26000	-202.47229404536859	9.893304882506108	-212.3655989278747	2.480401694432029E-9	4.469700480455694E-9	4.469700480455694E-9	1.8546029877795118E-8	-0.6590098931444962	7.126679460529344E8	-1.7175709744175598E8	-1.7175709744175598E8	9.531434989617568E7	409915.633110751	-212.3655989278747
27000	-192.94496002229087	21.81006788385961	-214.75502790615047	1.5705637205030642E-9	5.568628237147382E-9	5.568628237147382E-9	2.461203600736318E-8	-0.895667207139784	3.2193004359961696E9	-7.283870097697688E8	-7.283870097697688E8	2.0543267808736518E8	426832.4891594322	-214.75502790615047
28000	-197.1944057708268	13.256095630284108	-210.4505014011109	3.4085397801684542E-9	6.226557445435946E-9	6.226557445435946E-9	6.486109736829589E-8	-0.41876624687011044	3.557705201601932E8	-3.4153378081032485E7	-3.41533780810325E7	1.8696229631939422E7	416417.3897461483	-210.4505014011109
