# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Jun 18 17:14:14 CEST 2020 [seed=1592493254364]
# -overwrite Clade_272.xml
state	joint	prior	likelihood	coordinates.precision.col11	coordinates.precision.col12	coordinates.precision.col21	coordinates.precision.col22	correlation	coordinates.varCovar.coordinates.precision.col11	coordinates.varCovar.coordinates.precision.col12	coordinates.varCovar.coordinates.precision.col21	coordinates.varCovar.coordinates.precision.col22	coordinates.diffusionRate	coordinates.traitLikelihood
0	-3.2212057960026393E9	-10.935999598252199	-3.22120578506664E9	0.05	0.002	0.002	0.05	-0.04	20.03205128205128	-0.8012820512820512	-0.8012820512820512	20.03205128205128	582657.7669762098	-3.22120578506664E9
1000	-124.23871678033396	7.138654914575826	-131.37737169490978	4.7263535166963865E-9	1.3711303903132238E-9	1.3711303903132238E-9	5.125482623365083E-10	-0.8809439409764125	9.448142676090397E8	-2.527495751550831E9	-2.5274957515508304E9	8.7124014741213E9	637567.3020266022	-131.37737169490978
2000	-127.25311746670155	4.814301069114272	-132.06741853581582	5.042500730122924E-9	1.3292817159997692E-9	1.3292817159997692E-9	6.180383267167057E-10	-0.7529850302109325	4.579863658216064E8	-9.850406939938847E8	-9.850406939938847E8	3.7366559389776616E9	586519.2086917401	-132.06741853581582
3000	-118.86433217831859	10.82682814676338	-129.69116032508197	2.422130758001548E-8	3.143662037698175E-10	3.143662037698175E-10	2.5429847124366275E-9	-0.040055779125395166	4.135231100050639E7	-5112012.259752041	-5112012.259752041	3.9387065088881594E8	497108.50096360006	-129.69116032508197
4000	-115.18888995241795	11.238973590118317	-126.42786354253627	1.7600515753098757E-7	-9.040155576230547E-9	-9.040155576230547E-9	3.656660552847424E-9	0.3563451760667426	6508057.032254401	1.6089502216646116E7	1.6089502216646114E7	3.1325073427738035E8	571024.0192477407	-126.42786354253627
5000	-111.28484733029102	12.774224059256296	-124.05907138954731	1.025733744461224E-6	-1.573078302215554E-8	-1.573078302215554E-8	5.090811644491584E-9	0.2176905140086384	1023410.4275210528	3162373.409624139	3162373.409624139	2.062041739606866E8	558247.1108476876	-124.05907138954731
6000	-106.88959696226613	16.873365536375097	-123.76296249864123	8.856933215645386E-7	-7.03301472782376E-9	-7.03301472782376E-9	1.369022550634848E-9	0.20197356952493198	1177075.815682352	6046935.854796738	6046935.854796739	7.615127949802917E8	582600.1303012118	-123.76296249864123
7000	-109.75739272996276	13.727530791473548	-123.48492352143631	4.791776508163424E-6	-1.9728335749422932E-8	-1.9728335749422932E-8	4.1340518222612864E-9	0.14016972302753072	212873.30747997045	1015864.4019507818	1015864.4019507818	2.4674129833225435E8	558913.7012849784	-123.48492352143631
8000	-109.89196146175208	13.906929278838517	-123.7988907405906	2.273543885681199E-6	1.3136092808353E-8	1.3136092808353E-8	1.9104495883788515E-9	-0.1993181034523183	458038.79111385334	-3149436.7119119307	-3149436.7119119307	5.450922648136373E8	486827.41950530215	-123.7988907405906
9000	-114.32830867273906	11.951345276438767	-126.27965394917783	2.979208494947189E-6	8.625421929173239E-9	8.625421929173239E-9	6.033425563770711E-10	-0.20344542134379973	350152.4464947375	-5005800.699166704	-5005800.699166704	1.7289964583100097E9	563324.1450357795	-126.27965394917783
10000	-106.33969593961811	17.131615320339684	-123.47131125995779	2.4904765170952463E-6	2.027007410319893E-8	2.027007410319893E-8	4.024977071915082E-9	-0.20245681737792104	418691.2191635664	-2108559.1016214485	-2108559.101621449	2.5906747556817904E8	506966.8082600853	-123.47131125995779
11000	-112.15970686206443	11.971990869587854	-124.13169773165228	5.039578402677836E-6	5.112522848276462E-8	5.112522848276462E-8	1.6134531188164625E-8	-0.17929161674176228	205019.7563384564	-649642.7918508769	-649642.7918508768	6.403738194286448E7	489020.7944413621	-124.13169773165228
12000	-107.88319625386508	16.923489216238966	-124.80668547010404	2.492043976244767E-6	2.954227369524213E-8	2.954227369524213E-8	1.3687606122466723E-9	-0.5058273603118535	539250.3276205544	-1.1638763291607957E7	-1.163876329160796E7	9.81790035899016E8	548630.4501470507	-124.80668547010404
13000	-105.82843898909397	18.88344879089255	-124.71188777998651	1.7487521735371253E-6	1.9849080987705827E-8	1.9849080987705827E-8	6.107620799262124E-9	-0.1920614650669967	593737.8850955651	-1929581.3794063379	-1929581.3794063379	1.7000079919788817E8	612626.8640074244	-124.71188777998651
14000	-106.2640296573019	18.41684344477635	-124.68087310207825	3.5607004539586845E-6	-2.080193318532022E-7	-2.080193318532022E-7	1.891354824012314E-8	0.801584796472874	785660.4747229251	8641031.547355413	8641031.547355415	1.4790993067438844E8	355418.59786409634	-124.68087310207825
15000	-104.83521020222746	20.120148957937648	-124.9553591601651	8.365441928189007E-6	-2.8178852602054133E-7	-2.8178852602054133E-7	1.7928283188497668E-8	0.727628178146773	254037.98341172337	3992852.4190619304	3992852.4190619313	1.1853561076882422E8	579336.6681316046	-124.9553591601651
16000	-106.89008600582332	18.882852001159	-125.77293800698232	9.217063136514415E-6	-1.9608926737906772E-7	-1.9608926737906772E-7	4.4035760143218635E-8	0.30779020434922477	119848.22785958322	533678.7901749056	533678.7901749056	2.508526432582218E7	610402.7967230513	-125.77293800698232
17000	-103.21258778515157	19.494678334007904	-122.70726611915947	4.551709179302786E-6	-1.3048421828898481E-7	-1.3048421828898481E-7	4.419112510992243E-8	0.2909398466898626	240013.9075787319	708694.9479334144	708694.9479334144	2.472155899106417E7	594907.6081831349	-122.70726611915947
18000	-105.5650889249077	19.361177709314244	-124.92626663422195	3.397843358079324E-6	-6.342330781021446E-8	-6.342330781021446E-8	1.9006811960596483E-8	0.24957011129598508	313852.718210743	1047286.4989362353	1047286.4989362354	5.610737751277504E7	435598.8699488558	-124.92626663422195
19000	-109.91814820212129	13.629895372429251	-123.54804357455053	5.057436798997814E-7	-1.3232664660893186E-8	-1.3232664660893186E-8	1.1198341552475E-8	0.17583495717448913	2040370.2303435844	2411029.786481083	2411029.7864810834	9.214796171526514E7	639066.2459540043	-123.54804357455053
20000	-113.25139849784915	12.578122044841262	-125.82952054269042	5.243138886061555E-6	3.170968296511195E-8	3.170968296511195E-8	8.572445024578791E-10	-0.47298118460345745	245688.7768691121	-9088087.704579327	-9088087.70457933	1.502698910495069E9	647617.1549990724	-125.82952054269042
21000	-108.05236975380026	16.25605165626323	-124.30842141006349	3.430575966515483E-6	2.4027113401794655E-8	2.4027113401794655E-8	2.225281296814393E-9	-0.27499552010315614	315343.3015778708	-3404868.084926793	-3404868.084926793	4.861448991385287E8	638141.0744402863	-124.30842141006349
22000	-110.57453471500868	15.688295023688386	-126.26282973869706	5.163556317087237E-7	9.951969551899096E-9	9.951969551899096E-9	2.494627247370286E-9	-0.27728842999579595	2097959.4811667134	-8369518.492070746	-8369518.492070747	4.342505255400778E8	617001.7177315103	-126.26282973869706
23000	-104.63047104010984	17.67845186388897	-122.3089229039988	1.7133671844419527E-6	-3.062506017785949E-8	-3.062506017785949E-8	1.136483761142479E-8	0.2194674467094953	613180.4829005933	1652349.979012622	1652349.9790126225	9.24433197783663E7	444904.41258050106	-122.3089229039988
24000	-103.99125474801592	19.524040398307545	-123.51529514632347	7.048622255284166E-7	-1.0278500248105254E-8	-1.0278500248105254E-8	7.601710371797143E-9	0.1404177380770113	1447252.6536426493	1956873.655003535	1956873.6550035353	1.3419528980387822E8	623590.4352699469	-123.51529514632347
25000	-109.37264281739914	14.98373716592338	-124.35637998332251	1.2278529203782915E-6	-7.370288651125254E-8	-7.370288651125254E-8	7.80041048114235E-9	0.7530999081332136	1881593.196108894	1.7778404114554953E7	1.7778404114554953E7	2.961792467705992E8	736882.2873390557	-124.35637998332251
26000	-107.76337809411513	20.29345536163146	-128.05683345574658	7.513928553837872E-7	-4.8855350399154564E-8	-4.8855350399154564E-8	1.6651574618759794E-8	0.4367681365929252	1644595.262166164	4825206.002283864	4825206.002283864	7.421142794492786E7	593841.2094023848	-128.05683345574658
27000	-101.71343182082707	21.939500329068974	-123.65293214989605	1.44983161985641E-6	-3.609413175565362E-8	-3.609413175565362E-8	4.594410511909739E-9	0.4422449855020165	857432.442229793	6736071.898927872	6736071.898927873	2.7057500922326833E8	684218.0775704177	-123.65293214989605
28000	-103.92408051142856	21.68541866238982	-125.60949917381838	8.255354078996114E-6	1.8004244432815627E-7	1.8004244432815627E-7	1.7741118500703427E-8	-0.47045333273784934	155563.8954183704	-1578711.284704094	-1578711.284704094	7.238749002976614E7	648657.5365964117	-125.60949917381838
29000	-101.65038986853992	21.266338830552506	-122.91672869909242	1.4718902526903309E-5	-8.50004635468026E-7	-8.50004635468026E-7	9.369680920445225E-8	0.7238043331756276	142698.60972133887	1294542.2663573176	1294542.2663573173	2.2416632381043766E7	600086.7192608683	-122.91672869909242
30000	-100.61574910963587	21.941335176615823	-122.5570842862517	7.783031885282048E-6	2.107903051079381E-7	2.107903051079381E-7	4.0075524344221565E-8	-0.37743017720409716	149828.189355372	-788070.2814196015	-788070.2814196014	2.9097999193991262E7	417369.8913974036	-122.5570842862517
31000	-98.81061487758919	24.20715771693149	-123.01777259452068	3.4446535970128808E-6	-9.34954870324677E-8	-9.34954870324677E-8	3.98505465179932E-8	0.25234850143210596	310048.787096146	727421.9524264594	727421.9524264594	2.6800402078249924E7	714084.2010425242	-123.01777259452068
