node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear
27,28,0.001120745029,748612.747091656,644863.262648707,747450.741287314,644873.421651466,0.001120745029,0,2020.11770381934,2020.11882456436
28,29,0.0005982225259,747450.741287314,644873.421651466,746940.552400346,644704.120991048,0.0017189675549,0.001120745029,2020.11882456436,2020.11942278689
29,30,0.02316893017,746940.552400346,644704.120991048,743407.49170769,644195.383104661,0.0248878977249,0.0017189675549,2020.11942278689,2020.14259171706
30,31,0.000597232514900015,743407.49170769,644195.383104661,743547.3157767,644655.551506269,0.0254851302398,0.0248878977249,2020.14259171706,2020.14318894957
31,43,0.000109576117099996,743547.3157767,644655.551506269,743141.357076236,644606.47623051,0.0255947063569,0.0254851302398,2020.14318894957,2020.14329852569
43,44,0.000534261198399999,743141.357076236,644606.47623051,742923.535339276,644533.186028209,0.0261289675553,0.0255947063569,2020.14329852569,2020.14383278689
31,32,0.01694383732,743547.3157767,644655.551506269,748585.899856238,646780.90212288,0.0424289675598,0.0254851302398,2020.14318894957,2020.16013278689
32,34,0.00291,748585.899856238,646780.90212288,751315.470705816,647487.015903777,0.0453389675598,0.0424289675598,2020.16013278689,2020.16304278689
34,35,0.00613000000000002,751315.470705816,647487.015903777,751450.047477299,648203.412479117,0.0514689675598,0.0453389675598,2020.16304278689,2020.16917278689
35,36,0.00278999999999999,751450.047477299,648203.412479117,751912.247585869,648536.052050371,0.0542589675598,0.0514689675598,2020.16917278689,2020.17196278689
35,5,0.0029583606556175,751450.047477299,648203.412479117,681394.273065296,671522.973551755,0.0544273282154175,0.0514689675598,2020.16917278689,2020.17213114755
28,50,0.05483822253,747450.741287314,644873.421651466,745042.429953289,646871.328258682,0.055958967559,0.001120745029,2020.11882456436,2020.17366278689
36,37,0.00284999999999999,751912.247585869,648536.052050371,753183.480386706,648823.763707583,0.0571089675598,0.0542589675598,2020.17196278689,2020.17481278689
30,1,0.0322716709196176,743407.49170769,644195.383104661,731443.087423617,635673.899299974,0.0571595686445175,0.0248878977249,2020.14259171706,2020.17486338798
34,4,0.0118206010896175,751315.470705816,647487.015903777,754486.702013899,647636.344675135,0.0571595686494175,0.0453389675598,2020.16304278689,2020.17486338798
37,7,5.06010924375411e-05,753183.480386706,648823.763707583,753547.30645554,648895.387813848,0.0571595686522375,0.0571089675598,2020.17481278689,2020.17486338799
36,6,0.00290060109261753,751912.247585869,648536.052050371,710551.999314307,652950.350018518,0.0571595686524175,0.0542589675598,2020.17196278689,2020.17486338799
43,45,0.03234702726,743141.357076236,644606.47623051,738394.805434639,644105.449171767,0.0579417336169,0.0255947063569,2020.14329852569,2020.17564555295
45,46,0.000617233933700001,738394.805434639,644105.449171767,737628.177629996,643973.02911096,0.0585589675506,0.0579417336169,2020.17564555295,2020.17626278689
45,47,0.000617233933700001,738394.805434639,644105.449171767,738704.673079658,644200.671805593,0.0585589675506,0.0579417336169,2020.17564555295,2020.17626278689
