# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Jun 18 17:03:40 CEST 2020 [seed=1592492619591]
# -overwrite Clade_185.xml
state	joint	prior	likelihood	coordinates.precision.col11	coordinates.precision.col12	coordinates.precision.col21	coordinates.precision.col22	correlation	coordinates.varCovar.coordinates.precision.col11	coordinates.varCovar.coordinates.precision.col12	coordinates.varCovar.coordinates.precision.col21	coordinates.varCovar.coordinates.precision.col22	coordinates.diffusionRate	coordinates.traitLikelihood
0	-5.641542739959856E9	-13.773876664639978	-5.64154272618598E9	0.05	0.002	0.002	0.05	-0.04	20.03205128205128	-0.8012820512820512	-0.8012820512820512	20.03205128205128	680630.7078810482	-5.64154272618598E9
1000	-152.99952427708826	5.921197965086165	-158.9207222421744	8.841252688232605E-10	-7.524289012867295E-10	-7.524289012867295E-10	1.0208323003370322E-9	0.7920112774841563	3.0346294694895725E9	2.2367463458851314E9	2.2367463458851314E9	2.6282403041181736E9	790182.4660183359	-158.9207222421744
2000	-152.6630164065199	5.518300333716365	-158.18131674023624	5.046836471998095E-10	-6.301421945951323E-10	-6.301421945951323E-10	1.0927299762345594E-9	0.8485403839162182	7.077094139968425E9	4.0811323288515573E9	4.081132328851557E9	3.2685967803714604E9	708023.7838231437	-158.18131674023624
3000	-149.00085644344907	8.133847126530615	-157.13470356997968	1.176037173934711E-10	-3.35803901662371E-11	-3.35803901662371E-11	3.2865734959556365E-10	0.17080616373086704	8.7586643770892E9	8.94911881568181E8	8.94911881568181E8	3.1341197493834014E9	739789.1165358915	-157.13470356997968
4000	-144.60027573455255	11.25356417961707	-155.8538399141696	2.938069047464962E-10	-2.720582078171321E-10	-2.720582078171321E-10	1.1436386160759762E-9	0.4693387671520527	4.36514528832434E9	1.0384168454172095E9	1.0384168454172095E9	1.1214292766117334E9	708426.0742744735	-155.8538399141696
5000	-144.57685041467965	11.851904915445713	-156.42875533012537	3.858964464547779E-10	-3.5389981823801235E-10	-3.5389981823801235E-10	1.0781080570744948E-9	0.5486732713846136	3.7074761294902844E9	1.2170163461246815E9	1.2170163461246812E9	1.3270486703981254E9	764456.3140286969	-156.42875533012537
6000	-143.8700565779079	13.897467965304104	-157.767524543212	6.892362545682082E-10	-6.422944659284613E-10	-6.422944659284613E-10	3.7092540683438007E-9	0.4017046253787503	1.7300543009297273E9	2.995762174196535E8	2.995762174196535E8	3.214706042244349E8	822411.457124287	-157.767524543212
7000	-142.5706488777799	14.753834306075372	-157.32448318385525	2.2972568092503742E-9	-6.052721347549795E-10	-6.052721347549795E-10	1.1197266346902056E-9	0.37738957788840444	5.0759492784572375E8	2.743822072723876E8	2.743822072723876E8	1.041393379605692E9	452201.7623944778	-157.32448318385525
8000	-136.4051595243773	19.883056424868325	-156.28821594924563	2.3978158559439363E-8	-1.918353866530524E-8	-1.918353866530524E-8	2.242510619638274E-8	0.8272819593731443	1.3214200838753894E8	1.1304077247234356E8	1.1304077247234355E8	1.4129351280353224E8	948696.6902994651	-156.28821594924563
9000	-136.17627801387113	19.34314522160082	-155.51942323547195	9.119179146990618E-9	-3.938707427154921E-9	-3.938707427154921E-9	3.6308309041822527E-9	0.684499029242589	2.063349454810704E8	2.238311294838268E8	2.238311294838268E8	5.1822995390918773E8	859061.1580634802	-155.51942323547195
10000	-140.7994714596947	15.946169550810211	-156.74564101050493	2.898402946611703E-8	-2.3657769418505776E-8	-2.3657769418505776E-8	6.079139964023448E-8	0.5636030595846783	5.0563022730854556E7	1.9677262572476108E7	1.9677262572476104E7	2.4107359748254362E7	742306.4007918836	-156.74564101050493
11000	-143.52418970127803	11.520377880180781	-155.0445675814588	1.1510067821754313E-8	3.100821691640121E-11	3.100821691640121E-11	4.202753376309675E-8	-0.0014098434769498117	8.688063381977227E7	-64101.156982079745	-64101.156982079745	2.3793972620412365E7	753090.9214309192	-155.0445675814588
12000	-136.1923799743716	17.246673818989013	-153.4390537933606	1.9267891916998288E-8	-1.5867951845038907E-8	-1.5867951845038907E-8	5.884761876957803E-8	0.4712369387372624	6.6714781800773844E7	1.798929110644367E7	1.798929110644367E7	2.184375904888721E7	810704.49875114	-153.4390537933606
13000	-133.24825894243733	21.479660493187133	-154.72791943562447	7.853328500388266E-8	-4.1691014929773267E-8	-4.1691014929773267E-8	6.913553413425407E-8	0.5658025812719538	1.8729319312513262E7	1.129439933979771E7	1.129439933979771E7	2.1275238412739247E7	716810.3133185569	-154.72791943562447
14000	-129.8817137509463	23.765848552119717	-153.647562303066	1.3149675388610598E-7	-8.155526008582509E-8	-8.155526008582509E-8	5.6838858953587374E-8	0.9433476798265464	6.907434269355322E7	9.911134894931939E7	9.91113489493194E7	1.598035570776608E8	753764.10235364	-153.647562303066
15000	-137.45121690126282	20.872110312145526	-158.32332721340836	8.759152583841397E-9	8.532616040072984E-9	8.532616040072984E-9	1.547321402451355E-8	-0.7329272872021247	2.466766546921659E8	-1.360284409692375E8	-1.360284409692375E8	1.3963992573858064E8	627084.9476050463	-158.32332721340836
16000	-142.42530102736092	13.978791720428855	-156.40409274778978	2.3957029159267876E-8	-2.5864967398052645E-8	-2.5864967398052645E-8	3.83513226308063E-8	0.8533069473173172	1.5353597047790545E8	1.0354800300027898E8	1.0354800300027898E8	9.590974885390389E7	782759.550174671	-156.40409274778978
17000	-137.78212243164134	14.795953527378144	-152.5780759590195	4.648343604961891E-8	-2.2437585933726087E-8	-2.2437585933726087E-8	2.8407051759782602E-8	0.6174672617525376	3.476943776825668E7	2.7462978361488756E7	2.7462978361488752E7	5.689442715312364E7	460408.63738317305	-152.5780759590195
18000	-132.56531915055996	20.618278680812708	-153.18359783137268	6.168368624937907E-8	-3.2961762103493104E-8	-3.2961762103493104E-8	2.9387496376457543E-8	0.7741835989515116	4.046463606819387E7	4.538616323753031E7	4.538616323753032E7	8.493435042752883E7	597744.5781794663	-153.18359783137268
19000	-133.4798143436313	18.32088288233963	-151.8006972259709	8.438375916904321E-8	-6.492383179301803E-8	-6.492383179301803E-8	6.691438767522877E-8	0.864002413231885	4.6748045606135584E7	4.535739405276873E7	4.535739405276872E7	5.895258044051297E7	676992.0879195003	-151.8006972259709
20000	-131.86823382040177	20.48893973792927	-152.35717355833106	9.735398386653847E-8	-1.2913807314188803E-7	-1.2913807314188803E-7	2.178614962095492E-7	0.8867214147225231	4.806076468259554E7	2.8488166347973756E7	2.8488166347973764E7	2.147652059188339E7	921942.6465253469	-152.35717355833106
