# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Apr 23 12:17:06 CEST 2020 [seed=1587637026583]
# -overwrite Clade_111.xml
state	joint	prior	likelihood	coordinates.precision.col11	coordinates.precision.col12	coordinates.precision.col21	coordinates.precision.col22	correlation	coordinates.varCovar.coordinates.precision.col11	coordinates.varCovar.coordinates.precision.col12	coordinates.varCovar.coordinates.precision.col21	coordinates.varCovar.coordinates.precision.col22	coordinates.diffusionRate	coordinates.traitLikelihood
0	-2.9126158846629843E7	-10.935999598252199	-2.9126147910630245E7	0.05	0.002	0.002	0.05	-0.04	20.03205128205128	-0.8012820512820512	-0.8012820512820512	20.03205128205128	956352.7789695745	-2.9126147910630245E7
1000	-100.95240674210862	10.948627712828566	-111.90103445493719	3.374848850977808E-8	-2.0875557512950218E-8	-2.0875557512950218E-8	3.989132206539915E-8	0.5689468593953609	4.381336658010959E7	2.2928005554179847E7	2.2928005554179847E7	3.706658045023929E7	1174856.196418029	-111.90103445493719
2000	-103.14580673486026	9.149070096356878	-112.29487683121714	4.6717139600604145E-8	-2.952277045023485E-8	-2.952277045023485E-8	3.859211301194964E-8	0.695295964654047	4.143811792460559E7	3.169994975395854E7	3.1699949753958542E7	5.016233081797503E7	1143713.6422190878	-112.29487683121714
3000	-101.18473434689037	8.807867128917739	-109.9926014758081	2.273824916896211E-8	-4.208162805997188E-8	-4.208162805997188E-8	2.1477706769240912E-7	0.6021713217725201	6.899822811680003E7	1.351893758306904E7	1.3518937583069038E7	7304778.484933828	1255690.0803636252	-109.9926014758081
4000	-108.33494433097763	5.8860727934965436	-114.22101712447417	4.7591449246831787E-8	-5.596741575861953E-8	-5.596741575861953E-8	1.27004482740723E-7	0.719881916500303	4.361453970397396E7	1.921973952459903E7	1.921973952459903E7	1.634335346243693E7	996710.8687732964	-114.22101712447417
5000	-104.79839338674039	8.232322782488373	-113.03071616922875	1.8964009667773052E-8	-3.7473667809925637E-8	-3.7473667809925637E-8	2.4861526345908533E-7	0.5457543732735822	7.509976763429283E7	1.1319754490428695E7	1.1319754490428695E7	5728500.735026748	1082954.5713047257	-113.03071616922875
6000	-101.87978297939414	10.130619955536966	-112.01040293493111	1.552798430150022E-7	-1.0316661655657643E-7	-1.0316661655657643E-7	9.175846086123289E-8	0.8642882044970115	2.545389618889105E7	2.8618530905411936E7	2.8618530905411936E7	4.307479623387025E7	1449857.9430410955	-112.01040293493111
7000	-102.86756392532382	9.94183168093221	-112.80939560625603	2.179895833628664E-8	-5.026773385886317E-8	-5.026773385886317E-8	2.0258664152014102E-7	0.7564252788075962	1.072265580961263E8	2.6606078488359425E7	2.6606078488359418E7	1.1537914123762649E7	951928.2374477006	-112.80939560625603
8000	-100.23051502138382	6.49725689808832	-106.72777191947215	9.117116469125326E-7	-5.663906377791805E-7	-5.663906377791805E-7	7.605638687917222E-7	0.6801731273118379	2041143.3731864104	1520036.047432052	1520036.0474320515	2446782.266042663	973011.4352003278	-106.72777191947215
9000	-101.19388596691633	5.869561886108654	-107.06344785302498	4.150159554396327E-6	-5.919359645424304E-6	-5.919359645424304E-6	1.2662435214512593E-5	0.8165517471833484	723059.1938248706	338011.3967552266	338011.3967552266	236985.30107440316	673067.0751936685	-107.06344785302498
