# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon May 04 10:46:23 CEST 2020 [seed=1588581982606]
# -overwrite Clade_117.xml
state	joint	prior	likelihood	coordinates.precision.col11	coordinates.precision.col12	coordinates.precision.col21	coordinates.precision.col22	correlation	coordinates.varCovar.coordinates.precision.col11	coordinates.varCovar.coordinates.precision.col12	coordinates.varCovar.coordinates.precision.col21	coordinates.varCovar.coordinates.precision.col22	coordinates.diffusionRate	coordinates.traitLikelihood
0	-1.8819891180835527E8	-5.260245465476639	-1.881989065481098E8	0.05	0.002	0.002	0.05	-0.04	20.03205128205128	-0.8012820512820512	-0.8012820512820512	20.03205128205128	408918.54042743635	-1.881989065481098E8
1000	-65.18089599276556	12.001967251863668	-77.18286324462923	2.1634145607119074E-7	-4.929058903471618E-8	-4.929058903471618E-8	1.500751752507236E-8	0.8650470000220443	1.836487292685876E7	6.0317464404108115E7	6.03174644041081E7	2.647395442265098E8	502940.5115158614	-77.18286324462923
2000	-62.40853777936076	13.737207253086858	-76.14574503244762	2.5342969394256536E-6	-6.48563433859556E-7	-6.48563433859556E-7	1.884881473673415E-7	0.9383863611422933	3303887.850210338	1.136825248243993E7	1.136825248243993E7	4.4422065705148E7	539275.06490728	-76.14574503244762
3000	-62.86171331913435	13.270243331626387	-76.13195665076074	3.553186828205206E-6	-8.16957644894398E-7	-8.16957644894398E-7	1.9958801596942595E-7	0.970115154480236	4780125.8370514335	1.956610634746035E7	1.956610634746035E7	8.509869732848264E7	408110.6311909129	-76.13195665076074
4000	-67.64485524413757	7.611424704362371	-75.25627994849995	1.820462539791836E-6	-4.975583706990357E-7	-4.975583706990357E-7	1.5029835205710846E-7	0.951209226615195	5770011.916931059	1.9101458459181126E7	1.910145845918113E7	6.988826161536531E7	225920.8756089364	-75.25627994849995
5000	-60.31275666681265	14.03374140715706	-74.34649807396971	1.7861834082576042E-6	-4.664687148261984E-7	-4.664687148261984E-7	1.6170001893959312E-7	0.867969492694169	2270021.016070355	6548507.495168411	6548507.495168411	2.5075283861380722E7	200993.45767179143	-74.34649807396971
6000	-66.42300509097825	8.679217883710947	-75.1022229746892	8.493525180490584E-7	-3.558838531289281E-7	-3.558838531289281E-7	5.66892625083095E-7	0.5128777883511257	1597608.0557673222	1002946.3879388978	1002946.3879388978	2393632.1712115	391397.024874069	-75.1022229746892
7000	-62.31932775384457	13.19095349898051	-75.51028125282508	1.1119869730388655E-5	-6.826767415855756E-6	-6.826767415855756E-6	4.6595229442395225E-6	0.948406517644048	894593.8017454931	1310688.6454401622	1310688.6454401622	2134932.4074734403	570635.9593408421	-75.51028125282508
8000	-59.242768460725	14.383939348520077	-73.62670780924508	2.9462430641470644E-5	-1.4190788337834771E-5	-1.4190788337834771E-5	9.4601649103751E-6	0.8500077437775677	122317.62575833693	183483.43327708662	183483.43327708662	380942.0448032627	493226.7490622311	-73.62670780924508
9000	-58.02827084543104	14.661947063267815	-72.69021790869886	8.972661766753277E-6	-3.7122477180037023E-6	-3.7122477180037023E-6	5.91194553393275E-6	0.509695839224878	150564.8744158314	94543.17673489619	94543.17673489619	228514.90838892205	282878.2692424798	-72.69021790869886
