# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Jun 18 17:04:31 CEST 2020 [seed=1592492671007]
# -overwrite Clade_188.xml
state	joint	prior	likelihood	coordinates.precision.col11	coordinates.precision.col12	coordinates.precision.col21	coordinates.precision.col22	correlation	coordinates.varCovar.coordinates.precision.col11	coordinates.varCovar.coordinates.precision.col12	coordinates.varCovar.coordinates.precision.col21	coordinates.varCovar.coordinates.precision.col22	coordinates.diffusionRate	coordinates.traitLikelihood
0	-9.56287618453507E7	-10.935999598252199	-9.56287509093511E7	0.05	0.002	0.002	0.05	-0.04	20.03205128205128	-0.8012820512820512	-0.8012820512820512	20.03205128205128	1262006.9938292836	-9.56287509093511E7
1000	-106.96488570435147	9.553169904276963	-116.51805560862843	5.001280809602753E-8	-5.1921140784164644E-8	-5.1921140784164644E-8	6.86205633407392E-8	0.8862912598809193	9.32215157495397E7	7.053523328438668E7	7.053523328438668E7	6.79427499662423E7	774308.582957401	-116.51805560862843
2000	-105.38201350054064	5.326237405746149	-110.70825090628679	2.1671747186068117E-8	1.0240658708324042E-8	1.0240658708324042E-8	7.770421701786396E-8	-0.24955060977136984	4.920744485102067E7	-6485061.789016302	-6485061.789016302	1.3723982370719269E7	923351.5949374391	-110.70825090628679
3000	-106.48840461986646	9.49791485274286	-115.98631947260932	7.106912307306754E-7	7.893972141423046E-7	7.893972141423046E-7	1.584341099375119E-6	-0.7439277633514545	3150852.381421703	-1569910.7301129445	-1569910.7301129445	1413384.5026720993	1027274.7852538319	-115.98631947260932
4000	-97.0035555736345	11.35479944293941	-108.35835501657391	1.490971422713189E-7	-1.5363394743103067E-8	-1.5363394743103067E-8	1.6555404014723432E-7	0.09778734115566685	6771790.996992541	628421.3789772976	628421.3789772977	6098641.1736754	1646973.2381418229	-108.35835501657391
5000	-96.0536598714095	11.572358144532538	-107.62601801594204	6.436153465812443E-7	-2.758563269698652E-7	-2.758563269698652E-7	7.768795123072917E-7	0.39011524269868136	1832630.9816314713	650735.2083241327	650735.2083241327	1518265.5813578912	1682909.453930767	-107.62601801594204
6000	-91.32510997823519	17.612301503377985	-108.93741148161317	4.2949731486322035E-7	-1.2392705792089593E-7	-1.2392705792089593E-7	1.991829923633082E-7	0.423701290414867	2837742.739225155	1765577.9975787732	1765577.997578773	6119010.826721176	1019854.4942608109	-108.93741148161317
7000	-90.31470046790392	16.79281638760746	-107.10751685551138	5.527464940133054E-6	-3.3198211850883502E-6	-3.3198211850883502E-6	8.280166906127413E-6	0.4907181802911583	238297.93687452457	95542.34210103491	95542.3421010349	159076.92517710532	624253.2742475077	-107.10751685551138
8000	-94.83157976450559	12.034632399472539	-106.86621216397813	1.496280460133546E-6	2.458220037118902E-7	2.458220037118902E-7	3.5421593478079527E-6	-0.10677761220501165	676031.6517392455	-46915.860887523835	-46915.860887523835	285569.5782165253	850500.7923566654	-106.86621216397813
9000	-92.04101159279892	13.512648185286343	-105.55365977808526	1.9494042257934733E-6	-6.374893097120421E-7	-6.374893097120421E-7	3.9080480304629624E-6	0.23096278537818504	541883.3624830912	88393.19476144292	88393.19476144292	270301.10901338514	795253.777553315	-105.55365977808526
10000	-95.09509469334988	11.369354933930415	-106.46444962728029	1.4195712914422536E-6	-1.2465768349024635E-6	-1.2465768349024635E-6	4.763901301474916E-6	0.4793569965990395	914596.9853438316	239323.89507067789	239323.89507067789	272536.2138027014	930071.1998098097	-106.46444962728029
11000	-98.94575085499542	9.43919806924713	-108.38494892424255	7.522643298040773E-6	-2.4063559752584847E-8	-2.4063559752584847E-8	2.6593528908262784E-6	0.005380054229248269	132935.84531407963	1202.8902474773888	1202.8902474773888	376042.2128522516	678854.9767972307	-108.38494892424255
12000	-85.97716755792565	19.523897575068005	-105.50106513299366	3.0808467884093567E-6	-8.82063936024148E-7	-8.82063936024148E-7	3.1209470303290238E-6	0.28446040002147854	353163.2505315731	99813.47449851483	99813.47449851483	348625.547185176	934134.1873076403	-105.50106513299366
13000	-85.84912549869192	21.874433705641707	-107.72355920433363	2.553653916274024E-6	-2.6080801318639335E-6	-2.6080801318639335E-6	3.74119476561209E-6	0.8437907343875647	1359626.2536206064	947829.3542539852	947829.3542539853	928049.7607718616	1539318.6177493816	-107.72355920433363
14000	-91.37674869543073	18.84519040015423	-110.22193909558496	1.070547497377019E-5	-3.461923037086692E-6	-3.461923037086692E-6	1.813710711198883E-5	0.24844509646748508	99555.18845889377	19002.611511266452	19002.611511266452	58762.71072199634	1033751.4263531008	-110.22193909558496
15000	-90.67923221982038	18.186328612979764	-108.86556083280014	3.4117558869229664E-6	2.1132295832800933E-6	2.1132295832800933E-6	3.361696017813073E-6	-0.6239912318501841	479999.07223751396	-301737.04999632586	-301737.049996326	487146.86031881464	1137345.6099065961	-108.86556083280014
16000	-90.41433685084283	16.97519620500454	-107.38953305584737	7.266805800423821E-6	3.1102026847149793E-7	3.1102026847149793E-7	3.3596285844647893E-6	-0.06294645562703109	138159.4672786005	-12790.221753549857	-12790.221753549855	298836.0150422816	1147168.0583320165	-107.38953305584737
17000	-88.10958847511249	18.604012007612923	-106.71360048272541	4.6858147088940675E-6	-1.3907406376276872E-7	-1.3907406376276872E-7	3.0545754738050377E-6	0.036760224850398836	213698.8346447389	9729.654942324958	9729.65494232496	327820.7237762138	1236907.342686169	-106.71360048272541
18000	-90.10250278620654	16.99301248758703	-107.09551527379357	4.669803863105581E-6	-2.348893490470389E-6	-2.348893490470389E-6	3.324830168638786E-6	0.5961139306163581	332183.91394656483	234678.04174416195	234678.04174416192	466560.28907614504	928049.3936693266	-107.09551527379357
19000	-94.35338232725184	13.665459376661177	-108.01884170391301	1.223858177995964E-6	-4.647394597079608E-7	-4.647394597079608E-7	3.4112554799506063E-6	0.2274504908922471	861665.2942027893	117390.75704840018	117390.75704840018	309140.17528251844	980129.031371072	-108.01884170391301
20000	-91.95960346991109	16.65679804188642	-108.6164015117975	3.458974876992924E-6	-3.020815642401429E-6	-3.020815642401429E-6	3.0021668469387662E-6	0.9374176046571348	2384389.3252106854	2399200.623548268	2399200.623548268	2747196.6727244626	953747.6087349611	-108.6164015117975
21000	-93.5247132745247	16.946823270564703	-110.4715365450894	7.364451309813227E-6	-8.174662769864593E-6	-8.174662769864593E-6	1.2518364386598655E-5	0.8513847241958324	493513.99971959676	322271.3763016535	322271.37630165357	290330.24678023957	981457.6006661572	-110.4715365450894
22000	-88.93382430838037	17.325755926300136	-106.2595802346805	1.2963887108915333E-5	-1.0616593645775968E-5	-1.0616593645775968E-5	1.1822242507742426E-5	0.8575661749671907	291546.1615323711	261813.8753242348	261813.87532423483	319700.050364218	405064.21540504927	-106.2595802346805
23000	-83.82484355057849	22.75986793557732	-106.58471148615581	1.6838056943175432E-5	-1.4810030351116201E-5	-1.4810030351116201E-5	1.645286136443355E-5	0.8897935278681841	285158.6622083695	256685.3478337228	256685.3478337228	291834.8174065201	1217386.0493184219	-106.58471148615581
24000	-85.32513329936694	22.661174354248224	-107.98630765361517	1.9145690376262835E-6	-2.4593684314445365E-8	-2.4593684314445365E-8	4.877325639369322E-6	0.008048171127497755	522344.5890957352	2633.897934532896	2633.8979345328958	205043.67581731427	893781.0165221968	-107.98630765361517
