# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Jun 18 16:28:54 CEST 2020 [seed=1592490534006]
# -overwrite Clade_21.xml
state	joint	prior	likelihood	coordinates.precision.col11	coordinates.precision.col12	coordinates.precision.col21	coordinates.precision.col22	correlation	coordinates.varCovar.coordinates.precision.col11	coordinates.varCovar.coordinates.precision.col12	coordinates.varCovar.coordinates.precision.col21	coordinates.varCovar.coordinates.precision.col22	coordinates.diffusionRate	coordinates.traitLikelihood
0	-2.5965360470893383E10	-8.09812253186442	-2.596536046279526E10	0.05	0.002	0.002	0.05	-0.04	20.03205128205128	-0.8012820512820512	-0.8012820512820512	20.03205128205128	967555.3615542535	-2.596536046279526E10
1000	-88.00899628083934	17.23126162488293	-105.24025790572227	5.716782575239297E-8	5.992032889606977E-8	5.992032889606977E-8	6.284826519298168E-8	-0.9996585936057967	2.5622459788609333E10	-2.4428776402108913E10	-2.4428776402108913E10	2.3306614940685547E10	1007106.9007123719	-105.24025790572227
2000	-85.20729778724284	18.36063608656879	-103.56793387381163	2.7431633846781384E-8	2.8418553589427468E-8	2.8418553589427468E-8	2.9642702735800128E-8	-0.9965916244626124	5.35687657547949E9	-5.135654646239646E9	-5.135654646239646E9	4.957303593085709E9	581807.3036890837	-103.56793387381163
3000	-88.58152452037308	16.623451298683502	-105.20497581905659	6.256926106908106E-8	5.90288565092767E-8	5.90288565092767E-8	5.901045173413242E-8	-0.9714476177610569	2.839300655808806E8	-2.840186205547903E8	-2.8401862055479026E8	3.0105335371319896E8	556861.9911549848	-105.20497581905659
4000	-83.29963095620904	19.477715476716714	-102.77734643292575	2.5918766933128043E-8	3.462878665685789E-8	3.462878665685789E-8	4.834841668209917E-8	-0.9782254971101738	8.956980310657474E8	-6.415295092430058E8	-6.415295092430058E8	4.8016853710641164E8	1012824.1466845933	-102.77734643292575
5000	-83.11126887474249	20.192269797722446	-103.30353867246494	1.657833532502552E-8	2.7853911986886697E-8	2.7853911986886697E-8	5.093841482594867E-8	-0.9585020061205389	7.421777959428678E8	-4.058342819942511E8	-4.05834281994251E8	2.4154800289665425E8	843539.5052270227	-103.30353867246494
6000	-79.67126428834231	23.231405436430045	-102.90266972477237	2.1382897692912592E-7	1.8215523165408765E-7	1.8215523165408765E-7	2.217904484910145E-7	-0.8364441545702096	1.557003703108526E7	-1.2787582700501015E7	-1.2787582700501014E7	1.501112925176509E7	578743.9973277646	-102.90266972477237
7000	-81.94359295787942	20.961039465579255	-102.90463242345868	1.4078039898475135E-6	1.5512492639574782E-6	1.5512492639574782E-6	3.0259555298259175E-6	-0.7515869348517558	1632494.3151478004	-836894.5213591692	-836894.5213591693	759506.2080772462	737273.2636430267	-102.90463242345868
8000	-76.45782139593803	25.056368109109215	-101.51418950504724	1.6770717632088141E-6	-6.588404814432314E-8	-6.588404814432314E-8	2.8459638330851365E-7	0.09536516491116413	601750.030098732	139305.101115411	139305.101115411	3545997.219840454	814179.0291072673	-101.51418950504724
9000	-78.13091181903229	25.49029411399781	-103.6212059330301	1.3566390431241826E-6	1.91880882410644E-6	1.91880882410644E-6	2.755663902907146E-6	-0.9923992503486064	4.867465595403771E7	-3.389287033749693E7	-3.389287033749693E7	2.396298714375894E7	832677.5574383496	-103.6212059330301
10000	-75.59262471484655	24.62792918997565	-100.2205539048222	2.9456650619486406E-7	2.5063486938517155E-7	2.5063486938517155E-7	3.822930986952544E-7	-0.7468812912998712	7677662.132851709	-5033545.864202786	-5033545.864202785	5915832.9510456575	631689.3530865331	-100.2205539048222
11000	-72.89080442095101	27.228509856626204	-100.11931427757722	1.7141631216220668E-7	1.4323685532794983E-7	1.4323685532794983E-7	7.656061689609238E-7	-0.39539028296067097	6914758.796081888	-1293678.5849652707	-1293678.5849652707	1548188.2204844598	887060.2706983921	-100.11931427757722
12000	-78.63475296290538	21.72476649441607	-100.35951945732145	1.2226941014535201E-6	1.2076920430624642E-6	1.2076920430624642E-6	1.2966788707467866E-6	-0.9591379596646005	1.0216381813444067E7	-9515264.96138446	-9515264.96138446	9633464.432331605	875663.9975655295	-100.35951945732145
13000	-76.23329596697653	24.324624396227442	-100.55792036320398	9.263320399970272E-7	1.0391305278826386E-6	1.0391305278826386E-6	1.2526428394978148E-6	-0.9646574682446579	1.554707930761153E7	-1.28970878358498E7	-1.2897087835849801E7	1.149709816470035E7	991426.010544176	-100.55792036320398
14000	-80.96532591065206	22.728613207139958	-103.69393911779201	7.058040845623329E-7	3.834100524439731E-7	3.834100524439731E-7	2.5166069378029553E-7	-0.9097325141319433	8218866.8324371595	-1.2521606437300118E7	-1.252160643730012E7	2.305051970440935E7	696666.0416490486	-103.69393911779201
15000	-76.98662495067805	23.116651532856444	-100.1032764835345	9.57783399376558E-7	9.609084464561435E-7	9.609084464561435E-7	1.1378062841128647E-6	-0.9204796554934481	6836671.785630272	-5773755.828376915	-5773755.828376914	5754978.536059158	799594.6190724451	-100.1032764835345
