# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Jun 18 17:08:36 CEST 2020 [seed=1592492915876]
# -overwrite Clade_216.xml
state	joint	prior	likelihood	coordinates.precision.col11	coordinates.precision.col12	coordinates.precision.col21	coordinates.precision.col22	correlation	coordinates.varCovar.coordinates.precision.col11	coordinates.varCovar.coordinates.precision.col12	coordinates.varCovar.coordinates.precision.col21	coordinates.varCovar.coordinates.precision.col22	coordinates.diffusionRate	coordinates.traitLikelihood
0	-2.422795977931763E10	-13.773876664639978	-2.4227959765543755E10	0.05	0.002	0.002	0.05	-0.04	20.03205128205128	-0.8012820512820512	-0.8012820512820512	20.03205128205128	980703.4362883855	-2.4227959765543755E10
1000	-150.45480494220118	9.472206486265986	-159.92701142846715	1.8888345190618496E-11	-1.2756023786337434E-11	-1.2756023786337434E-11	5.772450767438159E-11	0.3863120420626851	6.222966912228926E10	1.3751579208221184E10	1.3751579208221184E10	2.0362503186864384E10	793963.4350051224	-159.92701142846715
2000	-150.84646045238526	9.943546331257046	-160.7900067836423	1.6729305986966475E-10	-3.7971643455694976E-10	-3.7971643455694976E-10	9.943283046840598E-10	0.9310125404260174	4.48711116018217E10	1.7135485766408417E10	1.7135485766408417E10	7.549443704116557E9	1127594.7425981911	-160.7900067836423
3000	-147.88854242552625	8.373979560580924	-156.26252198610717	1.0441860817137232E-10	-1.141337556312598E-10	-1.141337556312598E-10	3.4443090803677056E-10	0.601830370292242	1.5015418641496952E10	4.975645570538399E9	4.975645570538399E9	4.552115036924056E9	974100.8646077946	-156.26252198610717
4000	-147.38480666815514	9.440336858823123	-156.82514352697825	1.1259870363921616E-9	4.033043279028994E-10	4.033043279028994E-10	1.6618535609552674E-9	-0.2948287364951822	9.726569050418423E8	-2.360477171902714E8	-2.3604771719027144E8	6.590226068444282E8	902192.7041735006	-156.82514352697825
5000	-140.2868209362655	12.110457614722153	-152.39727855098766	6.083936856815206E-10	-2.501383652697762E-11	-2.501383652697762E-11	1.0118752436110017E-9	0.03188045220279852	1.6453448167472427E9	4.0673379980869815E7	4.0673379980869815E7	9.89269580018172E8	1105126.9356847876	-152.39727855098766
6000	-148.13419782456	7.682938252822549	-155.81713607738254	2.2042820119643966E-9	1.2976834897396714E-9	1.2976834897396714E-9	1.0830234065621922E-9	-0.839878143328274	1.5399022936493862E9	-1.845117815712054E9	-1.8451178157120538E9	3.1341694976369257E9	981890.0980810665	-155.81713607738254
7000	-137.9311492050062	14.660801465506822	-152.59195067051303	1.2018371173782552E-9	-2.6264743500529302E-11	-2.6264743500529302E-11	3.7944889976790287E-10	0.03889320284284967	8.33320055119608E8	5.768085640767704E7	5.768085640767705E7	2.63939353496883E9	1081917.3472297625	-152.59195067051303
8000	-130.98334726845286	18.862964366902997	-149.84631163535585	1.2345305553987902E-8	7.500517116271831E-9	7.500517116271831E-9	5.014176763392821E-9	-0.9533238643344233	8.884418485721611E8	-1.328986512936306E9	-1.328986512936306E9	2.187415124183151E9	967834.2653765861	-149.84631163535585
9000	-133.8441969838867	14.830633086309465	-148.67483007019615	1.4674423789681379E-8	8.238707538265092E-9	8.238707538265092E-9	5.789595099464147E-9	-0.8938290425280958	3.3891628448780316E8	-4.8228452938080144E8	-4.8228452938080144E8	8.590240081311648E8	948904.4718632766	-148.67483007019615
10000	-134.35234302548687	15.869448736830325	-150.2217917623172	3.023014449912328E-9	7.190983452225688E-10	7.190983452225688E-10	7.129557606911465E-10	-0.48982042024915384	4.35213925045814E8	-4.38963580313701E8	-4.3896358031370103E8	1.8453571129590766E9	1129541.5015962746	-150.2217917623172
11000	-130.65100098197516	18.15995702715757	-148.81095800913272	2.1089262613966755E-8	9.209523621594694E-9	9.209523621594694E-9	5.443392002398904E-9	-0.8595510264145052	1.815565558125383E8	-3.071704901418223E8	-3.071704901418223E8	7.034021953830512E8	968632.256782481	-148.81095800913272
12000	-132.56866450467837	16.594183674948937	-149.1628481796273	9.437347767962481E-9	4.706511749091588E-9	4.706511749091588E-9	2.694273476443265E-9	-0.9333689079161477	8.225425616539403E8	-1.43686461838414E9	-1.4368646183841403E9	2.8811552636172857E9	790452.6396499649	-149.1628481796273
13000	-137.53674831001896	13.508299602746499	-151.04504791276545	5.286546553051908E-9	1.8025526237584438E-9	1.8025526237584438E-9	9.726808371008966E-10	-0.794907769750898	5.138502755440891E8	-9.52257027250263E8	-9.522570272502632E8	2.7927900903845963E9	950645.3396066604	-151.04504791276545
14000	-133.75013589880416	17.291102450500652	-151.04123834930482	1.745150259339636E-8	8.805884604994463E-9	8.805884604994463E-9	4.818354031136184E-9	-0.9603006515790308	7.363106985271803E8	-1.3456601575464346E9	-1.3456601575464349E9	2.666829374067925E9	1282206.5741030627	-151.04123834930482
15000	-130.31515816682742	18.792388922154615	-149.10754708898202	1.583561236270767E-8	8.788155968728181E-9	8.788155968728181E-9	5.898630296989599E-9	-0.9092948604021961	3.646365831474061E8	-5.432588589657762E8	-5.432588589657762E8	9.789126107685486E8	736033.4792737986	-149.10754708898202
16000	-130.25869630637956	20.70468568110644	-150.963381987486	2.072096789570882E-7	1.1217998534361718E-7	1.1217998534361718E-7	6.493807086055557E-8	-0.9670761405960832	7.451746169751574E7	-1.2872830452603552E8	-1.287283045260355E8	2.3777637848521778E8	873057.2757714896	-150.963381987486
17000	-128.00622420850704	21.61593505940163	-149.62215926790867	8.270187023696674E-8	5.835704395570576E-8	5.835704395570576E-8	7.806948253750189E-8	-0.7262647554373493	2.558860127292706E7	-1.9127514115799535E7	-1.9127514115799535E7	2.7106945162631687E7	997550.9081580938	-149.62215926790867
18000	-127.18979136979776	22.048420449470413	-149.23821181926817	1.6503913697252614E-7	6.233333136320146E-8	6.233333136320146E-8	4.9780753198748954E-8	-0.6876954239050405	1.1495838008231107E7	-1.4394596984176682E7	-1.439459698417668E7	3.811238403885994E7	885320.4788287563	-149.23821181926817
