# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon May 04 10:47:21 CEST 2020 [seed=1588582041291]
# -overwrite Clade_143.xml
state	joint	prior	likelihood	coordinates.precision.col11	coordinates.precision.col12	coordinates.precision.col21	coordinates.precision.col22	correlation	coordinates.varCovar.coordinates.precision.col11	coordinates.varCovar.coordinates.precision.col12	coordinates.varCovar.coordinates.precision.col21	coordinates.varCovar.coordinates.precision.col22	coordinates.diffusionRate	coordinates.traitLikelihood
0	-4.135781483189731E7	-10.935999598252199	-4.135780389589772E7	0.05	0.002	0.002	0.05	-0.04	20.03205128205128	-0.8012820512820512	-0.8012820512820512	20.03205128205128	601904.5689204517	-4.135780389589772E7
1000	-106.38698078586266	6.292958961465009	-112.67993974732767	5.981770872836788E-8	-5.837730719869571E-9	-5.837730719869571E-9	5.792421724341761E-9	0.3136166305356217	1.854107180934105E7	1.868610222661194E7	1.8686102226611935E7	1.9147163065530244E8	636001.3420301995	-112.67993974732767
2000	-106.58389785366694	7.503438533243815	-114.08733638691075	4.530328023810272E-7	-1.0019095819097469E-7	-1.0019095819097469E-7	2.4250791933390067E-8	0.9558742070866207	2.5576252407430295E7	1.0566703317042753E8	1.0566703317042753E8	4.777939349101862E8	401671.5956105378	-114.08733638691075
3000	-101.7878419179779	12.515315545765379	-114.30315746374328	5.468307929045209E-7	-1.1654373420145144E-7	-1.1654373420145144E-7	3.169583929429346E-8	0.8852405921030599	8452631.901601987	3.107982964250987E7	3.107982964250987E7	1.4582858532208797E8	657188.764049952	-114.30315746374328
4000	-102.39619260488857	11.330521176726451	-113.72671378161502	4.536423535477078E-7	-1.6362625264034516E-7	-1.6362625264034516E-7	6.461707119379859E-8	0.9557021259647055	2.544490380403273E7	6.4432729328770824E7	6.4432729328770824E7	1.7863524041250914E8	458792.06311154645	-113.72671378161502
5000	-97.65568423767897	11.633710166422699	-109.28939440410167	1.1163804540284695E-6	-3.176443325620528E-7	-3.176443325620528E-7	1.544321193750151E-7	0.7650083635653195	2159676.0026724315	4442138.3660046635	4442138.3660046635	1.5612167249761306E7	569158.3894633399	-109.28939440410167
6000	-97.86505628102242	11.544548915605041	-109.40960519662747	7.790662568607031E-7	-9.045214755066628E-9	-9.045214755066628E-9	1.0069295587450859E-6	0.010212501664499527	1283721.759557207	11531.629894168711	11531.62989416871	993221.7178282824	406026.37992258713	-109.40960519662747
7000	-94.64785446385861	15.257256660550517	-109.90511112440912	8.136145981987823E-7	2.3235849769451832E-8	2.3235849769451832E-8	1.2913460039463191E-6	-0.022668766147584635	1229715.0756326423	-22126.89292359321	-22126.89292359321	774783.9340519835	582631.8535341024	-109.90511112440912
8000	-99.42688277054663	11.205364467029227	-110.63224723757585	4.7935594302206425E-6	9.879668387417771E-7	9.879668387417771E-7	1.1895902633642785E-6	-0.41372770983122503	251696.25020286787	-209036.301232687	-209036.30123268696	1014232.3545074852	581010.381525801	-110.63224723757585
9000	-98.56908404854804	10.968166209456676	-109.53725025800472	1.5543530922836453E-6	-3.682001967885299E-7	-3.682001967885299E-7	1.1171878786436745E-6	0.27941265240697427	697835.4775046881	229991.00245805262	229991.00245805262	970904.4943107589	605798.4232110669	-109.53725025800472
10000	-105.69559131737839	5.6854455059820985	-111.38103682336049	1.2503715570362413E-5	-2.717589013346277E-6	-2.717589013346277E-6	7.648351588284304E-7	0.8787803011985691	351165.39737311023	1247750.2044105427	1247750.2044105427	5740939.333427836	527445.1462500328	-111.38103682336049
11000	-101.69725644847911	8.486030153058454	-110.18328660153756	2.032466783673025E-6	4.570559306130991E-8	4.570559306130991E-8	1.4781614565672336E-7	-0.083386680075729	495458.0482981753	-153198.44685340853	-153198.44685340853	6812530.670418705	376545.14368266077	-110.18328660153756
12000	-99.02151333274071	13.541605480406497	-112.56311881314721	2.570343051818739E-5	-4.6717739159212705E-6	-4.6717739159212705E-6	3.007489554818108E-6	0.5313543109827688	54211.14718396838	84210.50804997708	84210.5080499771	463314.146086414	465393.0515210815	-112.56311881314721
13000	-90.00075517172495	20.295819028010527	-110.29657419973547	1.2500920662422327E-5	-7.253712063380403E-7	-7.253712063380403E-7	1.988536762432939E-6	0.1454864345254452	81723.90101552062	29810.947318746363	29810.947318746363	513756.6587246495	521402.9552541614	-110.29657419973547
14000	-90.54782676614556	18.19017442458638	-108.73800119073195	4.329234407623114E-6	1.0419672979788618E-6	1.0419672979788618E-6	4.128717949654629E-6	-0.2464568710436516	245925.48039690548	-62064.37723234458	-62064.37723234458	257869.16530217024	183062.35122294375	-108.73800119073195
15000	-98.91242443578766	12.714008628543564	-111.62643306433122	8.024704245792948E-6	-2.290262902417511E-7	-2.290262902417511E-7	5.6522906618533696E-6	0.034006237016782376	124759.45933409769	5055.153362280546	5055.153362280547	177124.25331872256	402142.7418394704	-111.62643306433122
16000	-91.7108076830421	21.0661807025827	-112.7769883856248	4.201943087989615E-6	-8.207676715039361E-7	-8.207676715039361E-7	1.4603742655164207E-6	0.3313317645981186	267333.16933569976	150248.07550538323	150248.0755053832	769199.2317347982	829062.5259913355	-112.7769883856248
17000	-92.93959405227196	16.008822186392575	-108.94841623866454	3.2286727500449365E-6	-4.3825167648932536E-7	-4.3825167648932536E-7	2.0155302555072474E-7	0.5432714856307572	439415.64296022267	955453.9887295674	955453.9887295675	7038987.921379999	580323.2608977857	-108.94841623866454
18000	-99.21259943404623	14.795348691537143	-114.00794812558337	2.2107559236366575E-6	-1.1899202913963645E-6	-1.1899202913963645E-6	6.684239887657055E-7	0.9788619745264264	1.0813823638726737E7	1.925063790583514E7	1.925063790583514E7	3.576580893008162E7	624640.2173525877	-114.00794812558337
19000	-99.31476801693	12.625868784001472	-111.94063680093147	3.953953281015463E-6	-1.110717601970278E-6	-1.110717601970278E-6	5.196304005353513E-7	0.7748909914909817	633000.2860067033	1353047.3948319997	1353047.3948319997	4816603.407270544	615300.6212665492	-111.94063680093147
20000	-95.15252247047113	13.175917784353627	-108.32844025482476	6.1955915396115E-6	-1.484163109341633E-6	-1.484163109341633E-6	4.707463633578587E-7	0.8690539875614516	659482.2302362592	2079207.134817393	2079207.134817393	8679583.835828435	552844.3545577257	-108.32844025482476
21000	-104.7810088288483	7.215967166452263	-111.99697599530056	2.056108865789033E-6	4.195720909831291E-8	4.195720909831291E-8	3.389146539238157E-8	-0.15894188734318745	498960.5735308631	-617706.9322046641	-617706.9322046641	3.027066687847034E7	586379.3025890976	-111.99697599530056
22000	-94.60895270407642	15.78615336634249	-110.3951060704189	5.77028872435014E-6	-2.847885394281664E-6	-2.847885394281664E-6	2.4156777051157067E-6	0.76278868216264	414444.8964437708	488596.45672817825	488596.45672817825	989977.5569189205	641097.8883558374	-110.3951060704189
23000	-102.02194129734488	8.392963317741199	-110.41490461508609	9.072122536782422E-6	-2.3103903358338363E-6	-2.3103903358338363E-6	6.805136712838127E-7	0.9298491068576155	814206.4424754578	2764286.4139968273	2764286.4139968273	1.0854419136708893E7	625257.984801544	-110.41490461508609
24000	-97.7257687822185	13.152603259852583	-110.87837204207108	7.606371454101107E-6	-1.4319088133869159E-6	-1.4319088133869159E-6	2.886047176440533E-7	0.966439972022367	1992138.1940700295	9883969.53750332	9883969.537503323	5.2504142051785454E7	440822.6075434705	-110.87837204207108
25000	-98.71250085040084	9.53748582634601	-108.24998667674686	7.658853615391676E-6	-1.5939728974431972E-6	-1.5939728974431972E-6	8.889620262002E-7	0.6108821616630155	208300.98238884882	373498.6542201785	373498.6542201785	1794617.4133867787	314502.62227031303	-108.24998667674686
26000	-99.98293473118981	12.680539657035137	-112.66347438822496	6.358819727958424E-7	-8.071975623787182E-9	-8.071975623787182E-9	4.1880561641092356E-8	0.04946355617289796	1576475.9609825858	303846.8212912437	303846.8212912437	2.3935988555398025E7	558156.3413467166	-112.66347438822496
27000	-95.03727132616473	14.834254602499037	-109.87152592866377	1.7148602997163434E-5	-7.453031748160426E-6	-7.453031748160426E-6	5.871881847001765E-6	0.7427282520547427	130061.71753843613	165084.06253596523	165084.0625359652	379840.19728440215	311050.2945626974	-109.87152592866377
28000	-91.50013692843743	18.205205124441115	-109.70534205287855	1.592567578881444E-5	-8.005519369950622E-6	-8.005519369950622E-6	4.591750871300154E-6	0.9361628847361605	508027.22392412904	885723.5280352395	885723.5280352395	1762002.5752434256	497184.7776489164	-109.70534205287855
29000	-102.76935451284935	7.493484980897724	-110.26283949374707	3.0226357800763283E-5	-1.3530615109487546E-5	-1.3530615109487546E-5	8.140900150784413E-6	0.8625582170913938	129236.60616489817	214798.20949593297	214798.209495933	479842.747920222	460739.214708873	-110.26283949374707
30000	-94.07369635454319	16.14644146650397	-110.22013782104716	3.950735193123721E-6	-1.0356943636787492E-7	-1.0356943636787492E-7	1.4064922123216573E-6	0.04393635112632548	253607.00923645624	18674.781684148667	18674.781684148667	712363.7996967334	625017.4783898403	-110.22013782104716
31000	-103.14853935943667	8.275700380003954	-111.42423973944062	5.728399508598403E-7	3.320997146514158E-8	3.320997146514158E-8	8.653169570912083E-8	-0.1491640772428221	1785413.6135515072	-685223.3123783689	-685223.3123783689	1.1819440706320658E7	304643.79398764996	-111.42423973944062
32000	-91.1449500359328	18.45749684692977	-109.60244688286257	5.742662398193768E-6	-1.97128916921096E-6	-1.97128916921096E-6	1.0064351770346953E-6	0.8199753352647952	531482.784034818	1041007.1902264265	1041007.1902264265	3032610.811713381	529375.5753447908	-109.60244688286257
33000	-90.98546080909856	20.996901216629865	-111.98236202572842	3.7371146988564663E-6	-2.7649007644023015E-7	-2.7649007644023015E-7	2.406943119163444E-7	0.2915267568962514	292439.95726072293	335931.2710526265	335931.2710526265	4540537.971632025	589728.7781539385	-111.98236202572842
34000	-94.77393464441268	13.718609954749695	-108.49254459916237	3.7523668310314176E-6	-1.1100654006601479E-6	-1.1100654006601479E-6	4.254121317945035E-7	0.8785995709448501	1168531.088499086	3049151.2441520267	3049151.2441520267	1.0307080992300136E7	552355.0340927928	-108.49254459916237
35000	-94.29890888286718	17.860883177423855	-112.15979206029104	1.711491342909806E-5	-3.900862157034371E-7	-3.900862157034371E-7	5.569647453109895E-6	0.039953920184841694	58521.994410644795	4098.75553655006	4098.755536550061	179831.64580319868	273079.03201970743	-112.15979206029104
36000	-94.59880392873592	14.86342569743427	-109.46222962617018	3.5439579312625805E-6	4.1768819189906034E-7	4.1768819189906034E-7	1.195929141682617E-6	-0.20288745507324632	294284.1028975825	-102781.16868277574	-102781.16868277572	872067.1184925102	471945.43741493777	-109.46222962617018
37000	-95.86898144014322	13.679196952223757	-109.54817839236698	8.125792168369134E-6	-6.946309840049248E-7	-6.946309840049248E-7	1.0264008765870968E-6	0.24052642085967296	130621.78110022923	88400.09630528484	88400.09630528484	1034104.188815551	458165.8688912716	-109.54817839236698
38000	-94.30508703770658	14.042883663015779	-108.34797070072236	1.5895488025627088E-5	-3.4463618161032314E-6	-3.4463618161032314E-6	2.310098283721286E-6	0.5687333662623388	92988.90655952608	138727.17846952315	138727.17846952315	639844.6599215934	441203.4963880756	-108.34797070072236
39000	-91.51466475662421	19.7968311296123	-111.31149588623651	3.0778969623704947E-6	-1.1928576852585244E-6	-1.1928576852585244E-6	6.754225049875621E-7	0.8273205859075089	1029652.3374075848	1818459.845135984	1818459.845135984	4692120.529301648	526374.539239973	-111.31149588623651
40000	-95.57387688851318	13.295134209587768	-108.86901109810096	1.0526943954448002E-5	-4.29155136521175E-6	-4.29155136521175E-6	5.046076108242501E-6	0.5888250278277004	145410.22456712564	123667.46643742963	123667.46643742963	303349.62287260586	329253.4752026778	-108.86901109810096
41000	-100.92765032444419	10.66463321131923	-111.59228353576341	1.5589952411449485E-6	-3.4019200029298603E-7	-3.4019200029298603E-7	4.0639054680939027E-7	0.4273954589826163	784794.7911134127	656956.4964157749	656956.4964157749	3010629.4406375787	476711.28643280786	-111.59228353576341
42000	-102.59549955471505	6.147272445973337	-108.74277200068839	4.537951994137564E-6	5.680839822575553E-7	5.680839822575553E-7	9.969976359893893E-7	-0.2670764107710238	237289.5415541377	-135206.32632230117	-135206.32632230115	1080051.2553021214	337700.9548498535	-108.74277200068839
43000	-88.25025400237237	22.224607137185217	-110.47486113955759	1.5146104159410158E-6	-1.9083727234886946E-7	-1.9083727234886946E-7	3.1628398277557573E-6	0.08719149645821929	665293.5864116994	40142.03066112711	40142.03066112711	318593.6217177699	418279.5929420212	-110.47486113955759
44000	-99.57519275578926	10.714595386916718	-110.28978814270597	5.559047228808761E-6	-8.483259343393854E-7	-8.483259343393854E-7	2.1282752793516832E-7	0.7799174940213628	459213.07192312117	1830413.3966105643	1830413.396610564	1.1994628606900029E7	496420.11393978266	-110.28978814270597
45000	-98.00814038210275	12.139197059235292	-110.14733744133804	1.631895226148175E-6	-1.0165370071982607E-7	-1.0165370071982607E-7	7.277754804522114E-8	0.2949703394812813	671182.336527532	937489.242196082	937489.242196082	1.504996087768278E7	560427.8708867579	-110.14733744133804
46000	-103.30155348607428	6.8014279836802345	-110.10298146975452	1.2642423345780934E-5	-2.8249277356718527E-6	-2.8249277356718527E-6	7.021770433422017E-7	0.9481321314617946	782803.6825776784	3149296.684457475	3149296.6844574753	1.409407448679622E7	641224.5100499789	-110.10298146975452
47000	-96.69843278849646	11.44314931114388	-108.14158209964035	8.294304729724668E-6	-2.213620102306771E-6	-2.213620102306771E-6	1.0456113191186844E-6	0.7516712826630295	277166.32114316564	586777.2555121741	586777.2555121741	2198619.971248803	468163.06189571455	-108.14158209964035
48000	-93.65266298417205	16.192349295843393	-109.84501228001544	5.316955729611902E-7	-1.151075697031079E-7	-1.151075697031079E-7	2.4603920254619635E-7	0.31825131523378913	2092735.9440208832	979070.595472905	979070.595472905	4522443.680916013	624712.229369549	-109.84501228001544
49000	-101.2349655667006	7.472922604113656	-108.70788817081426	1.0397916991285754E-6	-1.2243083596247541E-7	-1.2243083596247541E-7	9.737257510145218E-8	0.3847683262417695	1128854.1828963165	1419358.1832229062	1419358.1832229062	1.2054453809804352E7	621418.1323868021	-108.70788817081426
50000	-97.05948448534741	13.673143338252054	-110.73262782359947	4.775103710163906E-7	2.676574870837009E-7	2.676574870837009E-7	3.913165748872911E-7	-0.6191899093535609	3396338.3980063773	-2323068.991284358	-2323068.9912843583	4144436.7875200636	722715.9661589663	-110.73262782359947
51000	-100.16503873628909	10.024865429183322	-110.18990416547241	6.304542886332035E-7	8.851472537745415E-9	8.851472537745415E-9	4.952057750114314E-8	-0.050095172249784964	1590148.3389420174	-284228.3968267907	-284228.3968267907	2.024442949652228E7	548464.5656781757	-110.18990416547241
52000	-100.57343340312549	9.941098489423993	-110.51453189254948	1.7800968035955811E-6	-7.002073786032585E-7	-7.002073786032585E-7	3.296468606458576E-7	0.9140719893008075	3415571.2884695255	7255061.412221746	7255061.4122217465	1.844412387591123E7	781990.9154703807	-110.51453189254948
53000	-97.88175192129708	13.56025002248113	-111.44200194377821	1.2150857087783829E-6	-4.985886784347794E-7	-4.985886784347794E-7	6.449482846321375E-7	0.5632179794090006	1205337.8446262751	931807.7392242652	931807.7392242651	2270862.368585864	361575.0098721131	-111.44200194377821
54000	-100.66300198139488	8.835755634168885	-109.49875761556378	1.6204612547691206E-6	-4.058950702041952E-7	-4.058950702041952E-7	2.400080349627397E-7	0.650850975732652	1070637.9787057987	1810633.8714765636	1810633.8714765634	7228622.002785924	512394.0928204127	-109.49875761556378
55000	-97.2942996607377	10.35251193528532	-107.64681159602303	3.9414386564174124E-6	-1.4283312889220726E-6	-1.4283312889220726E-6	1.2173834273040697E-6	0.6520604681552947	441382.9107435873	517865.61872843455	517865.6187284345	1429035.1155341342	522144.10199864674	-107.64681159602303
56000	-95.6524705125346	14.588016833906256	-110.24048734644086	1.2193411580009522E-6	-1.17669611885069E-7	-1.17669611885069E-7	5.604276713199682E-7	0.14234490241773362	837075.9132838307	175755.77166355116	175755.77166355116	1821253.9559908123	410389.25668873964	-110.24048734644086
57000	-95.59476975244917	15.45790784443789	-111.05267759688707	4.1303856111540865E-5	-1.3412132554529573E-5	-1.3412132554529573E-5	5.636611602356674E-6	0.8790093249599975	106494.84008310759	253400.98135746745	253400.98135746745	780370.8791244639	488763.2478615522	-111.05267759688707
58000	-91.56306059601933	18.5300782851121	-110.09313888113142	3.4645774318017275E-5	-8.603555130174285E-6	-8.603555130174285E-6	2.6105252059656164E-6	0.904667241275727	158960.21987912455	523888.0713005028	523888.0713005028	2109652.0695870616	486077.20782311243	-110.09313888113142
59000	-90.1251982836998	18.81432249708532	-108.93952078078512	9.30712859897213E-6	-2.2514968428528442E-7	-2.2514968428528442E-7	1.74590325682343E-6	0.05585388640177741	107780.76274252268	13899.283713840008	13899.283713840006	574561.8581209927	561083.0473381159	-108.93952078078512
60000	-98.18823583952778	12.973670377947467	-111.16190621747525	7.43285048396886E-6	-3.85388100130292E-6	-3.85388100130292E-6	2.262383688707053E-6	0.939804394972473	1152184.106859811	1962699.9883330427	1962699.988333043	3785393.3614543024	694134.5467275782	-111.16190621747525
61000	-95.64429215358429	14.619316733087507	-110.26360888667179	1.6394294685957772E-6	-1.600618992017237E-7	-1.600618992017237E-7	5.02029063316484E-8	0.5579267278875851	885657.850315964	2823742.446861531	2823742.446861531	2.892210202551243E7	612068.9944760894	-110.26360888667179
62000	-104.65838264248026	8.692023525003751	-113.35040616748401	1.6505270404654789E-6	-1.5568025176079693E-7	-1.5568025176079693E-7	4.919025012507154E-8	0.5463647699836498	863691.4775911076	2733462.5527042444	2733462.552704245	2.8980257973055676E7	211954.91732113739	-113.35040616748401
63000	-97.16203448184561	16.86795591527396	-114.02999039711956	1.5915477965053826E-5	-2.790144400640696E-6	-2.790144400640696E-6	5.662311612734994E-7	0.9294369936542402	461500.99057196977	2274079.020727997	2274079.020727997	1.2971749611552963E7	596954.587394757	-114.02999039711956
64000	-97.93677924002182	11.631916674270805	-109.56869591429262	9.32351800919995E-6	-1.492919481228993E-6	-1.492919481228993E-6	2.0692681793151027E-6	0.33988976620208805	121264.77076754504	87489.16185699875	87489.16185699875	546383.6371885479	460828.9598560963	-109.56869591429262
65000	-92.47471072657893	16.613810560276555	-109.0885212868555	3.922418981507286E-6	-1.822182657560993E-6	-1.822182657560993E-6	1.4053706842444106E-6	0.7761031980586501	641106.1330445205	831248.6452055164	831248.6452055165	1789340.6299182693	535521.1122037659	-109.0885212868555
66000	-94.55135922999841	13.659620267680893	-108.2109794976793	1.1373256582765123E-5	-3.813743228805808E-6	-3.813743228805808E-6	3.789782682979097E-6	0.5809006702474128	132706.93325500615	133545.96040293731	133545.96040293731	398257.665010655	574442.3723403821	-108.2109794976793
67000	-87.42923820770532	21.186933958450968	-108.61617216615629	8.308088354542333E-6	-2.3529404095617466E-6	-2.3529404095617466E-6	9.550709899314623E-7	0.8353001286814435	398197.50872110715	981010.8558777869	981010.855877787	3463889.197651168	562510.4725779715	-108.61617216615629
68000	-98.74540010166734	14.213156570991593	-112.95855667265893	1.618369997500003E-5	-7.697057693005606E-7	-7.697057693005606E-7	2.208527012897994E-6	0.12874621637241965	62832.045257333295	21897.938059658714	21897.938059658714	460422.24673811195	355669.5969476341	-112.95855667265893
69000	-96.99642152923917	12.468274568572205	-109.46469609781138	1.2846864572904942E-6	1.916939410165152E-8	1.916939410165152E-8	2.2561572507360106E-7	-0.035606159265114325	779388.155179077	-66220.55576982923	-66220.55576982921	4437941.58232785	491202.88278849074	-109.46469609781138
70000	-97.08446333018887	14.588134441471391	-111.67259777166026	4.743155002030283E-6	3.5961227006428E-7	3.5961227006428E-7	2.7390409489463605E-7	-0.3155016104560086	234136.36305988178	-307400.69460059534	-307400.6946005954	4054503.318148109	480298.3419290012	-111.67259777166026
