node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID
4,1,0.0741415956298546,642785.036847285,728566.480498555,644555.778043861,735653.104778311,0.0741415956298546,0,2020.19088572677,2020.2650273224,709000
4,5,0.026307,642785.036847285,728566.480498555,642748.149560273,728475.698178949,0.026307,0,2020.19088572677,2020.21719272677,709000
5,2,0.0478345956298546,642748.149560273,728475.698178949,642743.251635511,723762.173371854,0.0741415956298546,0.026307,2020.21719272677,2020.2650273224,709000
5,3,0.0505668360698547,642748.149560273,728475.698178949,642166.964320699,727697.688035103,0.0768738360698547,0.026307,2020.21719272677,2020.26775956284,709000
