X,node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune
1,15,1,0.000381000000000006,643236.949245188,776921.157449861,633594.635219964,783592.583915909,0.000381000000000006,0,2020.22366271585,2020.22404371585,9397000,Liège,Liège,4700,4750
2,15,16,0.000359999999999999,643236.949245188,776921.157449861,643979.964899399,774766.773680603,0.000359999999999999,0,2020.22366271585,2020.22402271585,9397000,Liège,Liège,4700,4700
4,16,18,0.00784,643979.964899399,774766.773680603,659118.699219405,767781.909718764,0.0082,0.000359999999999999,2020.22402271585,2020.23186271585,9397000,Liège,NA,4700,NA
5,17,2,0.0326304535500016,644045.465634781,774351.056782175,642004.279437344,776063.346164795,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,9397000,Liège,Liège,4700,4700
7,18,4,0.0768804535500016,659118.699219405,767781.909718764,645727.449992765,783006.262035757,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,9397000,NA,Liège,NA,4700
8,18,19,0.02251,659118.699219405,767781.909718764,661484.53062312,766936.845740182,0.03071,0.0082,2020.23186271585,2020.25437271585,9397000,NA,NA,NA,NA
9,19,20,0.00244,661484.53062312,766936.845740182,659781.294319472,765974.483293361,0.03315,0.03071,2020.25437271585,2020.25681271585,9397000,NA,Liège,NA,4850
10,19,21,0.00273,661484.53062312,766936.845740182,660194.785161847,767647.943979085,0.03344,0.03071,2020.25437271585,2020.25710271585,9397000,NA,NA,NA,4721
11,20,5,0.0000184535500016361,659781.294319472,765974.483293361,657012.79581117,765314.036763368,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,9397000,Liège,Liège,4850,4720
12,20,6,0.0000184535500016361,659781.294319472,765974.483293361,659721.667105112,766007.327830952,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,9397000,Liège,Liège,4850,4720
13,21,22,0.00244,660194.785161847,767647.943979085,659781.294319472,765974.483293361,0.03588,0.03344,2020.25710271585,2020.25954271585,9397000,NA,Liège,4721,4850
14,21,7,0.00246045355000164,660194.785161847,767647.943979085,659898.132876325,767912.368129012,0.0359004535500016,0.03344,2020.25710271585,2020.2595631694,9397000,NA,NA,4721,4721
16,22,23,0.03279,659781.294319472,765974.483293361,644534.18673707,778649.664124895,0.06867,0.03588,2020.25954271585,2020.29233271585,9397000,Liège,Liège,4850,4700
18,23,24,0.01164,644534.18673707,778649.664124895,655195.287124282,766404.610698087,0.08031,0.06867,2020.29233271585,2020.30397271585,9397000,Liège,Liège,4700,4728
19,24,25,0.00231000000000001,655195.287124282,766404.610698087,656299.146261716,766033.23551577,0.08262,0.08031,2020.30397271585,2020.30628271585,9397000,Liège,Liège,4728,4728
20,24,10,0.00477045355000164,655195.287124282,766404.610698087,646907.942200398,762960.499727477,0.0850804535500016,0.08031,2020.30397271585,2020.3087431694,9397000,Liège,Liège,4728,4837
21,25,26,0.00244,656299.146261716,766033.23551577,659781.294319472,765974.483293361,0.08506,0.08262,2020.30628271585,2020.30872271585,9397000,Liège,Liège,4728,4850
23,26,12,0.0000204535500016451,659781.294319472,765974.483293361,656864.291915067,765324.685370526,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,9397000,Liège,Liège,4850,4720
24,26,11,0.0000204535500016451,659781.294319472,765974.483293361,616567.188939974,790410.616604529,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,9397000,Liège,Liège,4850,4760
26,27,14,0.0000204535500016451,659781.294319472,765974.483293361,658531.374114447,765757.544950512,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,9397000,Liège,Liège,4850,4720
