X,node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune
1,15,1,0.000381000000000006,633733.950443376,783649.942114115,633594.635219964,783592.583915909,0.000381000000000006,0,2020.22366271585,2020.22404371585,6049000,Liège,Liège,4750,4750
2,15,16,0.000359999999999999,633733.950443376,783649.942114115,633739.749521916,783642.989107062,0.000359999999999999,0,2020.22366271585,2020.22402271585,6049000,Liège,Liège,4750,4750
4,16,18,0.00784,633739.749521916,783642.989107062,642757.349941087,778583.09118805,0.0082,0.000359999999999999,2020.22402271585,2020.23186271585,6049000,Liège,Liège,4750,4700
5,17,2,0.0326304535500016,644801.739422618,777074.866313413,642004.279437344,776063.346164795,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,6049000,Liège,Liège,4700,4700
6,17,3,0.0162374535500016,644801.739422618,777074.866313413,643955.040848366,776959.006924124,0.0686874535500016,0.05245,2020.27611271585,2020.2923501694,6049000,Liège,Liège,4700,4700
7,18,4,0.0768804535500016,642757.349941087,778583.09118805,645727.449992765,783006.262035757,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,6049000,Liège,Liège,4700,4700
8,18,19,0.02251,642757.349941087,778583.09118805,660063.031610978,766153.972259621,0.03071,0.0082,2020.23186271585,2020.25437271585,6049000,Liège,Liège,4700,4720
9,19,20,0.00244,660063.031610978,766153.972259621,659767.879111415,766002.567252856,0.03315,0.03071,2020.25437271585,2020.25681271585,6049000,Liège,Liège,4720,4850
10,19,21,0.00273,660063.031610978,766153.972259621,660086.895972808,766210.456357718,0.03344,0.03071,2020.25437271585,2020.25710271585,6049000,Liège,Liège,4720,4720
11,20,5,0.0000184535500016361,659767.879111415,766002.567252856,657012.79581117,765314.036763368,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,6049000,Liège,Liège,4850,4720
12,20,6,0.0000184535500016361,659767.879111415,766002.567252856,659721.667105112,766007.327830952,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,6049000,Liège,Liège,4850,4720
14,21,7,0.00246045355000164,660086.895972808,766210.456357718,659898.132876325,767912.368129012,0.0359004535500016,0.03344,2020.25710271585,2020.2595631694,6049000,Liège,NA,4720,4721
15,22,8,0.0000204535500016381,659767.879111415,766002.567252856,621391.079976291,788523.748538198,0.0359004535500016,0.03588,2020.25954271585,2020.2595631694,6049000,Liège,Liège,4850,4760
