X,node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune
1,15,1,0.000381000000000006,634000.80927858,783581.005113089,633594.635219964,783592.583915909,0.000381000000000006,0,2020.22366271585,2020.22404371585,5014000,Liège,Liège,4750,4750
2,15,16,0.000359999999999999,634000.80927858,783581.005113089,641634.538432017,779429.064009477,0.000359999999999999,0,2020.22366271585,2020.22402271585,5014000,Liège,Liège,4750,4700
4,16,18,0.00784,641634.538432017,779429.064009477,642910.654464746,780576.700715738,0.0082,0.000359999999999999,2020.22402271585,2020.23186271585,5014000,Liège,Liège,4700,4700
5,17,2,0.0326304535500016,640163.85030096,777133.411207119,642004.279437344,776063.346164795,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,5014000,Liège,Liège,4700,4700
6,17,3,0.0162374535500016,640163.85030096,777133.411207119,643955.040848366,776959.006924124,0.0686874535500016,0.05245,2020.27611271585,2020.2923501694,5014000,Liège,Liège,4700,4700
7,18,4,0.0768804535500016,642910.654464746,780576.700715738,645727.449992765,783006.262035757,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,5014000,Liège,Liège,4700,4700
8,18,19,0.02251,642910.654464746,780576.700715738,657906.032139876,764861.59110498,0.03071,0.0082,2020.23186271585,2020.25437271585,5014000,Liège,Liège,4700,4850
9,19,20,0.00244,657906.032139876,764861.59110498,657024.508128411,765328.850902656,0.03315,0.03071,2020.25437271585,2020.25681271585,5014000,Liège,Liège,4850,4720
10,19,21,0.00273,657906.032139876,764861.59110498,659545.396548017,767907.362108507,0.03344,0.03071,2020.25437271585,2020.25710271585,5014000,Liège,NA,4850,NA
11,20,5,0.0000184535500016361,657024.508128411,765328.850902656,657012.79581117,765314.036763368,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,5014000,Liège,Liège,4720,4720
13,21,22,0.00244,659545.396548017,767907.362108507,657024.508128411,765328.850902656,0.03588,0.03344,2020.25710271585,2020.25954271585,5014000,NA,Liège,NA,4720
14,21,7,0.00246045355000164,659545.396548017,767907.362108507,659898.132876325,767912.368129012,0.0359004535500016,0.03344,2020.25710271585,2020.2595631694,5014000,NA,NA,NA,4721
15,22,8,0.0000204535500016381,657024.508128411,765328.850902656,621391.079976291,788523.748538198,0.0359004535500016,0.03588,2020.25954271585,2020.2595631694,5014000,Liège,Liège,4720,4760
16,22,23,0.03279,657024.508128411,765328.850902656,644740.675404154,778683.399855945,0.06867,0.03588,2020.25954271585,2020.29233271585,5014000,Liège,Liège,4720,4700
17,23,9,0.0000174535500016421,644740.675404154,778683.399855945,644602.295578747,778648.891159856,0.0686874535500016,0.06867,2020.29233271585,2020.2923501694,5014000,Liège,Liège,4700,4700
18,23,24,0.01164,644740.675404154,778683.399855945,646532.54824595,777400.454380963,0.08031,0.06867,2020.29233271585,2020.30397271585,5014000,Liège,Liège,4700,4700
19,24,25,0.00231000000000001,646532.54824595,777400.454380963,658169.763234977,766235.339954138,0.08262,0.08031,2020.30397271585,2020.30628271585,5014000,Liège,Liège,4700,4720
20,24,10,0.00477045355000164,646532.54824595,777400.454380963,646907.942200398,762960.499727477,0.0850804535500016,0.08031,2020.30397271585,2020.3087431694,5014000,Liège,Liège,4700,4837
21,25,26,0.00244,658169.763234977,766235.339954138,657024.508128411,765328.850902656,0.08506,0.08262,2020.30628271585,2020.30872271585,5014000,Liège,Liège,4720,4720
23,26,12,0.0000204535500016451,657024.508128411,765328.850902656,656864.291915067,765324.685370526,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,5014000,Liège,Liège,4720,4720
24,26,11,0.0000204535500016451,657024.508128411,765328.850902656,616567.188939974,790410.616604529,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,5014000,Liège,Liège,4720,4760
25,27,13,0.0000204535500016451,657024.508128411,765328.850902656,658631.237906772,765994.897038398,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,5014000,Liège,Liège,4720,4720
26,27,14,0.0000204535500016451,657024.508128411,765328.850902656,658531.374114447,765757.544950512,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,5014000,Liège,Liège,4720,4720
27,36,28,0.0000219999999999942,638898.774027538,770509.529761434,638342.365206904,770787.908618678,0.0000219999999999942,0,2020.16391242623,2020.16393442623,5014000,Liège,Liège,4837,4837
28,36,37,0.00849,638898.774027538,770509.529761434,643658.301186446,762742.175026093,0.00849,0,2020.16391242623,2020.17240242623,5014000,Liège,Liège,4837,4834
29,37,38,0.00244,643658.301186446,762742.175026093,644381.724648705,760114.169818562,0.01093,0.00849,2020.17240242623,2020.17484242623,5014000,Liège,Liège,4834,4830
30,37,39,0.01337,643658.301186446,762742.175026093,650662.429455671,744389.416105458,0.02186,0.00849,2020.17240242623,2020.18577242623,5014000,Liège,Liège,4834,4671
31,38,29,0.00275289617003015,644381.724648705,760114.169818562,653499.721368531,760313.572091665,0.0136828961700301,0.01093,2020.17484242623,2020.1775953224,5014000,Liège,Liège,4830,4841
32,38,30,0.0000208961700301491,644381.724648705,760114.169818562,644328.116767948,760083.212471651,0.0109508961700301,0.01093,2020.17484242623,2020.1748633224,5014000,Liège,Liège,4830,4830
36,40,42,0.00832,649015.191927833,743639.272031292,647155.790453457,745327.519301366,0.0414,0.03308,2020.19699242623,2020.20531242623,5014000,Liège,Liège,4621,4630
38,41,32,0.0000208961700301491,644381.724648705,760114.169818562,643303.267765298,771679.734280998,0.0355408961700301,0.03552,2020.19943242623,2020.1994533224,5014000,Liège,Liège,4830,4837
39,42,34,0.00233689617003014,647155.790453457,745327.519301366,611789.585609064,781623.756248252,0.0437368961700301,0.0414,2020.20531242623,2020.2076493224,5014000,Liège,Liège,4630,4770
40,42,35,0.0597148961700301,647155.790453457,745327.519301366,650002.13291104,732988.073192809,0.10111489617003,0.0414,2020.20531242623,2020.2650273224,5014000,Liège,Liège,4630,4430
41,47,48,0.00244,618659.955329878,775203.26739648,643341.272624332,771633.793596208,0.00244,0,2020.19699255191,2020.19943255191,5014000,Liège,Liège,4770,4837
46,49,46,0.0597147704901185,614151.345993287,779973.620682616,650002.13291104,732988.073192809,0.0680347704901185,0.00832,2020.20531255191,2020.2650273224,5014000,Liège,Liège,4770,4430
48,53,54,0.019,643953.946987261,737603.274708456,643043.086541906,737075.483871093,0.019,0,2020.18042279235,2020.19942279235,5014000,Liège,Liège,4053,4053
49,54,51,0.0546755683099446,643043.086541906,737075.483871093,635868.408763382,733214.531552291,0.0736755683099446,0.019,2020.19942279235,2020.25409836066,5014000,Liège,Liège,4053,4130
50,54,52,0.0000305683099446133,643043.086541906,737075.483871093,645496.130779693,732833.298234528,0.0190305683099446,0.019,2020.19942279235,2020.19945336066,5014000,Liège,Liège,4053,4000
51,66,55,0.120062,627293.391619153,640393.271481734,632252.022263812,637859.19502108,0.120062,0,2020.0930527541,2020.2131147541,25070000,Hainaut,Hainaut,7140,7100
53,67,68,0.04318,644510.474838475,732214.512081055,657579.377830372,737432.86077502,0.087203,0.044023,2020.1370757541,2020.1802557541,25070000,Liège,Liège,4100,4680
54,67,70,0.000527,644510.474838475,732214.512081055,643179.462378138,732586.131715386,0.04455,0.044023,2020.1370757541,2020.1376027541,25070000,Liège,Liège,4100,4102
55,68,56,0.0000710491801042129,657579.377830372,737432.86077502,657591.771917594,736895.282383552,0.0872740491801042,0.087203,2020.1802557541,2020.18032680328,25070000,Liège,Liège,4680,4680
57,69,57,0.0000350491801042047,657348.239106233,737608.218161941,646101.216989852,738014.360673969,0.0872740491801042,0.087239,2020.1802917541,2020.18032680328,25070000,Liège,Liège,4680,4030
58,69,58,0.0000350491801042047,657348.239106233,737608.218161941,655987.805244944,737610.368292887,0.0872740491801042,0.087239,2020.1802917541,2020.18032680328,25070000,Liège,Liège,4680,4680
59,70,59,0.108299049180104,643179.462378138,732586.131715386,645175.440375378,738423.533533618,0.152849049180104,0.04455,2020.1376027541,2020.24590180328,25070000,Liège,Liège,4102,4032
60,70,71,0.04437,643179.462378138,732586.131715386,649509.09741931,774406.881265364,0.08892,0.04455,2020.1376027541,2020.1819727541,25070000,Liège,Liège,4102,4730
61,71,72,0.00342000000000001,649509.09741931,774406.881265364,629128.506599992,664254.469832851,0.09234,0.08892,2020.1819727541,2020.1853927541,25070000,Liège,Hainaut,4730,6224
64,72,73,0.000390000000000001,629128.506599992,664254.469832851,629023.816616563,663992.440488898,0.09273,0.09234,2020.1853927541,2020.1857827541,25070000,Hainaut,Hainaut,6224,6224
65,73,74,0.00437,629023.816616563,663992.440488898,630955.76732424,663930.994319827,0.0971,0.09273,2020.1857827541,2020.1901527541,25070000,Hainaut,Namur,6224,6224
66,73,62,0.0409930491801042,629023.816616563,663992.440488898,673235.654067548,645109.954755827,0.133723049180104,0.09273,2020.1857827541,2020.22677580328,25070000,Hainaut,Bruxelles,6224,1082
68,74,75,0.03659,630955.76732424,663930.994319827,637927.802668342,665994.739153882,0.13369,0.0971,2020.1901527541,2020.2267427541,25070000,Namur,Namur,6224,5140
70,75,64,0.0000330491801042165,637927.802668342,665994.739153882,670101.109616007,698047.89762907,0.133723049180104,0.13369,2020.2267427541,2020.22677580328,25070000,Namur,VlaamsBrabant,5140,3350
72,80,81,0.0000980000000000009,710638.548158205,705971.823968522,710732.918101435,706040.716586763,0.0000980000000000009,0,2020.18906639891,2020.18916439891,5014000,Antwerpen,Antwerpen,2400,2400
73,81,77,0.032147,710732.918101435,706040.716586763,710692.072436232,706114.552496834,0.032245,0.0000980000000000009,2020.18916439891,2020.22131139891,5014000,Antwerpen,Antwerpen,2400,2400
74,81,82,0.000549000000000001,710732.918101435,706040.716586763,694625.141943612,708501.712388601,0.000647000000000002,0.0000980000000000009,2020.18916439891,2020.18971339891,5014000,Antwerpen,Limburg,2400,3583
75,82,78,0.039795,694625.141943612,708501.712388601,682460.707861464,690072.960299478,0.040442,0.000647000000000002,2020.18971339891,2020.22950839891,5014000,Limburg,VlaamsBrabant,3583,3390
76,82,79,0.050724,694625.141943612,708501.712388601,694438.711141177,708299.528446153,0.051371,0.000647000000000002,2020.18971339891,2020.24043739891,5014000,Limburg,Limburg,3583,3583
77,87,83,0.071835,698908.247078088,697561.97272998,698273.354839221,698609.845446575,0.071835,0,2020.17133439891,2020.24316939891,5014000,Antwerpen,Antwerpen,2430,2430
79,88,84,0.065928,716464.713126585,678519.079696731,714257.812322577,721415.178959928,0.066371,0.000442999999999999,2020.17177739891,2020.23770539891,5014000,Antwerpen,Limburg,2275,3900
80,88,89,0.000255000000000005,716464.713126585,678519.079696731,716430.807863632,678551.978337766,0.000698000000000004,0.000442999999999999,2020.17177739891,2020.17203239891,5014000,Antwerpen,Antwerpen,2275,2275
83,95,96,0.00244,709137.473970106,648423.680664095,709386.68706537,648331.464134853,0.00244,0,2020.22156271585,2020.22400271585,25070000,Antwerpen,Antwerpen,2660,2020
84,95,97,0.00546,709137.473970106,648423.680664095,678637.971701023,672514.627010815,0.00546,0,2020.22156271585,2020.22702271585,25070000,Antwerpen,VlaamsBrabant,2660,3020
85,96,90,0.0000409999999999994,709386.68706537,648331.464134853,705046.906303553,648572.717890105,0.002481,0.00244,2020.22400271585,2020.22404371585,25070000,Antwerpen,Antwerpen,2020,2620
86,96,91,0.00277268305988316,709386.68706537,648331.464134853,665975.562516932,661043.249116965,0.00521268305988316,0.00244,2020.22400271585,2020.22677539891,25070000,Antwerpen,VlaamsBrabant,2020,3080
87,97,92,0.00248468305988316,678637.971701023,672514.627010815,692747.617948766,686128.305070733,0.00794468305988316,0.00546,2020.22702271585,2020.22950739891,25070000,VlaamsBrabant,Antwerpen,3020,2230
88,97,98,0.01337,678637.971701023,672514.627010815,676862.938802894,673547.33655546,0.01883,0.00546,2020.22702271585,2020.24039271585,25070000,VlaamsBrabant,VlaamsBrabant,3020,3012
89,98,93,0.00277668305988316,676862.938802894,673547.33655546,712666.037269849,662439.682957455,0.0216066830598832,0.01883,2020.24039271585,2020.24316939891,25070000,VlaamsBrabant,Antwerpen,3012,2110
90,98,94,0.0000436830598831567,676862.938802894,673547.33655546,676909.563494759,673541.779546036,0.0188736830598832,0.01883,2020.24039271585,2020.24043639891,25070000,VlaamsBrabant,VlaamsBrabant,3012,3012
91,103,99,0.082848,642629.720622206,739306.911177789,645475.805167229,722068.605987602,0.082848,0,2020.17398260109,2020.25683060109,5014000,Liège,Liège,4050,4460
92,103,104,0.03203,642629.720622206,739306.911177789,642878.792230406,739707.370576972,0.03203,0,2020.17398260109,2020.20601260109,5014000,Liège,Liège,4050,4050
93,104,100,0.0180307213100143,642878.792230406,739707.370576972,658082.876653976,759267.291260263,0.0500607213100143,0.03203,2020.20601260109,2020.2240433224,5014000,Liège,Liège,4050,4852
94,104,105,0.01695,642878.792230406,739707.370576972,642089.280427226,738893.328506308,0.04898,0.03203,2020.20601260109,2020.22296260109,5014000,Liège,Liège,4050,4050
95,105,101,0.0420647213100143,642089.280427226,738893.328506308,654414.060446384,742463.772057467,0.0910447213100143,0.04898,2020.22296260109,2020.2650273224,5014000,Liège,Liège,4050,4602
96,105,102,0.0311357213100143,642089.280427226,738893.328506308,642194.815864786,738952.547159649,0.0801157213100143,0.04898,2020.22296260109,2020.2540983224,5014000,Liège,Liège,4050,4050
97,111,106,0.022639,647716.49615954,737009.524108372,642810.179117121,737004.216225384,0.022639,0,2020.19867247541,2020.22131147541,5014000,Liège,Liège,4020,4053
98,111,112,0.019765,647716.49615954,737009.524108372,647739.426857824,737048.538371721,0.019765,0,2020.19867247541,2020.21843747541,5014000,Liège,Liège,4020,4020
99,112,113,0.000125,647739.426857824,737048.538371721,647742.736813202,737051.802686924,0.01989,0.019765,2020.21843747541,2020.21856247541,5014000,Liège,Liège,4020,4020
100,112,114,0.000125,647739.426857824,737048.538371721,647742.736813202,737051.802686924,0.01989,0.019765,2020.21843747541,2020.21856247541,5014000,Liège,Liège,4020,4020
101,113,107,0.0246073661199937,647742.736813202,737051.802686924,648231.883716538,742679.81270325,0.0444973661199937,0.01989,2020.21856247541,2020.24316984153,5014000,Liège,Liège,4020,4610
102,113,108,0.0246073661199937,647742.736813202,737051.802686924,643827.755001683,721663.707075135,0.0444973661199937,0.01989,2020.21856247541,2020.24316984153,5014000,Liège,Liège,4020,4470
103,114,109,0.0000163661199936854,647742.736813202,737051.802686924,647796.76862743,737138.109501098,0.0199063661199937,0.01989,2020.21856247541,2020.21857884153,5014000,Liège,Liège,4020,4020
104,114,110,0.0410003661199937,647742.736813202,737051.802686924,652301.174790691,733161.461185178,0.0608903661199937,0.01989,2020.21856247541,2020.25956284153,5014000,Liège,Liège,4020,4000
107,119,116,0.0000163661199936924,636163.65572277,595899.141817158,636604.286342663,600726.7701768,0.0382663661199937,0.03825,2020.26774319672,2020.26775956284,5014000,Hainaut,Hainaut,7601,7971
108,119,117,0.0000163661199936924,636163.65572277,595899.141817158,636159.356238246,595883.421515817,0.0382663661199937,0.03825,2020.26774319672,2020.26775956284,5014000,Hainaut,Hainaut,7601,7601
110,144,145,0.032644,643713.9160373,707445.562796413,652128.107323145,670789.980680993,0.032644,0,2020.15059719672,2020.18324119672,5014000,Liège,BrabantWallon,4260,1325
111,145,146,0.000679999999999986,652128.107323145,670789.980680993,651180.362129994,673400.076780091,0.033324,0.032644,2020.18324119672,2020.18392119672,5014000,BrabantWallon,BrabantWallon,1325,1325
114,146,147,0.081091,651180.362129994,673400.076780091,660788.570416389,752210.614990689,0.114415,0.033324,2020.18392119672,2020.26501219672,5014000,BrabantWallon,Limburg,1325,3790
115,147,122,0.0000157704901184857,660788.570416389,752210.614990689,660347.033518613,751230.843956215,0.114430770490118,0.114415,2020.26501219672,2020.26502796721,5014000,Limburg,Limburg,3790,3790
116,147,121,0.0000157704901184857,660788.570416389,752210.614990689,646018.944880149,761202.136617707,0.114430770490118,0.114415,2020.26501219672,2020.26502796721,5014000,Limburg,Liège,3790,4830
117,148,151,0.00788,649295.921046846,667450.191516934,650789.408057172,662060.527747103,0.041625,0.033745,2020.18434219672,2020.19222219672,5014000,BrabantWallon,BrabantWallon,1348,1341
120,149,150,0.0142,627261.567714075,668062.372454244,626430.783285214,654658.2317571,0.076165,0.061965,2020.21256219672,2020.22676219672,5014000,Namur,Hainaut,5060,6040
121,150,124,0.0000137704901184837,626430.783285214,654658.2317571,626602.093001581,655167.334328875,0.0761787704901185,0.076165,2020.22676219672,2020.22677596721,5014000,Hainaut,Hainaut,6040,6040
122,150,125,0.0000137704901184837,626430.783285214,654658.2317571,638828.448737194,604839.961196904,0.0761787704901185,0.076165,2020.22676219672,2020.22677596721,5014000,Hainaut,Hainaut,6040,7950
123,151,126,0.0427507704901185,650789.408057172,662060.527747103,639718.972304918,630017.612253304,0.0843757704901185,0.041625,2020.19222219672,2020.23497296721,5014000,BrabantWallon,Hainaut,1341,7060
124,151,152,0.00381000000000001,650789.408057172,662060.527747103,662644.873833227,657250.487774077,0.045435,0.041625,2020.19222219672,2020.19603219672,5014000,BrabantWallon,VlaamsBrabant,1341,1560
127,153,128,0.0000217704901184779,657456.275559939,651664.497675977,657578.942935312,651680.146940532,0.0734467704901185,0.073425,2020.22402219672,2020.22404396721,5014000,BrabantWallon,BrabantWallon,1410,1410
128,153,129,0.00275377049011849,657456.275559939,651664.497675977,635196.628884376,601025.538541939,0.0761787704901185,0.073425,2020.22402219672,2020.22677596721,5014000,BrabantWallon,Hainaut,1410,7972
130,154,159,0.0365,643967.833508972,705540.617175019,642208.788202136,716158.262891768,0.036805,0.000305,2020.15090219672,2020.18740219672,5014000,Liège,Liège,4260,4537
131,155,130,0.0195177704901185,658794.224895797,734803.330459264,637258.173479425,723190.927667398,0.0925727704901185,0.073055,2020.22365219672,2020.24316996721,5014000,Liège,Liège,4450,4480
132,155,156,0.01951,658794.224895797,734803.330459264,654629.618523251,737462.735861904,0.092565,0.073055,2020.22365219672,2020.24316219672,5014000,Liège,Liège,4450,4040
133,156,131,0.00000777049011847775,654629.618523251,737462.735861904,654591.208326429,736548.859441932,0.0925727704901185,0.092565,2020.24316219672,2020.24316996721,5014000,Liège,Liège,4040,4041
134,156,157,0.00273,654629.618523251,737462.735861904,644131.992164947,754318.64972084,0.095295,0.092565,2020.24316219672,2020.24589219672,5014000,Liège,Liège,4040,4800
135,157,132,0.00000977049011847975,644131.992164947,754318.64972084,644138.341118424,754333.657469331,0.0953047704901185,0.095295,2020.24589219672,2020.24590196721,5014000,Liège,Liège,4800,4800
136,157,158,0.00684,644131.992164947,754318.64972084,641734.977638097,743311.222566156,0.102135,0.095295,2020.24589219672,2020.25273219672,5014000,Liège,Liège,4800,4870
137,158,134,0.0423497704901185,641734.977638097,743311.222566156,639248.937911436,732228.320292446,0.144484770490118,0.102135,2020.25273219672,2020.29508196721,5014000,Liège,Liège,4870,4100
138,158,133,0.0423497704901185,641734.977638097,743311.222566156,643798.614983222,739260.79746163,0.144484770490118,0.102135,2020.25273219672,2020.29508196721,5014000,Liège,Liège,4870,4051
