X,node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune
1,15,1,0.000381000000000006,631605.936238218,783018.217856569,633594.635219964,783592.583915909,0.000381000000000006,0,2020.22366271585,2020.22404371585,9334000,Liège,Liège,4750,4750
2,15,16,0.000359999999999999,631605.936238218,783018.217856569,632007.391705128,782880.803070809,0.000359999999999999,0,2020.22366271585,2020.22402271585,9334000,Liège,Liège,4750,4750
3,16,17,0.05209,632007.391705128,782880.803070809,643614.996593551,777157.770788781,0.05245,0.000359999999999999,2020.22402271585,2020.27611271585,9334000,Liège,Liège,4750,4700
4,16,18,0.00784,632007.391705128,782880.803070809,647027.632074216,782141.638958518,0.0082,0.000359999999999999,2020.22402271585,2020.23186271585,9334000,Liège,Liège,4750,4700
6,17,3,0.0162374535500016,643614.996593551,777157.770788781,643955.040848366,776959.006924124,0.0686874535500016,0.05245,2020.27611271585,2020.2923501694,9334000,Liège,Liège,4700,4700
7,18,4,0.0768804535500016,647027.632074216,782141.638958518,645727.449992765,783006.262035757,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,9334000,Liège,Liège,4700,4700
9,19,20,0.00244,658350.487705082,766878.793956719,659768.891140202,765983.479875337,0.03315,0.03071,2020.25437271585,2020.25681271585,9334000,Liège,Liège,4721,4850
10,19,21,0.00273,658350.487705082,766878.793956719,658980.871367481,767593.505200083,0.03344,0.03071,2020.25437271585,2020.25710271585,9334000,Liège,NA,4721,NA
11,20,5,0.0000184535500016361,659768.891140202,765983.479875337,657012.79581117,765314.036763368,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,9334000,Liège,Liège,4850,4720
12,20,6,0.0000184535500016361,659768.891140202,765983.479875337,659721.667105112,766007.327830952,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,9334000,Liège,Liège,4850,4720
13,21,22,0.00244,658980.871367481,767593.505200083,659768.891140202,765983.479875337,0.03588,0.03344,2020.25710271585,2020.25954271585,9334000,NA,Liège,NA,4850
14,21,7,0.00246045355000164,658980.871367481,767593.505200083,659898.132876325,767912.368129012,0.0359004535500016,0.03344,2020.25710271585,2020.2595631694,9334000,NA,NA,NA,4721
