X,node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune
1,15,1,0.000381000000000006,633664.508032945,783637.953129014,633594.635219964,783592.583915909,0.000381000000000006,0,2020.22366271585,2020.22404371585,8227000,Liège,Liège,4750,4750
2,15,16,0.000359999999999999,633664.508032945,783637.953129014,633552.338155048,783506.979814145,0.000359999999999999,0,2020.22366271585,2020.22402271585,8227000,Liège,Liège,4750,4750
3,16,17,0.05209,633552.338155048,783506.979814145,642911.134020864,776942.151417278,0.05245,0.000359999999999999,2020.22402271585,2020.27611271585,8227000,Liège,Liège,4750,4700
7,18,4,0.0768804535500016,651126.708423438,778229.309781139,645727.449992765,783006.262035757,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,8227000,NA,Liège,NA,4700
8,18,19,0.02251,651126.708423438,778229.309781139,660632.432488587,769492.801122564,0.03071,0.0082,2020.23186271585,2020.25437271585,8227000,NA,NA,NA,NA
11,20,5,0.0000184535500016361,659784.451070876,765924.760532208,657012.79581117,765314.036763368,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,8227000,Liège,Liège,4850,4720
12,20,6,0.0000184535500016361,659784.451070876,765924.760532208,659721.667105112,766007.327830952,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,8227000,Liège,Liège,4850,4720
16,22,23,0.03279,659784.451070876,765924.760532208,644708.73470662,778636.556314651,0.06867,0.03588,2020.25954271585,2020.29233271585,8227000,Liège,Liège,4850,4700
17,23,9,0.0000174535500016421,644708.73470662,778636.556314651,644602.295578747,778648.891159856,0.0686874535500016,0.06867,2020.29233271585,2020.2923501694,8227000,Liège,Liège,4700,4700
18,23,24,0.01164,644708.73470662,778636.556314651,656814.056866369,766167.112252619,0.08031,0.06867,2020.29233271585,2020.30397271585,8227000,Liège,Liège,4700,4728
19,24,25,0.00231000000000001,656814.056866369,766167.112252619,658788.220831757,765215.630577531,0.08262,0.08031,2020.30397271585,2020.30628271585,8227000,Liège,Liège,4728,4850
20,24,10,0.00477045355000164,656814.056866369,766167.112252619,646907.942200398,762960.499727477,0.0850804535500016,0.08031,2020.30397271585,2020.3087431694,8227000,Liège,Liège,4728,4837
21,25,26,0.00244,658788.220831757,765215.630577531,659784.451070876,765924.760532208,0.08506,0.08262,2020.30628271585,2020.30872271585,8227000,Liège,Liège,4850,4850
22,25,27,0.00244,658788.220831757,765215.630577531,659784.451070876,765924.760532208,0.08506,0.08262,2020.30628271585,2020.30872271585,8227000,Liège,Liège,4850,4850
24,26,11,0.0000204535500016451,659784.451070876,765924.760532208,616567.188939974,790410.616604529,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,8227000,Liège,Liège,4850,4760
25,27,13,0.0000204535500016451,659784.451070876,765924.760532208,658631.237906772,765994.897038398,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,8227000,Liège,Liège,4850,4720
26,27,14,0.0000204535500016451,659784.451070876,765924.760532208,658531.374114447,765757.544950512,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,8227000,Liège,Liège,4850,4720
27,36,28,0.0000219999999999942,638301.264008429,770641.381191179,638342.365206904,770787.908618678,0.0000219999999999942,0,2020.16391242623,2020.16393442623,8227000,Liège,Liège,4837,4837
28,36,37,0.00849,638301.264008429,770641.381191179,641599.000666189,764628.965442836,0.00849,0,2020.16391242623,2020.17240242623,8227000,Liège,Liège,4837,4845
29,37,38,0.00244,641599.000666189,764628.965442836,644342.796477152,759950.366318295,0.01093,0.00849,2020.17240242623,2020.17484242623,8227000,Liège,Liège,4845,4830
30,37,39,0.01337,641599.000666189,764628.965442836,651086.737043984,743710.810874277,0.02186,0.00849,2020.17240242623,2020.18577242623,8227000,Liège,Liège,4845,4671
31,38,29,0.00275289617003015,644342.796477152,759950.366318295,653499.721368531,760313.572091665,0.0136828961700301,0.01093,2020.17484242623,2020.1775953224,8227000,Liège,Liège,4830,4841
32,38,30,0.0000208961700301491,644342.796477152,759950.366318295,644328.116767948,760083.212471651,0.0109508961700301,0.01093,2020.17484242623,2020.1748633224,8227000,Liège,Liège,4830,4830
33,39,31,0.0000198961700301342,651086.737043984,743710.810874277,650777.196483673,743982.01764556,0.0218798961700301,0.02186,2020.18577242623,2020.1857923224,8227000,Liège,Liège,4671,4671
35,40,41,0.00244,632400.053380839,761407.758707636,644342.796477152,759950.366318295,0.03552,0.03308,2020.19699242623,2020.19943242623,8227000,Liège,Liège,4845,4830
36,40,42,0.00832,632400.053380839,761407.758707636,616115.203719771,778781.526828882,0.0414,0.03308,2020.19699242623,2020.20531242623,8227000,Liège,Liège,4845,4770
37,41,33,0.0000208961700301491,644342.796477152,759950.366318295,661283.761418774,754693.907387243,0.0355408961700301,0.03552,2020.19943242623,2020.1994533224,8227000,Liège,Limburg,4830,3793
38,41,32,0.0000208961700301491,644342.796477152,759950.366318295,643303.267765298,771679.734280998,0.0355408961700301,0.03552,2020.19943242623,2020.1994533224,8227000,Liège,Liège,4830,4837
39,42,34,0.00233689617003014,616115.203719771,778781.526828882,611789.585609064,781623.756248252,0.0437368961700301,0.0414,2020.20531242623,2020.2076493224,8227000,Liège,Liège,4770,4770
40,42,35,0.0597148961700301,616115.203719771,778781.526828882,650002.13291104,732988.073192809,0.10111489617003,0.0414,2020.20531242623,2020.2650273224,8227000,Liège,Liège,4770,4430
42,47,49,0.00832,643352.381345061,771555.519972546,612817.277287405,780545.845478426,0.00832,0,2020.19699255191,2020.20531255191,8227000,Liège,Liège,4837,4770
43,48,43,0.0000210000000000071,643318.196086007,771666.118812681,643303.267765298,771679.734280998,0.002461,0.00244,2020.19943255191,2020.19945355191,8227000,Liège,Liège,4837,4837
45,49,45,0.00233677049011848,612817.277287405,780545.845478426,611789.585609064,781623.756248252,0.0106567704901185,0.00832,2020.20531255191,2020.2076493224,8227000,Liège,Liège,4770,4770
46,49,46,0.0597147704901185,612817.277287405,780545.845478426,650002.13291104,732988.073192809,0.0680347704901185,0.00832,2020.20531255191,2020.2650273224,8227000,Liège,Liège,4770,4430
