X,node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune
2,15,16,0.000359999999999999,633547.726589441,783572.850178865,633373.192601699,783912.71449058,0.000359999999999999,0,2020.22366271585,2020.22402271585,9442000,Liège,Liège,4750,4750
4,16,18,0.00784,633373.192601699,783912.71449058,660535.9731478,767854.18969434,0.0082,0.000359999999999999,2020.22402271585,2020.23186271585,9442000,Liège,NA,4750,4721
5,17,2,0.0326304535500016,641521.158049602,778605.436722301,642004.279437344,776063.346164795,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,9442000,Liège,Liège,4700,4700
6,17,3,0.0162374535500016,641521.158049602,778605.436722301,643955.040848366,776959.006924124,0.0686874535500016,0.05245,2020.27611271585,2020.2923501694,9442000,Liège,Liège,4700,4700
7,18,4,0.0768804535500016,660535.9731478,767854.18969434,645727.449992765,783006.262035757,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,9442000,NA,Liège,4721,4700
9,19,20,0.00244,659296.085552749,768640.267966951,659682.601542716,766034.628443598,0.03315,0.03071,2020.25437271585,2020.25681271585,9442000,NA,Liège,NA,4720
10,19,21,0.00273,659296.085552749,768640.267966951,658638.121245041,767520.110790858,0.03344,0.03071,2020.25437271585,2020.25710271585,9442000,NA,NA,NA,NA
11,20,5,0.0000184535500016361,659682.601542716,766034.628443598,657012.79581117,765314.036763368,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,9442000,Liège,Liège,4720,4720
12,20,6,0.0000184535500016361,659682.601542716,766034.628443598,659721.667105112,766007.327830952,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,9442000,Liège,Liège,4720,4720
13,21,22,0.00244,658638.121245041,767520.110790858,659682.601542716,766034.628443598,0.03588,0.03344,2020.25710271585,2020.25954271585,9442000,NA,Liège,NA,4720
14,21,7,0.00246045355000164,658638.121245041,767520.110790858,659898.132876325,767912.368129012,0.0359004535500016,0.03344,2020.25710271585,2020.2595631694,9442000,NA,NA,NA,4721
