X,node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune
1,15,1,0.000381000000000006,633723.602315388,783282.802813891,633594.635219964,783592.583915909,0.000381000000000006,0,2020.22366271585,2020.22404371585,5113000,Liège,Liège,4750,4750
2,15,16,0.000359999999999999,633723.602315388,783282.802813891,633686.982883565,783280.34310025,0.000359999999999999,0,2020.22366271585,2020.22402271585,5113000,Liège,Liège,4750,4750
3,16,17,0.05209,633686.982883565,783280.34310025,641744.496539265,777753.775703923,0.05245,0.000359999999999999,2020.22402271585,2020.27611271585,5113000,Liège,Liège,4750,4700
4,16,18,0.00784,633686.982883565,783280.34310025,635320.450021378,782664.36300927,0.0082,0.000359999999999999,2020.22402271585,2020.23186271585,5113000,Liège,NA,4750,NA
5,17,2,0.0326304535500016,641744.496539265,777753.775703923,642004.279437344,776063.346164795,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,5113000,Liège,Liège,4700,4700
7,18,4,0.0768804535500016,635320.450021378,782664.36300927,645727.449992765,783006.262035757,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,5113000,NA,Liège,NA,4700
8,18,19,0.02251,635320.450021378,782664.36300927,658448.407106291,766702.072400637,0.03071,0.0082,2020.23186271585,2020.25437271585,5113000,NA,Liège,NA,4721
9,19,20,0.00244,658448.407106291,766702.072400637,659720.749321219,765973.45174617,0.03315,0.03071,2020.25437271585,2020.25681271585,5113000,Liège,Liège,4721,4850
12,20,6,0.0000184535500016361,659720.749321219,765973.45174617,659721.667105112,766007.327830952,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,5113000,Liège,Liège,4850,4720
13,21,22,0.00244,658908.277368263,766615.120571714,659720.749321219,765973.45174617,0.03588,0.03344,2020.25710271585,2020.25954271585,5113000,Liège,Liège,4721,4850
14,21,7,0.00246045355000164,658908.277368263,766615.120571714,659898.132876325,767912.368129012,0.0359004535500016,0.03344,2020.25710271585,2020.2595631694,5113000,Liège,NA,4721,4721
15,22,8,0.0000204535500016381,659720.749321219,765973.45174617,621391.079976291,788523.748538198,0.0359004535500016,0.03588,2020.25954271585,2020.2595631694,5113000,Liège,Liège,4850,4760
