X,node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune
2,15,16,0.000359999999999999,633622.065864721,783702.180247725,643586.003698323,780066.390365207,0.000359999999999999,0,2020.22366271585,2020.22402271585,2053000,Liège,Liège,4750,4700
4,16,18,0.00784,643586.003698323,780066.390365207,640940.421017108,781504.655550187,0.0082,0.000359999999999999,2020.22402271585,2020.23186271585,2053000,Liège,NA,4700,NA
5,17,2,0.0326304535500016,643972.024775792,775272.212449471,642004.279437344,776063.346164795,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,2053000,Liège,Liège,4700,4700
8,18,19,0.02251,640940.421017108,781504.655550187,659986.053490408,766919.906056602,0.03071,0.0082,2020.23186271585,2020.25437271585,2053000,NA,NA,NA,4721
9,19,20,0.00244,659986.053490408,766919.906056602,659720.739374966,765937.549074873,0.03315,0.03071,2020.25437271585,2020.25681271585,2053000,NA,Liège,4721,4850
10,19,21,0.00273,659986.053490408,766919.906056602,659939.116692354,767418.697755427,0.03344,0.03071,2020.25437271585,2020.25710271585,2053000,NA,NA,4721,4721
11,20,5,0.0000184535500016361,659720.739374966,765937.549074873,657012.79581117,765314.036763368,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,2053000,Liège,Liège,4850,4720
12,20,6,0.0000184535500016361,659720.739374966,765937.549074873,659721.667105112,766007.327830952,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,2053000,Liège,Liège,4850,4720
14,21,7,0.00246045355000164,659939.116692354,767418.697755427,659898.132876325,767912.368129012,0.0359004535500016,0.03344,2020.25710271585,2020.2595631694,2053000,NA,NA,4721,4721
15,22,8,0.0000204535500016381,659720.739374966,765937.549074873,621391.079976291,788523.748538198,0.0359004535500016,0.03588,2020.25954271585,2020.2595631694,2053000,Liège,Liège,4850,4760
16,22,23,0.03279,659720.739374966,765937.549074873,645142.421642402,778818.511040591,0.06867,0.03588,2020.25954271585,2020.29233271585,2053000,Liège,Liège,4850,4700
17,23,9,0.0000174535500016421,645142.421642402,778818.511040591,644602.295578747,778648.891159856,0.0686874535500016,0.06867,2020.29233271585,2020.2923501694,2053000,Liège,Liège,4700,4700
18,23,24,0.01164,645142.421642402,778818.511040591,655123.083779325,767052.456174735,0.08031,0.06867,2020.29233271585,2020.30397271585,2053000,Liège,Liège,4700,4711
19,24,25,0.00231000000000001,655123.083779325,767052.456174735,655991.139778245,766090.047117035,0.08262,0.08031,2020.30397271585,2020.30628271585,2053000,Liège,Liège,4711,4728
20,24,10,0.00477045355000164,655123.083779325,767052.456174735,646907.942200398,762960.499727477,0.0850804535500016,0.08031,2020.30397271585,2020.3087431694,2053000,Liège,Liège,4711,4837
21,25,26,0.00244,655991.139778245,766090.047117035,659720.739374966,765937.549074873,0.08506,0.08262,2020.30628271585,2020.30872271585,2053000,Liège,Liège,4728,4850
22,25,27,0.00244,655991.139778245,766090.047117035,659720.739374966,765937.549074873,0.08506,0.08262,2020.30628271585,2020.30872271585,2053000,Liège,Liège,4728,4850
24,26,11,0.0000204535500016451,659720.739374966,765937.549074873,616567.188939974,790410.616604529,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,2053000,Liège,Liège,4850,4760
26,27,14,0.0000204535500016451,659720.739374966,765937.549074873,658531.374114447,765757.544950512,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,2053000,Liège,Liège,4850,4720
27,36,28,0.0000219999999999942,638662.483969345,770233.682851665,638342.365206904,770787.908618678,0.0000219999999999942,0,2020.16391242623,2020.16393442623,2053000,Liège,Liège,4837,4837
29,37,38,0.00244,640722.492674592,765807.739611326,644314.596550523,760147.065559656,0.01093,0.00849,2020.17240242623,2020.17484242623,2053000,Liège,Liège,4845,4830
30,37,39,0.01337,640722.492674592,765807.739611326,650860.595137234,743845.252133999,0.02186,0.00849,2020.17240242623,2020.18577242623,2053000,Liège,Liège,4845,4671
32,38,30,0.0000208961700301491,644314.596550523,760147.065559656,644328.116767948,760083.212471651,0.0109508961700301,0.01093,2020.17484242623,2020.1748633224,2053000,Liège,Liège,4830,4830
33,39,31,0.0000198961700301342,650860.595137234,743845.252133999,650777.196483673,743982.01764556,0.0218798961700301,0.02186,2020.18577242623,2020.1857923224,2053000,Liège,Liège,4671,4671
34,39,40,0.01122,650860.595137234,743845.252133999,644597.999014921,749364.553420883,0.03308,0.02186,2020.18577242623,2020.19699242623,2053000,Liège,Liège,4671,4652
35,40,41,0.00244,644597.999014921,749364.553420883,644314.596550523,760147.065559656,0.03552,0.03308,2020.19699242623,2020.19943242623,2053000,Liège,Liège,4652,4830
36,40,42,0.00832,644597.999014921,749364.553420883,653068.740970192,728116.274787084,0.0414,0.03308,2020.19699242623,2020.20531242623,2053000,Liège,Liège,4652,4340
38,41,32,0.0000208961700301491,644314.596550523,760147.065559656,643303.267765298,771679.734280998,0.0355408961700301,0.03552,2020.19943242623,2020.1994533224,2053000,Liège,Liège,4830,4837
41,47,48,0.00244,603078.871590726,801995.764640635,643317.5398764,771680.183552119,0.00244,0,2020.19699255191,2020.19943255191,2053000,NA,Liège,NA,4837
42,47,49,0.00832,603078.871590726,801995.764640635,611992.328638729,781209.609689128,0.00832,0,2020.19699255191,2020.20531255191,2053000,NA,Liège,NA,4770
43,48,43,0.0000210000000000071,643317.5398764,771680.183552119,643303.267765298,771679.734280998,0.002461,0.00244,2020.19943255191,2020.19945355191,2053000,Liège,Liège,4837,4837
44,48,44,0.0000207704901184907,643317.5398764,771680.183552119,661283.761418774,754693.907387243,0.00246077049011849,0.00244,2020.19943255191,2020.1994533224,2053000,Liège,Limburg,4837,3793
46,49,46,0.0597147704901185,611992.328638729,781209.609689128,650002.13291104,732988.073192809,0.0680347704901185,0.00832,2020.20531255191,2020.2650273224,2053000,Liège,Liège,4770,4430
47,53,50,0.021763,644520.784581307,737543.131162669,644107.601292089,737707.589729516,0.021763,0,2020.18042279235,2020.20218579235,2053000,Liège,Liège,4031,4053
48,53,54,0.019,644520.784581307,737543.131162669,645489.50975626,732829.851340031,0.019,0,2020.18042279235,2020.19942279235,2053000,Liège,Liège,4031,4000
49,54,51,0.0546755683099446,645489.50975626,732829.851340031,635868.408763382,733214.531552291,0.0736755683099446,0.019,2020.19942279235,2020.25409836066,2053000,Liège,Liège,4000,4130
50,54,52,0.0000305683099446133,645489.50975626,732829.851340031,645496.130779693,732833.298234528,0.0190305683099446,0.019,2020.19942279235,2020.19945336066,2053000,Liège,Liège,4000,4000
51,66,55,0.120062,660447.028469271,729702.932397286,632252.022263812,637859.19502108,0.120062,0,2020.0930527541,2020.2131147541,10265000,Limburg,Hainaut,3700,7100
52,66,67,0.044023,660447.028469271,729702.932397286,659426.295944937,735154.696727308,0.044023,0,2020.0930527541,2020.1370757541,10265000,Limburg,Liège,3700,4450
55,68,56,0.0000710491801042129,656789.282365816,737187.691120563,657591.771917594,736895.282383552,0.0872740491801042,0.087203,2020.1802557541,2020.18032680328,10265000,Liège,Liège,4680,4680
56,68,69,0.0000359999999999944,656789.282365816,737187.691120563,656479.277539763,737316.821866683,0.087239,0.087203,2020.1802557541,2020.1802917541,10265000,Liège,Liège,4680,4680
57,69,57,0.0000350491801042047,656479.277539763,737316.821866683,646101.216989852,738014.360673969,0.0872740491801042,0.087239,2020.1802917541,2020.18032680328,10265000,Liège,Liège,4680,4030
58,69,58,0.0000350491801042047,656479.277539763,737316.821866683,655987.805244944,737610.368292887,0.0872740491801042,0.087239,2020.1802917541,2020.18032680328,10265000,Liège,Liège,4680,4680
60,70,71,0.04437,659569.179596782,735719.123474254,674799.203640933,754148.031755877,0.08892,0.04455,2020.1376027541,2020.1819727541,10265000,Liège,NA,4690,NA
