node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID
4,1,0.0262130054599446,641927.935833877,737624.447888966,642125.182166165,737654.457831407,0.0262130054599446,0,2020.17597278689,2020.20218579235,2404000
4,5,0.02343,641927.935833877,737624.447888966,642036.737503324,737785.741347889,0.02343,0,2020.17597278689,2020.19940278689,2404000
5,2,0.0546955737699446,642036.737503324,737785.741347889,640859.116188526,736679.270216458,0.0781255737699446,0.02343,2020.19940278689,2020.25409836066,2404000
5,3,5.07650271246163e-05,642036.737503324,737785.741347889,651017.808199399,735942.822529624,0.0234807650271246,0.02343,2020.19940278689,2020.19945355192,2404000
