time	velocity	number_of_branches
2020.06853794215	400.046536137783	6
2020.07144633969	395.154248676285	6
2020.07435473723	388.688877567353	6
2020.07726313477	387.494350229215	6
2020.0801715323	382.768546647003	6
2020.08307992984	379.265858851841	6
2020.08598832738	375.621466465119	6
2020.08889672492	NA	0
2020.09180512246	NA	0
2020.09471352	NA	0
2020.09762191754	NA	0
2020.10053031508	687.102819198211	6
2020.10343871262	1337.70420347431	13
2020.10634711015	706.409632230426	21
2020.10925550769	660.772947755114	21
2020.11216390523	637.072739149447	25
2020.11507230277	604.750822585649	33
2020.11798070031	572.854669951221	33
2020.12088909785	556.204467804633	41
2020.12379749539	532.95560183444	43
2020.12670589293	518.446571844229	57
2020.12961429047	489.814441024978	63
2020.13252268801	475.718931157845	65
2020.13543108554	465.262909159708	67
2020.13833948308	494.135084555297	68
2020.14124788062	546.405705940337	75
2020.14415627816	552.65715862922	82
2020.1470646757	568.749168659917	87
2020.14997307324	600.197346463562	103
2020.15288147078	913.880237105537	118
2020.15578986832	1134.25973582441	155
2020.15869826586	1242.98381595545	171
2020.16160666339	1151.36749754293	182
2020.16451506093	1222.93957674518	188
2020.16742345847	1267.78461808224	204
2020.17033185601	1250.21527609885	212
2020.17324025355	1213.85367240852	216
2020.17614865109	1169.19385131544	232
2020.17905704863	1136.50278182516	246
2020.18196544617	1141.43419142815	250
2020.18487384371	1103.68282883965	255
2020.18778224124	1158.30106174548	252
2020.19069063878	1101.17690287501	256
2020.19359903632	949.667172026366	243
2020.19650743386	833.748731840801	232
2020.1994158314	775.832820334651	236
2020.20232422894	835.420946247858	256
2020.20523262648	950.093669817217	269
2020.20814102402	1060.01875555471	291
2020.21104942156	1113.05853566554	307
2020.21395781909	1138.08050273164	302
2020.21686621663	1214.37475577683	302
2020.21977461417	1255.51048591638	301
2020.22268301171	1328.40441159194	320
2020.22559140925	1379.3902467832	337
2020.22849980679	1333.32077660803	350
2020.23140820433	1356.97755315301	346
2020.23431660187	1433.54392055066	324
2020.23722499941	1402.41685213346	334
2020.24013339694	1400.1681148915	341
2020.24304179448	1348.76349815708	319
2020.24595019202	1143.54971703579	301
2020.24885858956	1118.78125727541	261
2020.2517669871	1181.76160065902	261
2020.25467538464	1232.01168284299	251
2020.25758378218	1230.6823312189	238
2020.26049217972	1133.18357776405	204
2020.26340057726	1024.82265429423	157
2020.26630897479	1112.76066810587	124
2020.26921737233	1158.13701072485	120
2020.27212576987	1200.14501891128	117
2020.27503416741	1226.27963591011	103
2020.27794256495	857.33524542083	103
2020.28085096249	878.347064684333	84
2020.28375936003	829.267482447834	71
2020.28666775757	788.352453959494	59
2020.28957615511	676.827607694109	50
2020.29248455264	525.679356174722	44
2020.29539295018	378.779983247136	39
2020.29830134772	394.380974255501	39
2020.30120974526	412.789434871384	39
2020.3041181428	433.996804079173	39
2020.30702654034	459.592521142258	39
2020.30993493788	491.524426931403	39
2020.31284333542	517.198917166714	36
2020.31575173296	632.486257572041	19
2020.31866013049	612.128709821267	18
2020.32156852803	588.58986200886	18
2020.32447692557	3895.46479575861	10
2020.32738532311	2400.07566943448	10
2020.33029372065	700.055286988755	5
2020.33320211819	580.615225693551	8
2020.33611051573	363.056025641124	15
2020.33901891327	323.044007508647	18
2020.34192731081	327.967127709588	18
2020.34483570834	334.05989535912	18
2020.34774410588	341.749482072635	18
2020.35065250342	351.450298411074	18
2020.35356090096	363.721915832182	18
2020.3564692985	380.382317096815	18
