"","node1","node2","length","startLat","startLon","endLat","endLon","endNodeL","startNodeL","startYear","endYear","treeID"
"1",15,1,0.000381000000000006,50.5259859954769,6.24468181212455,50.4977406006654,6.25185627093174,0.000381000000000006,0,2020.22366271585,2020.22404371585,3709000
"2",15,16,0.000359999999999999,50.5259859954769,6.24468181212455,50.5495347237527,6.25069623896919,0.000359999999999999,0,2020.22366271585,2020.22402271585,3709000
"3",16,17,0.05209,50.5495347237527,6.25069623896919,50.5789643656695,6.17427268800914,0.05245,0.000359999999999999,2020.22402271585,2020.27611271585,3709000
"5",17,2,0.0326304535500016,50.5789643656695,6.17427268800914,50.5750001319123,6.14862003700856,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,3709000
"6",17,3,0.0162374535500016,50.5789643656695,6.17427268800914,50.5923378796964,6.16192969285673,0.0686874535500016,0.05245,2020.27611271585,2020.2923501694,3709000
"8",18,19,0.02251,50.5713902714225,6.24859005977311,50.7458976078502,6.03071935701258,0.03071,0.0082,2020.23186271585,2020.25437271585,3709000
"10",19,21,0.00273,50.7458976078502,6.03071935701258,50.7446720605488,6.03151041395664,0.03344,0.03071,2020.25437271585,2020.25710271585,3709000
"12",20,6,1.84535500016361e-05,50.7375183284919,6.01236252582177,50.73633231722,6.01225387152042,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,3709000
"13",21,22,0.00244,50.7446720605488,6.03151041395664,50.7375183284919,6.01236252582177,0.03588,0.03344,2020.25710271585,2020.25954271585,3709000
"18",23,24,0.01164,50.6547366112503,6.09848980210305,50.7125863443769,6.00123423677806,0.08031,0.06867,2020.29233271585,2020.30397271585,3709000
"19",24,25,0.00231000000000001,50.7125863443769,6.00123423677806,50.7096248581167,6.00517061566808,0.08262,0.08031,2020.30397271585,2020.30628271585,3709000
"23",26,12,2.04535500016451e-05,50.7375183284919,6.01236252582177,50.7107873830051,6.00169047754586,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,3709000
"24",26,11,2.04535500016451e-05,50.7375183284919,6.01236252582177,50.3431099277132,6.3415145227342,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,3709000
"25",27,13,2.04535500016451e-05,50.7375183284919,6.01236252582177,50.7265344337614,6.01173405901879,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,3709000
"26",27,14,2.04535500016451e-05,50.7375183284919,6.01236252582177,50.7256843291432,6.00834180137324,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,3709000
"27",36,28,2.19999999999942e-05,50.5438055208518,6.07287805417975,50.5432066775559,6.07296889952636,2.19999999999942e-05,0,2020.16391242623,2020.16393442623,3709000
"30",37,39,0.01337,50.5971622467302,5.91936929972065,50.6599502417074,5.69756895926476,0.02186,0.00849,2020.17240242623,2020.18577242623,3709000
"32",38,30,2.08961700301491e-05,50.5991141232891,5.92351453388271,50.5991308150599,5.9237558221305,0.0109508961700301,0.01093,2020.17484242623,2020.1748633224,3709000
"33",39,31,1.98961700301342e-05,50.6599502417074,5.69756895926476,50.6599272074532,5.69800443538188,0.0218798961700301,0.02186,2020.18577242623,2020.1857923224,3709000
"34",39,40,0.01122,50.6599502417074,5.69756895926476,50.6550904190536,5.68613832685372,0.03308,0.02186,2020.18577242623,2020.19699242623,3709000
"36",40,42,0.00832,50.6550904190536,5.68613832685372,50.6520253128539,5.57517767635171,0.0414,0.03308,2020.19699242623,2020.20531242623,3709000
"37",41,33,2.08961700301491e-05,50.5991141232891,5.92351453388271,50.7525267669374,5.85246309183622,0.0355408961700301,0.03552,2020.19943242623,2020.1994533224,3709000
"38",41,32,2.08961700301491e-05,50.5991141232891,5.92351453388271,50.5876082962303,6.08717633711698,0.0355408961700301,0.03552,2020.19943242623,2020.1994533224,3709000
"39",42,34,0.00233689617003014,50.6520253128539,5.57517767635171,50.302213396884,6.21642821396834,0.0437368961700301,0.0414,2020.20531242623,2020.2076493224,3709000
"40",42,35,0.0597148961700301,50.6520253128539,5.57517767635171,50.6546387583031,5.54235922017789,0.10111489617003,0.0414,2020.20531242623,2020.2650273224,3709000
"41",47,48,0.00244,50.590678510643,6.08461230097307,50.5875218133855,6.08739332149172,0.00244,0,2020.19699255191,2020.19943255191,3709000
"42",47,49,0.00832,50.590678510643,6.08461230097307,50.5858338490683,6.09211482041343,0.00832,0,2020.19699255191,2020.20531255191,3709000
"43",48,43,2.10000000000071e-05,50.5875218133855,6.08739332149172,50.5876082962303,6.08717633711698,0.002461,0.00244,2020.19943255191,2020.19945355191,3709000
"47",53,50,0.021763,50.6025441511785,5.60919578411275,50.6009589324113,5.60769011921922,0.021763,0,2020.18042279235,2020.20218579235,3709000
