"","node1","node2","length","startLat","startLon","endLat","endLon","endNodeL","startNodeL","startYear","endYear","treeID"
"1",15,1,0.000381000000000006,50.4987280818004,6.25171570767805,50.4977406006654,6.25185627093174,0.000381000000000006,0,2020.22366271585,2020.22404371585,3907000
"3",16,17,0.05209,50.4936956653928,6.25637024757409,50.5862119830043,6.16797845478319,0.05245,0.000359999999999999,2020.22402271585,2020.27611271585,3907000
"4",16,18,0.00784,50.4936956653928,6.25637024757409,50.5650921615479,6.22767264506255,0.0082,0.000359999999999999,2020.22402271585,2020.23186271585,3907000
"5",17,2,0.0326304535500016,50.5862119830043,6.16797845478319,50.5750001319123,6.14862003700856,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,3907000
"6",17,3,0.0162374535500016,50.5862119830043,6.16797845478319,50.5923378796964,6.16192969285673,0.0686874535500016,0.05245,2020.27611271585,2020.2923501694,3907000
"7",18,4,0.0768804535500016,50.5650921615479,6.22767264506255,50.6069158675806,6.24794432014651,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,3907000
"8",18,19,0.02251,50.5650921615479,6.22767264506255,50.7322103740601,6.01454286574558,0.03071,0.0082,2020.23186271585,2020.25437271585,3907000
"9",19,20,0.00244,50.7322103740601,6.01454286574558,50.736308642316,6.01215046626854,0.03315,0.03071,2020.25437271585,2020.25681271585,3907000
"10",19,21,0.00273,50.7322103740601,6.01454286574558,50.7387954148722,6.01506982887858,0.03344,0.03071,2020.25437271585,2020.25710271585,3907000
"11",20,5,1.84535500016361e-05,50.736308642316,6.01215046626854,50.7121242084629,6.00158624935543,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,3907000
"13",21,22,0.00244,50.7387954148722,6.01506982887858,50.736308642316,6.01215046626854,0.03588,0.03344,2020.25710271585,2020.25954271585,3907000
"14",21,7,0.00246045355000164,50.7387954148722,6.01506982887858,50.7375339615329,6.03929068496444,0.0359004535500016,0.03344,2020.25710271585,2020.2595631694,3907000
"15",22,8,2.04535500016381e-05,50.736308642316,6.01215046626854,50.3869137176885,6.31680172077143,0.0359004535500016,0.03588,2020.25954271585,2020.2595631694,3907000
"18",23,24,0.01164,50.5995280040237,6.18587959189777,50.5634523887091,6.17425168608384,0.08031,0.06867,2020.29233271585,2020.30397271585,3907000
"19",24,25,0.00231000000000001,50.5634523887091,6.17425168608384,50.7102075291177,6.00663708077367,0.08262,0.08031,2020.30397271585,2020.30628271585,3907000
"21",25,26,0.00244,50.7102075291177,6.00663708077367,50.736308642316,6.01215046626854,0.08506,0.08262,2020.30628271585,2020.30872271585,3907000
"24",26,11,2.04535500016451e-05,50.736308642316,6.01215046626854,50.3431099277132,6.3415145227342,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,3907000
"25",27,13,2.04535500016451e-05,50.736308642316,6.01215046626854,50.7265344337614,6.01173405901879,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,3907000
"26",27,14,2.04535500016451e-05,50.736308642316,6.01215046626854,50.7256843291432,6.00834180137324,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,3907000
"27",36,28,2.19999999999942e-05,50.550349873256,6.05981005820148,50.5432066775559,6.07296889952636,2.19999999999942e-05,0,2020.16391242623,2020.16393442623,3907000
"28",36,37,0.00849,50.550349873256,6.05981005820148,50.5721853316,5.92132094626975,0.00849,0,2020.16391242623,2020.17240242623,3907000
"29",37,38,0.00244,50.5721853316,5.92132094626975,50.5959400532526,5.91907302197904,0.01093,0.00849,2020.17240242623,2020.17484242623,3907000
"33",39,31,1.98961700301342e-05,50.67771222618,5.68406140995084,50.6599272074532,5.69800443538188,0.0218798961700301,0.02186,2020.18577242623,2020.1857923224,3907000
"34",39,40,0.01122,50.67771222618,5.68406140995084,50.4945124965404,5.87385380939136,0.03308,0.02186,2020.18577242623,2020.19699242623,3907000
"35",40,41,0.00244,50.4945124965404,5.87385380939136,50.5959400532526,5.91907302197904,0.03552,0.03308,2020.19699242623,2020.19943242623,3907000
"37",41,33,2.08961700301491e-05,50.5959400532526,5.91907302197904,50.7525267669374,5.85246309183622,0.0355408961700301,0.03552,2020.19943242623,2020.1994533224,3907000
"38",41,32,2.08961700301491e-05,50.5959400532526,5.91907302197904,50.5876082962303,6.08717633711698,0.0355408961700301,0.03552,2020.19943242623,2020.1994533224,3907000
"40",42,35,0.0597148961700301,50.4033137999181,6.03794998818708,50.6546387583031,5.54235922017789,0.10111489617003,0.0414,2020.20531242623,2020.2650273224,3907000
"42",47,49,0.00832,50.7615610927383,5.84168769759629,50.7723587397667,5.84423812343593,0.00832,0,2020.19699255191,2020.20531255191,3907000
"43",48,43,2.10000000000071e-05,50.7504992951792,5.85478300637838,50.5876082962303,6.08717633711698,0.002461,0.00244,2020.19943255191,2020.19945355191,3907000
"45",49,45,0.00233677049011848,50.7723587397667,5.84423812343593,50.302213396884,6.21642821396834,0.0106567704901185,0.00832,2020.20531255191,2020.2076493224,3907000
"47",53,50,0.021763,50.6014490243496,5.61018346009739,50.6009589324113,5.60769011921922,0.021763,0,2020.18042279235,2020.20218579235,3907000
"49",54,51,0.0546755683099446,50.6142492007813,5.53922704660125,50.5275584180501,5.54237655817332,0.0736755683099446,0.019,2020.19942279235,2020.25409836066,3907000
"51",66,55,0.120062,50.7034794355507,3.66960362178225,50.5009426146486,4.19755400371993,0.120062,0,2020.0930527541,2020.2131147541,19535000
"52",66,67,0.044023,50.7034794355507,3.66960362178225,50.6201216308893,5.62716043606792,0.044023,0,2020.0930527541,2020.1370757541,19535000
"53",67,68,0.04318,50.6201216308893,5.62716043606792,50.7061589661161,5.60571736823493,0.087203,0.044023,2020.1370757541,2020.1802557541,19535000
"54",67,70,0.000527,50.6201216308893,5.62716043606792,50.6271191351806,5.64226713437383,0.04455,0.044023,2020.1370757541,2020.1376027541,19535000
"55",68,56,7.10491801042129e-05,50.7061589661161,5.60571736823493,50.7222869473429,5.59939857880065,0.0872740491801042,0.087203,2020.1802557541,2020.18032680328,19535000
"56",68,69,3.59999999999944e-05,50.7061589661161,5.60571736823493,50.7067727105914,5.60625390209645,0.087239,0.087203,2020.1802557541,2020.1802917541,19535000
"57",69,57,3.50491801042047e-05,50.7067727105914,5.60625390209645,50.6188327321647,5.61249813077195,0.0872740491801042,0.087239,2020.1802917541,2020.18032680328,19535000
"58",69,58,3.50491801042047e-05,50.7067727105914,5.60625390209645,50.7077617028359,5.60914180485898,0.0872740491801042,0.087239,2020.1802917541,2020.18032680328,19535000
"59",70,59,0.108299049180104,50.6271191351806,5.64226713437383,50.6104488845615,5.61805752281968,0.152849049180104,0.04455,2020.1376027541,2020.24590180328,19535000
"60",70,71,0.04437,50.6271191351806,5.64226713437383,50.6083959588749,6.12996723611948,0.08892,0.04455,2020.1376027541,2020.1819727541,19535000
"63",72,61,0.0850990491801042,50.4773656403369,4.36586451709155,50.3863588890763,4.53591469888582,0.177439049180104,0.09234,2020.1853927541,2020.27049180328,19535000
"64",72,73,0.000390000000000001,50.4773656403369,4.36586451709155,50.8034669116771,4.17698832810431,0.09273,0.09234,2020.1853927541,2020.1857827541,19535000
"65",73,74,0.00437,50.8034669116771,4.17698832810431,50.5216612079899,4.353280923984,0.0971,0.09273,2020.1857827541,2020.1901527541,19535000
"66",73,62,0.0409930491801042,50.8034669116771,4.17698832810431,50.8694797890839,4.29929287002173,0.133723049180104,0.09273,2020.1857827541,2020.22677580328,19535000
"67",74,63,0.0420880491801042,50.5216612079899,4.353280923984,50.495684083933,4.48553607064903,0.139188049180104,0.0971,2020.1901527541,2020.23224080328,19535000
"68",74,75,0.03659,50.5216612079899,4.353280923984,50.5173187177811,4.33358106570637,0.13369,0.0971,2020.1901527541,2020.2267427541,19535000
"72",80,81,9.80000000000009e-05,51.2231102548075,5.1768826785945,51.2193857200748,5.17593010478877,9.80000000000009e-05,0,2020.18906639891,2020.18916439891,3907000
"76",82,79,0.050724,51.0530701074286,5.09638379990415,51.0570924528268,5.20036174475886,0.051371,0.000647000000000002,2020.18971339891,2020.24043739891,3907000
"77",87,83,0.071835,51.0943907982438,5.06463822547599,51.0924659257955,5.06267929564595,0.071835,0,2020.17133439891,2020.24316939891,3907000
"78",87,88,0.000442999999999999,51.0943907982438,5.06463822547599,51.0939166587914,5.06320964497926,0.000442999999999999,0,2020.17133439891,2020.17177739891,3907000
"79",88,84,0.065928,51.0939166587914,5.06320964497926,51.2337395368525,5.39134550744557,0.066371,0.000442999999999999,2020.17177739891,2020.23770539891,3907000
"81",89,85,0.057475,51.0937362842982,5.06232917771874,50.9551049160813,4.41104300070121,0.058173,0.000698000000000004,2020.17203239891,2020.22950739891,3907000
"82",89,86,0.071137,51.0937362842982,5.06232917771874,51.2748716050147,4.72498454817022,0.071835,0.000698000000000004,2020.17203239891,2020.24316939891,3907000
"83",95,96,0.00244,51.1470981594362,4.35262819981708,51.1555592130017,4.34792673103786,0.00244,0,2020.22156271585,2020.22400271585,19535000
"84",95,97,0.00546,51.1470981594362,4.35262819981708,51.0258544232077,4.88290145595519,0.00546,0,2020.22156271585,2020.22702271585,19535000
"85",96,90,4.09999999999994e-05,51.1555592130017,4.34792673103786,51.1554498797895,4.34842033541637,0.002481,0.00244,2020.22400271585,2020.22404371585,19535000
"86",96,91,0.00277268305988316,51.1555592130017,4.34792673103786,50.8041118434401,4.52541548431087,0.00521268305988316,0.00244,2020.22400271585,2020.22677539891,19535000
"87",97,92,0.00248468305988316,51.0258544232077,4.88290145595519,51.0437248537702,4.88396366795039,0.00794468305988316,0.00546,2020.22702271585,2020.22950739891,19535000
"88",97,98,0.01337,51.0258544232077,4.88290145595519,50.9014010932252,4.70169003579577,0.01883,0.00546,2020.22702271585,2020.24039271585,19535000
"89",98,93,0.00277668305988316,50.9014010932252,4.70169003579577,51.2237864911822,4.54690034367457,0.0216066830598832,0.01883,2020.24039271585,2020.24316939891,19535000
"90",98,94,4.36830598831567e-05,50.9014010932252,4.70169003579577,50.902017087481,4.70344446887271,0.0188736830598832,0.01883,2020.24039271585,2020.24043639891,19535000
"93",104,100,0.0180307213100143,50.6703881925959,5.59248118968801,50.7229129491636,5.91630739979304,0.0500607213100143,0.03203,2020.20601260109,2020.2240433224,3907000
"94",104,105,0.01695,50.6703881925959,5.59248118968801,50.6783280723159,5.62613254224701,0.04898,0.03203,2020.20601260109,2020.22296260109,3907000
"95",105,101,0.0420647213100143,50.6783280723159,5.62613254224701,50.6928614651687,5.67744802527545,0.0910447213100143,0.04898,2020.22296260109,2020.2650273224,3907000
"96",105,102,0.0311357213100143,50.6783280723159,5.62613254224701,50.583575735381,5.62481283362465,0.0801157213100143,0.04898,2020.22296260109,2020.2540983224,3907000
"97",111,106,0.022639,50.5989037403558,5.58766556370356,50.5894024609029,5.59745031421718,0.022639,0,2020.19867247541,2020.22131147541,3907000
"99",112,113,0.000125,50.6341557955307,5.6005254750969,50.6339150784575,5.60070501429568,0.01989,0.019765,2020.21843747541,2020.21856247541,3907000
"100",112,114,0.000125,50.6341557955307,5.6005254750969,50.6339150784575,5.60070501429568,0.01989,0.019765,2020.21843747541,2020.21856247541,3907000
"101",113,107,0.0246073661199937,50.6339150784575,5.60070501429568,50.6372580145158,5.67895012061767,0.0444973661199937,0.01989,2020.21856247541,2020.24316984153,3907000
"102",113,108,0.0246073661199937,50.6339150784575,5.60070501429568,50.6006483404501,5.38102722798366,0.0444973661199937,0.01989,2020.21856247541,2020.24316984153,3907000
"103",114,109,1.63661199936854e-05,50.6339150784575,5.60070501429568,50.6342060274428,5.60051812507929,0.0199063661199937,0.01989,2020.21856247541,2020.21857884153,3907000
"105",118,115,1.50000000000011e-05,50.5945622390869,3.28033626354987,50.5945658838032,3.28040612165378,1.50000000000011e-05,0,2020.22949319672,2020.22950819672,3907000
"106",118,119,0.03825,50.5945622390869,3.28033626354987,50.5340274398543,3.6056526864406,0.03825,0,2020.22949319672,2020.26774319672,3907000
"108",119,117,1.63661199936924e-05,50.5340274398543,3.6056526864406,50.5337436178731,3.60533794897518,0.0382663661199937,0.03825,2020.26774319672,2020.26775956284,3907000
