"","node1","node2","length","startLat","startLon","endLat","endLon","endNodeL","startNodeL","startYear","endYear","treeID"
"1",15,1,0.000381000000000006,50.4960580339061,6.25141088371553,50.4977406006654,6.25185627093174,0.000381000000000006,0,2020.22366271585,2020.22404371585,7831000
"4",16,18,0.00784,50.5317878143897,6.21956754460255,50.5445004756457,6.23668066106082,0.0082,0.000359999999999999,2020.22402271585,2020.23186271585,7831000
"5",17,2,0.0326304535500016,50.5907434243156,6.16319777437394,50.5750001319123,6.14862003700856,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,7831000
"7",18,4,0.0768804535500016,50.5445004756457,6.23668066106082,50.6069158675806,6.24794432014651,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,7831000
"8",18,19,0.02251,50.5445004756457,6.23668066106082,50.7317534222698,6.03186751218469,0.03071,0.0082,2020.23186271585,2020.25437271585,7831000
"10",19,21,0.00273,50.7317534222698,6.03186751218469,50.7425844663725,6.02597863993591,0.03344,0.03071,2020.25437271585,2020.25710271585,7831000
"11",20,5,1.84535500016361e-05,50.7076567658841,6.00734040381831,50.7121242084629,6.00158624935543,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,7831000
"12",20,6,1.84535500016361e-05,50.7076567658841,6.00734040381831,50.73633231722,6.01225387152042,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,7831000
"14",21,7,0.00246045355000164,50.7425844663725,6.02597863993591,50.7375339615329,6.03929068496444,0.0359004535500016,0.03344,2020.25710271585,2020.2595631694,7831000
"17",23,9,1.74535500016421e-05,50.758147346264,6.00097324980869,50.5977837723161,6.18601363534418,0.0686874535500016,0.06867,2020.29233271585,2020.2923501694,7831000
"18",23,24,0.01164,50.758147346264,6.00097324980869,50.7184759979874,6.00540792383218,0.08031,0.06867,2020.29233271585,2020.30397271585,7831000
"19",24,25,0.00231000000000001,50.7184759979874,6.00540792383218,50.7122134746894,6.00558626329575,0.08262,0.08031,2020.30397271585,2020.30628271585,7831000
"20",24,10,0.00477045355000164,50.7184759979874,6.00540792383218,50.6217662006537,5.96517626742092,0.0850804535500016,0.08031,2020.30397271585,2020.3087431694,7831000
"21",25,26,0.00244,50.7122134746894,6.00558626329575,50.7076567658841,6.00734040381831,0.08506,0.08262,2020.30628271585,2020.30872271585,7831000
"22",25,27,0.00244,50.7122134746894,6.00558626329575,50.7076567658841,6.00734040381831,0.08506,0.08262,2020.30628271585,2020.30872271585,7831000
"23",26,12,2.04535500016451e-05,50.7076567658841,6.00734040381831,50.7107873830051,6.00169047754586,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,7831000
"24",26,11,2.04535500016451e-05,50.7076567658841,6.00734040381831,50.3431099277132,6.3415145227342,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,7831000
"25",27,13,2.04535500016451e-05,50.7076567658841,6.00734040381831,50.7265344337614,6.01173405901879,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,7831000
"27",36,28,2.19999999999942e-05,50.5453815171498,6.06940578814598,50.5432066775559,6.07296889952636,2.19999999999942e-05,0,2020.16391242623,2020.16393442623,7831000
"30",37,39,0.01337,50.5714029818908,5.99244811787745,50.6583280573175,5.70119529322058,0.02186,0.00849,2020.17240242623,2020.18577242623,7831000
"32",38,30,2.08961700301491e-05,50.5997765471676,5.92312804846331,50.5991308150599,5.9237558221305,0.0109508961700301,0.01093,2020.17484242623,2020.1748633224,7831000
"35",40,41,0.00244,50.6782302800509,5.66123602111274,50.5997765471676,5.92312804846331,0.03552,0.03308,2020.19699242623,2020.19943242623,7831000
"36",40,42,0.00832,50.6782302800509,5.66123602111274,50.6562872184886,5.64778405801827,0.0414,0.03308,2020.19699242623,2020.20531242623,7831000
"37",41,33,2.08961700301491e-05,50.5997765471676,5.92312804846331,50.7525267669374,5.85246309183622,0.0355408961700301,0.03552,2020.19943242623,2020.1994533224,7831000
"38",41,32,2.08961700301491e-05,50.5997765471676,5.92312804846331,50.5876082962303,6.08717633711698,0.0355408961700301,0.03552,2020.19943242623,2020.1994533224,7831000
"40",42,35,0.0597148961700301,50.6562872184886,5.64778405801827,50.6546387583031,5.54235922017789,0.10111489617003,0.0414,2020.20531242623,2020.2650273224,7831000
"42",47,49,0.00832,50.3197844036733,6.20026581115714,50.2999221853274,6.22183095694216,0.00832,0,2020.19699255191,2020.20531255191,7831000
"44",48,44,2.07704901184907e-05,50.5872560582084,6.08898551649266,50.7525267669374,5.85246309183622,0.00246077049011849,0.00244,2020.19943255191,2020.1994533224,7831000
"46",49,46,0.0597147704901185,50.2999221853274,6.22183095694216,50.6546387583031,5.54235922017789,0.0680347704901185,0.00832,2020.20531255191,2020.2650273224,7831000
"47",53,50,0.021763,50.6008548645087,5.60759001049443,50.6009589324113,5.60769011921922,0.021763,0,2020.18042279235,2020.20218579235,7831000
"49",54,51,0.0546755683099446,50.6156530379066,5.5407901997015,50.5275584180501,5.54237655817332,0.0736755683099446,0.019,2020.19942279235,2020.25409836066,7831000
"50",54,52,3.05683099446133e-05,50.6156530379066,5.5407901997015,50.6141568325457,5.53915814300962,0.0190305683099446,0.019,2020.19942279235,2020.19945336066,7831000
"51",66,55,0.120062,50.4237269032969,4.19034799593847,50.5009426146486,4.19755400371993,0.120062,0,2020.0930527541,2020.2131147541,39155000
"54",67,70,0.000527,50.6212232150681,5.57508750865207,50.6212604700699,5.58626024267035,0.04455,0.044023,2020.1370757541,2020.1376027541,39155000
"55",68,56,7.10491801042129e-05,50.7071001497414,5.60829088404753,50.7222869473429,5.59939857880065,0.0872740491801042,0.087203,2020.1802557541,2020.18032680328,39155000
"56",68,69,3.59999999999944e-05,50.7071001497414,5.60829088404753,50.7071403173559,5.60722556481405,0.087239,0.087203,2020.1802557541,2020.1802917541,39155000
"59",70,59,0.108299049180104,50.6212604700699,5.58626024267035,50.6104488845615,5.61805752281968,0.152849049180104,0.04455,2020.1376027541,2020.24590180328,39155000
"60",70,71,0.04437,50.6212604700699,5.58626024267035,50.6425859089216,5.48119190834637,0.08892,0.04455,2020.1376027541,2020.1819727541,39155000
"61",71,72,0.00342000000000001,50.6425859089216,5.48119190834637,50.4287403651644,4.56350699892138,0.09234,0.08892,2020.1819727541,2020.1853927541,39155000
"62",71,60,0.0420710491801042,50.6425859089216,5.48119190834637,50.6363918456559,6.0834652987836,0.130991049180104,0.08892,2020.1819727541,2020.22404380328,39155000
"63",72,61,0.0850990491801042,50.4287403651644,4.56350699892138,50.3863588890763,4.53591469888582,0.177439049180104,0.09234,2020.1853927541,2020.27049180328,39155000
"64",72,73,0.000390000000000001,50.4287403651644,4.56350699892138,50.4271170557541,4.57170766187115,0.09273,0.09234,2020.1853927541,2020.1857827541,39155000
"65",73,74,0.00437,50.4271170557541,4.57170766187115,50.4466114168083,4.56867277347186,0.0971,0.09273,2020.1857827541,2020.1901527541,39155000
"66",73,62,0.0409930491801042,50.4271170557541,4.57170766187115,50.8694797890839,4.29929287002173,0.133723049180104,0.09273,2020.1857827541,2020.22677580328,39155000
"68",74,75,0.03659,50.4466114168083,4.56867277347186,50.5174703551028,4.47506159186214,0.13369,0.0971,2020.1901527541,2020.2267427541,39155000
"69",75,65,0.0191590491801042,50.5174703551028,4.47506159186214,50.5276964174061,4.38972388615612,0.152849049180104,0.13369,2020.2267427541,2020.24590180328,39155000
"70",75,64,3.30491801042165e-05,50.5174703551028,4.47506159186214,50.8392769126464,5.05091231841098,0.133723049180104,0.13369,2020.2267427541,2020.22677580328,39155000
"71",80,76,0.054103,50.8452820532122,4.75191530731407,51.3009127609998,4.68575710608358,0.054103,0,2020.18906639891,2020.24316939891,7831000
"72",80,81,9.80000000000009e-05,50.8452820532122,4.75191530731407,50.845448292778,4.75227218242109,9.80000000000009e-05,0,2020.18906639891,2020.18916439891,7831000
"73",81,77,0.032147,50.845448292778,4.75227218242109,51.2033997292759,5.17173543930914,0.032245,9.80000000000009e-05,2020.18916439891,2020.22131139891,7831000
"74",81,82,0.000549000000000001,50.845448292778,4.75227218242109,50.864850703197,4.80586524072391,0.000647000000000002,9.80000000000009e-05,2020.18916439891,2020.18971339891,7831000
"75",82,78,0.039795,50.864850703197,4.80586524072391,50.9509928060822,4.93906417492741,0.040442,0.000647000000000002,2020.18971339891,2020.22950839891,7831000
"76",82,79,0.050724,50.864850703197,4.80586524072391,51.0570924528268,5.20036174475886,0.051371,0.000647000000000002,2020.18971339891,2020.24043739891,7831000
"77",87,83,0.071835,51.097697870848,5.18643051644589,51.0924659257955,5.06267929564595,0.071835,0,2020.17133439891,2020.24316939891,7831000
"78",87,88,0.000442999999999999,51.097697870848,5.18643051644589,51.097719644299,5.18667074734571,0.000442999999999999,0,2020.17133439891,2020.17177739891,7831000
"79",88,84,0.065928,51.097719644299,5.18667074734571,51.2337395368525,5.39134550744557,0.066371,0.000442999999999999,2020.17177739891,2020.23770539891,7831000
"81",89,85,0.057475,51.0975259907889,5.18638806338961,50.9551049160813,4.41104300070121,0.058173,0.000698000000000004,2020.17203239891,2020.22950739891,7831000
