node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID
5,1,0.082848,644684.165132694,710690.875207496,645475.805167229,722068.605987602,0.082848,0,2020.17398260109,2020.25683060109,5671000
5,6,0.03203,644684.165132694,710690.875207496,658023.375346894,759238.806317154,0.03203,0,2020.17398260109,2020.20601260109,5671000
6,2,0.0180307213100143,658023.375346894,759238.806317154,658082.876653976,759267.291260263,0.0500607213100143,0.03203,2020.20601260109,2020.2240433224,5671000
6,7,0.01695,658023.375346894,759238.806317154,657891.180995017,759181.131103742,0.04898,0.03203,2020.20601260109,2020.22296260109,5671000
7,3,0.0420647213100143,657891.180995017,759181.131103742,654414.060446384,742463.772057467,0.0910447213100143,0.04898,2020.22296260109,2020.2650273224,5671000
7,4,0.0311357213100143,657891.180995017,759181.131103742,642194.815864786,738952.547159649,0.0801157213100143,0.04898,2020.22296260109,2020.2540983224,5671000
