mean_branch_dispersal_velocity	weighted_branch_dispersal_velocity	branch_dispersal_velocity_variation_among_branches	original_diffusion_coefficient	weighted_diffusion_coefficient	diffusion_coefficient_variation_among_branches
58346.8157431816	736.514791787869	4.71284564221906	640774.438823108	11651.9252479367	7.95525857043409
57835.6154866937	734.38419581096	4.18047284495078	635460.062515456	11363.3712910704	7.14025999544193
48984.9445836499	736.073961724483	4.00083509713123	422774.602508031	11109.7916490778	6.03998065006657
50860.1984676045	729.014788878407	4.16427726889064	524171.647248602	11139.4930190624	7.69654432042955
61165.3214580767	711.692561081704	3.93344065412327	651062.897923476	10813.8645602214	6.72222119903759
54216.1863939329	734.618338679106	4.00394753007421	473724.028365056	11172.137442881	6.48542239003481
51601.2565564109	774.556592026708	3.62756613034894	391778.787535329	12609.092319417	4.82584287217804
50190.2702656949	758.757910239146	3.8290363521174	403539.001418187	12439.7698279354	5.01515256801913
43820.3004764782	725.767541991694	4.0346569446414	336447.085532788	11426.5379571335	5.21191606092624
50752.6538397373	758.465571632432	4.0826361034928	455615.618450684	12025.2533229382	6.45271282131059
46213.8608017083	762.507243969517	3.8961853678368	338938.178083264	12448.940722317	4.99824073347552
47977.0988556035	730.50456416482	3.80392415679597	371280.815414496	11111.4547322864	4.79743694850652
45463.3663836362	743.587052156008	3.93254411448157	336843.230457805	11295.5217401856	5.03318054631534
56485.4948250698	721.731276505441	4.17691934939678	562259.912308408	10805.9716941639	6.77315217788637
57864.4179459086	722.13169972029	3.9109160457253	597445.221884559	10695.2491479433	7.27320078270302
53288.2685122003	733.544203146848	4.01138243172006	493183.04454682	11214.6068018508	5.65388084076302
50151.0956805587	721.9282675543	4.01584862510302	446288.908237728	10921.3135427791	6.01636920747016
50474.1333101887	726.301583442026	4.04059345977877	459970.417842363	11048.6141993389	5.86630768702004
48779.5039723864	760.895884394002	3.7931934536979	365366.100459252	11686.0399282978	4.91631960455924
56360.090027229	720.339120661716	3.69958432926164	496034.493590624	10761.9736400704	5.61740897841944
54558.1967212468	728.015664121373	3.8136132578444	479271.398862197	11393.1773822068	6.12143109975803
49097.5490799229	748.571624963801	4.03843857869889	428267.349926716	12043.6584162658	6.03039418617208
48406.6128136159	737.282010322932	4.07728138570275	417471.039484528	11516.8496767417	6.1524342037799
51052.4352602799	701.468085740705	3.87679704901852	419288.964207123	10434.1972453627	6.02140014593661
51985.9648105394	716.122326954848	3.93593856364099	459297.423560887	10696.72191373	5.85153774446298
50715.7255487967	722.376579792577	4.02068720417049	464194.767994567	10929.2445682653	5.77342510299575
48778.1479153281	734.19321285304	4.16463082928247	446567.548888165	10839.9607103043	6.74181768345323
53852.7224881894	737.309364406879	4.06953068463601	476252.75911306	11315.8199867493	5.99295190698329
48417.9534399839	719.975443663015	4.05128718613547	429420.999812061	11061.7259058467	5.8438681984304
48888.006966425	749.414441622531	3.98579945469745	414601.019223958	11466.6572438768	6.04889530082891
54085.0153319941	732.718797236654	4.01088797256111	517295.071484787	11170.6758360025	5.93039299451584
58296.9017402779	736.569756579028	4.52183195395014	721100.763589535	11561.3967402689	8.21550322126251
53828.6022496011	752.180386231886	4.33790866439192	532977.285531796	11853.7229516489	7.2505695792105
