NIS,popGreenArea,propUrbanArea
31042,0,0.0211065573770492
11054,0,0.229254921505108
11024,0,0.323219553308049
35029,0,0.130500431406385
43014,0,0.0413543897216274
45041,0,0.314434480763668
23033,628.944444444444,0.334949103247698
23003,682.459459459459,0.466403162055336
51017,0,0.171163202122954
23101,0,0.489221293444787
25118,0,0.125960969840331
63040,0,0.278174821330401
62027,0,0.198675496688742
23032,0,0.166853554608657
62060,0,0.200954252034802
64047,0,0.133744855967078
64056,0,0.164959016393443
62006,0,0.24953857511997
51065,0,0.118683069298168
25014,0,0.298436308161709
43002,0,0.0808530049036378
44073,0,0.106573993628729
35011,0,0.0841121495327103
64074,0,0.244122383252818
57062,0,0.134418324291742
25119,0,0.335163674762408
64034,0,0.153300790330079
63084,0,0.281124497991968
62051,0,0.488611946712505
64063,0,0.187361908970393
64025,0,0.115523465703971
63023,0,0.0906633395716365
25084,0,0.118348982785603
62099,0,0.405504587155963
24134,0,0.293601248536871
21011,956.086956521739,0.79646017699115
21002,382.168539325843,0.471251409244645
13010,0,0.258736321920226
25124,0,0.141059255374934
25068,0,0.220384204909285
11007,0,0.584415584415584
13029,0,0.291324989210186
44084,0,0.156148395164652
12041,0,0.227069805194805
51067,0,0.153319817536746
51068,0,0.104686815593517
72018,0,0.143719144267691
44021,0,0.391367819739765
62038,0,0.543065693430657
44085,0,0.203965303593556
72042,0,0.147446387046766
72043,0,0.239384541984733
12026,0,0.282558438222451
31040,0,0.207655659602431
42004,0,0.27279843444227
37011,0,0.0653801843317972
56005,0,0.0830313366020038
24001,0,0.324805339265851
23039,0,0.322916666666667
44043,0,0.341956345998383
32030,0,0.0151730678046468
71016,0,0.368132495716733
24048,0,0.616129032258064
73107,0,0.231678794178794
23096,0,0.238238007380074
23050,0,0.272390188248716
24014,0,0.460674157303371
36015,0,0.334437634586715
24033,0,0.313782991202346
23060,0,0.329664832416208
83040,0,0.0539341790117981
83049,0,0.0440729483282675
82003,0,0.0717179902755267
82005,0,0.046204259967231
84068,0,0.048304935886176
82038,0,0.0198587368205548
37002,0,0.164556962025316
37007,0,0.168879809329248
24008,0,0.193496371943026
37010,0,0.222088835534214
33040,0,0.0739767179872324
24135,0,0.230872483221477
23081,0,0.245164003364172
41082,0,0.317229336437718
73042,0,0.236019597905052
33021,0,0.0612669607924748
23002,0,0.265379255425045
24062,2988.94117647059,0.469320354597601
36012,0,0.165819209039548
23105,0,0.418333333333333
24028,0,0.19534100477126
84016,0,0.0358523725834798
71045,0,0.277262693156733
23044,0,0.406280667320903
34043,0,0.15906976744186
62119,0,0.356122054847431
57081,1825.52631578947,0.168368767988116
61081,0,0.0903954802259887
52010,0,0.279651795429815
92097,0,0.103109081327947
61024,0,0.109795479009688
61012,0,0.0804252657911194
53065,760.28,0.577402135231317
52018,0,0.440579710144928
52012,0,0.424583031182016
83012,0,0.0787732247391194
92048,0,0.141094590319519
53020,0,0.249253731343284
91064,0,0.0532951289398281
63001,0,0.0692967137640895
53084,0,0.102819491265706
53083,0,0.0866726699684827
63088,0,0.228377614471453
25112,0,0.449928469241774
62079,0,0.340011129660545
25050,13.4733944954128,0.245985870263327
51069,0,0.181918412348401
25091,388.931034482759,0.701357466063348
92087,0,0.114797441364606
52025,0,0.190556492411467
56078,0,0.133194317737521
91141,0,0.135893389444152
63067,0,0.0711424886294209
91005,0,0.114394516374714
82032,252.064516129032,0.0538603462957706
56022,0,0.127521290900941
83013,0,0.0538754764930114
93088,0,0.10502024291498
83028,0,0.0725297827610371
93022,0,0.0737594993294591
61019,0,0.0985126859142607
53028,0,0.301908396946565
83055,0,0.0406361895245233
11044,0,0.276102088167053
35013,1459.0612244898,0.263838088271153
72021,0,0.178085740189095
44083,0,0.158214536106567
24055,0,0.303082685105157
34041,0,0.304226069246436
25120,0,0.137917485265226
73083,0,0.212986126904708
57096,0,0.440844378988709
64008,0,0.13324080499653
63004,0,0.0418615528531338
64015,0,0.149579449874972
61003,0,0.329018338727077
61079,0,0.0991957104557641
53082,10405.5,0.546376811594203
91030,0,0.0669998649196272
21004,376.244306418219,0.491270319084889
12021,0,0.214228617106315
63061,0,0.131951871657754
11022,311.583333333333,0.222389810625105
13004,0,0.237573490112239
13008,0,0.200960405907402
37018,0,0.105293775450844
42003,0,0.208050182958704
71066,0,0.35781210433021
45068,0,0.122242517914852
21010,1419.89189189189,0.659533073929961
34042,0,0.18510336121193
73022,0,0.11467976572832
73028,0,0.185714285714286
64076,0,0.143510376362997
55085,0,0.10982478097622
52015,894.257142857143,0.289078268670105
56001,0,0.394585253456221
63045,0,0.0444107452339688
85026,0,0.0664040517726505
11009,0,0.16907261592301
11052,536.041666666667,0.355384615384615
44013,0,0.378629932985853
41002,588.061224489796,0.352051835853132
24066,0,0.28127068166777
45064,0,0.137297297297297
25110,88.4198250728863,0.614839319470699
23009,0,0.12551867219917
62003,0,0.368263473053892
57027,0,0.199937519525148
25018,0,0.243775933609959
25123,0,0.144063459570113
64021,0,0.181498829039813
63020,0,0.372393961179008
61031,0,0.256102693602694
91120,0,0.0681961692275311
56051,0,0.0782245914938
11025,0,0.465364120781528
13040,0,0.203638290356764
13011,0,0.281165452653486
11030,0,0.530769230769231
44040,0,0.319790301441678
24038,0,0.377289377289377
24009,0,0.178464606181456
62108,0,0.271253602305476
25105,0,0.279951100244499
57094,0,0.138739946380697
63035,0,0.285063911749256
63089,0,0.256284916201117
25122,0,0.14271193331978
25121,0,0.388557806912992
62063,1715.88695652174,0.560401221107719
64023,0,0.109282700421941
25023,0,0.232062780269058
62093,1102.86363636364,0.830188679245283
92035,0,0.142940151074956
61063,0,0.15170151701517
63079,0,0.463995179270865
25072,0,0.133902198884148
62120,0,0.407306434023991
61068,0,0.18009768009768
92138,0,0.12888956680903
53046,0,0.0835503907032659
63058,0,0.272291083566573
92142,0,0.176019085157141
63038,0,0.0793025871766029
25107,0,0.167813216593704
62032,0,0.317834020011772
55004,0,0.0963372983158639
63046,0,0.156008146639511
25031,0,0.126241447804017
23045,0,0.229991805517618
24007,0,0.408403361344538
37020,0,0.105581127733026
63080,0,0.0943415532589788
57064,746.04347826087,0.195758564437194
63076,0,0.112109234638879
62121,0,0.282222222222222
57093,0,0.128310010764263
52055,0,0.161819803746655
53044,0,0.180488644184446
55035,0,0.135272391505078
52021,0,0.219733961946456
92003,0,0.209834922111137
62009,0,0.108365734353443
58001,0,0.398945245850783
63072,0,0.171128346259695
51009,0,0.175262437243268
92140,0,0.287363694676074
42025,0,0.282216841538875
24109,0,0.525670149931849
36006,0,0.105194123819517
42011,0,0.323379461034232
32006,0,0.0855204427780753
36019,0,0.119159879982855
63049,0,0.105005983246909
53014,0,0.387160493827161
83044,0,0.0489036353144836
81004,0,0.15154795410262
11023,133.582089552239,0.479385610347615
43007,0,0.139839333531687
44012,0,0.3402466367713
34013,0,0.361522911051213
73109,0,0.124876114965312
25043,0,0.158043758043758
62022,0,0.543171114599686
92137,0,0.45979020979021
46020,0,0.134065143062804
71020,0,0.191232876712329
23052,0,0.189715832205683
23025,0,0.30803223290876
44081,0,0.271586037966932
71067,0,0.157401623985009
44052,0,0.218800275798667
23038,0,0.2541567695962
33041,0,0.0343846949327818
24043,0,0.234838709677419
44020,0,0.233123028391167
71011,0,0.339749759384023
37017,0,0.264436296975252
33011,0,0.11765601217656
33037,0,0.113686372304533
24054,0,0.212477212882317
23102,0,0.605714285714286
41081,0,0.275095519277527
63073,0,0.0751499470775021
61048,0,0.0704573547589617
63075,0,0.027788035450517
53039,0,0.14894419306184
92054,0,0.157627899831003
52022,0,0.2793451758969
52074,0,0.293010752688172
58003,0,0.0767134486987328
53068,0,0.139794967381174
92006,0,0.0897321995177053
92101,0,0.23918625320956
63086,0,0.0273081924577373
91059,0,0.0799161535438229
58002,0,0.237877551020408
52048,0,0.463144161774299
56086,0,0.232813529540962
31022,0,0.166833792930559
13016,0,0.343342776203966
24094,0,0.353462157809984
34023,0,0.55005055611729
31003,0,0.128769017980636
42023,0,0.251389746757258
44064,0,0.555941626129256
71022,2237.02857142857,0.352826700398949
73006,0,0.295220491153948
23103,222.78125,0.744047619047619
33016,0,0.1
63048,0,0.24774148714385
55040,0,0.163962348722546
52075,0,0.148130841121495
58004,0,0.392330383480826
93056,0,0.0594392286221771
11055,0,0.401127049180328
11013,787.964285714286,0.611940298507463
42026,0,0.276310090948463
41063,0,0.228973693960726
24133,0,0.175865800865801
25015,0,0.32736013986014
55050,0,0.172839506172839
92045,0,0.187484100737726
63087,0,0.0443147624692259
81015,0,0.0852845992766038
11039,0,0.520502092050209
46014,0,0.25556046545883
12040,0,0.270014556040757
44048,0,0.186625629546726
34009,0,0.396806623299823
25048,0,0.143901448490592
25044,0,0.120970042796006
57003,0,0.151611873603575
62015,0,0.522571819425445
64075,0,0.119415109666937
64065,0,0.256459330143541
51012,0,0.102787456445993
62096,0,0.464808558558559
25117,0,0.205518553758325
63057,0,0.278233438485804
51014,0,0.120280016970726
61010,0,0.135541245016866
62122,0,0.34
61080,0,0.149291681801671
61072,0,0.277715059832919
51008,0,0.167792792792793
61028,0,0.180591593149974
57072,0,0.134977016297534
92141,0,0.157083803081548
62100,0,0.170440841484658
61043,0,0.180815876515987
53070,0,0.210092395167022
63013,0,0.0657145813929421
92094,2517.70454545455,0.32865264354747
55086,0,0.431736218444101
62026,0,0.150691038787338
53053,1804.01886792453,0.283272283272283
61039,0,0.213572854291417
56049,0,0.0902845927379784
84035,0,0.0358945198663729
37015,0,0.104873803307224
23088,0,0.33487725798981
24086,0,0.277473412826297
51004,0,0.166536111546295
92114,0,0.19584487534626
56044,0,0.146318732525629
91015,0,0.0406764168190128
38025,0,0.043124742692466
11005,0,0.417704011065007
42028,0,0.231205250596659
72041,0,0.174045336984634
72004,0,0.14118191637093
71057,0,0.190356312935709
12025,3208,0.332069174757282
32011,0,0.147579479768786
71070,0,0.372245050429585
24020,923,0.218274978650726
12005,0,0.339255210112743
71002,0,0.225415356982488
34040,0,0.429344151453685
45065,0,0.210775606867969
41011,0,0.464492753623188
45035,0,0.242292661745549
36010,0,0.218699839486356
23086,0,0.338336713995943
73040,0,0.201464128843338
21006,491.329411764706,0.557874762808349
71053,0,0.206324036936853
24011,0,0.192495502441532
73098,0,0.234304932735426
24104,423.056603773585,0.318073010173549
23099,245.178571428571,0.753355704697987
45062,0,0.175156389633601
23097,0,0.342358880220285
73009,0,0.159945715393563
45059,0,0.22054433713784
45063,0,0.202353834472285
33039,0,0.0475287174623248
24045,0,0.242918024567561
57097,0,0.118356700358657
23024,0,0.205554178031242
24041,0,0.141378290446613
23062,127.653266331658,0.426916221033868
25037,0,0.224739302409205
23064,0,0.10889994472084
51019,0,0.143658326143227
23023,0,0.202387720295623
23100,0,0.515513126491647
57095,0,0.13984461709212
