time,among_provinces_proportion_median,among_provinces_proportion_lower95HPD,among_provinces_proportion_higher95HPD,among_communes_proportion_median,among_communes_proportion_lower95HPD,among_communes_proportion_higher95HPD
2020.09437710782,0.5,0.333333333333333,0.875,0.875,0.625,1
2020.09702581525,0.5,0.333333333333333,0.875,0.875,0.625,1
2020.09967452268,0.5,0.333333333333333,0.875,0.875,0.625,1
2020.10232323011,0.5,0.333333333333333,0.875,0.875,0.625,1
2020.10497193754,0.5,0.333333333333333,0.875,0.875,0.625,1
2020.10762064497,0.5,0.333333333333333,0.875,0.875,0.625,1
2020.11026935241,0.5,0.333333333333333,0.875,0.875,0.625,1
2020.11291805984,0.4,0.3,0.8,0.8,0.5,1
2020.11556676727,0.4,0.3,0.8,0.8,0.5,1
2020.1182154747,0.222222222222222,0.166666666666667,0.444444444444444,0.777777777777778,0.5625,0.944444444444444
2020.12086418213,0.230769230769231,0.153846153846154,0.384615384615385,0.769230769230769,0.615384615384615,0.884615384615385
2020.12351288956,0.233333333333333,0.166666666666667,0.384821428571428,0.766666666666667,0.633333333333333,0.9
2020.126161597,0.25,0.178571428571429,0.392857142857143,0.785714285714286,0.653846153846154,0.892857142857143
2020.12881030443,0.25,0.178571428571429,0.392857142857143,0.785714285714286,0.653846153846154,0.892857142857143
2020.13145901186,0.25,0.178571428571429,0.392857142857143,0.785714285714286,0.653846153846154,0.892857142857143
2020.13410771929,0.294117647058824,0.205882352941176,0.437591911764706,0.794117647058823,0.676470588235294,0.882352941176471
2020.13675642672,0.25,0.184150717703349,0.363636363636364,0.795454545454545,0.681818181818182,0.886363636363636
2020.13940513415,0.26,0.2,0.36,0.791666666666667,0.6875,0.88
2020.14205384159,0.258620689655172,0.189655172413793,0.344827586206897,0.807017543859649,0.706896551724138,0.89478221415608
2020.14470254902,0.3,0.228571428571429,0.371428571428571,0.8,0.714285714285714,0.871428571428571
2020.14735125645,0.280487804878049,0.219512195121951,0.353658536585366,0.792682926829268,0.712370426829268,0.865853658536585
2020.14999996388,0.261116600790514,0.217354249011858,0.33695652173913,0.771739130434783,0.69548309178744,0.83695652173913
2020.15264867131,0.284313725490196,0.235294117647059,0.352941176470588,0.774509803921569,0.696078431372549,0.833333333333333
2020.15529737874,0.296875,0.25,0.3515625,0.76,0.6953125,0.816036507936508
2020.15794608618,0.302013422818792,0.261744966442953,0.351400900900901,0.744104843098132,0.686666666666667,0.793333333333333
2020.16059479361,0.277777777777778,0.244444444444444,0.320441988950276,0.729281767955801,0.679558011049724,0.775343320848939
2020.16324350104,0.276923076923077,0.246153846153846,0.31551505769772,0.72020725388601,0.671872996794872,0.765655359455959
2020.16589220847,0.27083511960902,0.237442922374429,0.306985811819927,0.730593607305936,0.684901242433896,0.771699585855368
2020.1685409159,0.266375545851528,0.234035645205858,0.302127659574468,0.727659574468085,0.680851063829787,0.767241379310345
2020.17118962334,0.273469387755102,0.239665080908396,0.307400956284153,0.730612244897959,0.685714285714286,0.771428571428571
2020.17383833077,0.279352226720648,0.245899931693989,0.314087691369733,0.732793522267207,0.68851795314263,0.773279352226721
2020.1764870382,0.274193548387097,0.240939759036145,0.3077,0.729083665338645,0.686985747869527,0.768924302788845
2020.17913574563,0.264705882352941,0.234404761904762,0.300009157509157,0.725925925925926,0.684981684981685,0.762984829848299
2020.18178445306,0.266666666666667,0.237762237762238,0.29931338028169,0.725694444444444,0.685121107266436,0.757894736842105
2020.18443316049,0.260726072607261,0.234323432343234,0.29042904290429,0.72,0.683333333333333,0.755775577557756
