node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune,startProvince,endProvince,startCommune,endCommune
15,1,0.000381000000000006,633734.657393038,783694.013896115,633594.635219964,783592.583915909,0.000381000000000006,0,2020.22366271585,2020.22404371585,2431000,Liège,Liège,4750,4750,Liège,Liège,4750,4750
15,16,0.000359999999999999,633734.657393038,783694.013896115,634425.992083934,783950.339856962,0.000359999999999999,0,2020.22366271585,2020.22402271585,2431000,Liège,NA,4750,NA,Liège,NA,4750,NA
16,17,0.05209,634425.992083934,783950.339856962,635802.318592179,782192.352269114,0.05245,0.000359999999999999,2020.22402271585,2020.27611271585,2431000,NA,NA,NA,NA,NA,NA,NA,NA
16,18,0.00784,634425.992083934,783950.339856962,634490.70041091,784219.067790898,0.0082,0.000359999999999999,2020.22402271585,2020.23186271585,2431000,NA,NA,NA,NA,NA,NA,NA,NA
17,2,0.0326304535500016,635802.318592179,782192.352269114,642004.279437344,776063.346164795,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,2431000,NA,Liège,NA,4700,NA,Liège,NA,4700
17,3,0.0162374535500016,635802.318592179,782192.352269114,643955.040848366,776959.006924124,0.0686874535500016,0.05245,2020.27611271585,2020.2923501694,2431000,NA,Liège,NA,4700,NA,Liège,NA,4700
18,4,0.0768804535500016,634490.70041091,784219.067790898,645727.449992765,783006.262035757,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,2431000,NA,Liège,NA,4700,NA,Liège,NA,4700
18,19,0.02251,634490.70041091,784219.067790898,659673.780075052,768363.907191332,0.03071,0.0082,2020.23186271585,2020.25437271585,2431000,NA,NA,NA,NA,NA,NA,NA,NA
19,20,0.00244,659673.780075052,768363.907191332,656931.949934833,765379.925756401,0.03315,0.03071,2020.25437271585,2020.25681271585,2431000,NA,Liège,NA,4720,NA,Liège,NA,4720
19,21,0.00273,659673.780075052,768363.907191332,660168.513265778,767727.700658211,0.03344,0.03071,2020.25437271585,2020.25710271585,2431000,NA,NA,NA,4721,NA,NA,NA,4721
20,5,0.0000184535500016361,656931.949934833,765379.925756401,657012.79581117,765314.036763368,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,2431000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
20,6,0.0000184535500016361,656931.949934833,765379.925756401,659721.667105112,766007.327830952,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,2431000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
21,22,0.00244,660168.513265778,767727.700658211,656931.949934833,765379.925756401,0.03588,0.03344,2020.25710271585,2020.25954271585,2431000,NA,Liège,4721,4720,NA,Liège,4721,4720
21,7,0.00246045355000164,660168.513265778,767727.700658211,659898.132876325,767912.368129012,0.0359004535500016,0.03344,2020.25710271585,2020.2595631694,2431000,NA,NA,4721,4721,NA,NA,4721,4721
22,8,0.0000204535500016381,656931.949934833,765379.925756401,621391.079976291,788523.748538198,0.0359004535500016,0.03588,2020.25954271585,2020.2595631694,2431000,Liège,Liège,4720,4760,Liège,Liège,4720,4760
22,23,0.03279,656931.949934833,765379.925756401,644557.618918449,778647.254053034,0.06867,0.03588,2020.25954271585,2020.29233271585,2431000,Liège,Liège,4720,4700,Liège,Liège,4720,4700
23,9,0.0000174535500016421,644557.618918449,778647.254053034,644602.295578747,778648.891159856,0.0686874535500016,0.06867,2020.29233271585,2020.2923501694,2431000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
23,24,0.01164,644557.618918449,778647.254053034,655743.834952955,766646.04313648,0.08031,0.06867,2020.29233271585,2020.30397271585,2431000,Liège,Liège,4700,4728,Liège,Liège,4700,4728
24,25,0.00231000000000001,655743.834952955,766646.04313648,655996.922798817,766621.467873898,0.08262,0.08031,2020.30397271585,2020.30628271585,2431000,Liège,Liège,4728,4728,Liège,Liège,4728,4728
24,10,0.00477045355000164,655743.834952955,766646.04313648,646907.942200398,762960.499727477,0.0850804535500016,0.08031,2020.30397271585,2020.3087431694,2431000,Liège,Liège,4728,4837,Liège,Liège,4728,4837
25,26,0.00244,655996.922798817,766621.467873898,656931.949934833,765379.925756401,0.08506,0.08262,2020.30628271585,2020.30872271585,2431000,Liège,Liège,4728,4720,Liège,Liège,4728,4720
25,27,0.00244,655996.922798817,766621.467873898,656931.949934833,765379.925756401,0.08506,0.08262,2020.30628271585,2020.30872271585,2431000,Liège,Liège,4728,4720,Liège,Liège,4728,4720
26,12,0.0000204535500016451,656931.949934833,765379.925756401,656864.291915067,765324.685370526,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,2431000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
26,11,0.0000204535500016451,656931.949934833,765379.925756401,616567.188939974,790410.616604529,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,2431000,Liège,Liège,4720,4760,Liège,Liège,4720,4760
27,13,0.0000204535500016451,656931.949934833,765379.925756401,658631.237906772,765994.897038398,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,2431000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
27,14,0.0000204535500016451,656931.949934833,765379.925756401,658531.374114447,765757.544950512,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,2431000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
36,28,0.0000219999999999942,638020.705257514,771364.37437677,638342.365206904,770787.908618678,0.0000219999999999942,0,2020.16391242623,2020.16393442623,2431000,Liège,Liège,4837,4837,Liège,Liège,4837,4837
36,37,0.00849,638020.705257514,771364.37437677,652806.18873751,742949.743002022,0.00849,0,2020.16391242623,2020.17240242623,2431000,Liège,Liège,4837,4671,Liège,Liège,4837,4671
37,38,0.00244,652806.18873751,742949.743002022,644182.096900714,760194.196192467,0.01093,0.00849,2020.17240242623,2020.17484242623,2431000,Liège,Liège,4671,4830,Liège,Liège,4671,4830
37,39,0.01337,652806.18873751,742949.743002022,651267.958907882,743808.911522054,0.02186,0.00849,2020.17240242623,2020.18577242623,2431000,Liège,Liège,4671,4671,Liège,Liège,4671,4671
38,29,0.00275289617003015,644182.096900714,760194.196192467,653499.721368531,760313.572091665,0.0136828961700301,0.01093,2020.17484242623,2020.1775953224,2431000,Liège,Liège,4830,4841,Liège,Liège,4830,4841
38,30,0.0000208961700301491,644182.096900714,760194.196192467,644328.116767948,760083.212471651,0.0109508961700301,0.01093,2020.17484242623,2020.1748633224,2431000,Liège,Liège,4830,4830,Liège,Liège,4830,4830
39,31,0.0000198961700301342,651267.958907882,743808.911522054,650777.196483673,743982.01764556,0.0218798961700301,0.02186,2020.18577242623,2020.1857923224,2431000,Liège,Liège,4671,4671,Liège,Liège,4671,4671
39,40,0.01122,651267.958907882,743808.911522054,647589.72557462,768093.456128437,0.03308,0.02186,2020.18577242623,2020.19699242623,2431000,Liège,Liège,4671,4700,Liège,Liège,4671,4700
40,41,0.00244,647589.72557462,768093.456128437,644182.096900714,760194.196192467,0.03552,0.03308,2020.19699242623,2020.19943242623,2431000,Liège,Liège,4700,4830,Liège,Liège,4700,4830
40,42,0.00832,647589.72557462,768093.456128437,645895.426405863,774655.480084088,0.0414,0.03308,2020.19699242623,2020.20531242623,2431000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
41,33,0.0000208961700301491,644182.096900714,760194.196192467,661283.761418774,754693.907387243,0.0355408961700301,0.03552,2020.19943242623,2020.1994533224,2431000,Liège,Limburg,4830,3793,Liège,Limburg,4830,3793
41,32,0.0000208961700301491,644182.096900714,760194.196192467,643303.267765298,771679.734280998,0.0355408961700301,0.03552,2020.19943242623,2020.1994533224,2431000,Liège,Liège,4830,4837,Liège,Liège,4830,4837
42,34,0.00233689617003014,645895.426405863,774655.480084088,611789.585609064,781623.756248252,0.0437368961700301,0.0414,2020.20531242623,2020.2076493224,2431000,Liège,Liège,4700,4770,Liège,Liège,4700,4770
42,35,0.0597148961700301,645895.426405863,774655.480084088,650002.13291104,732988.073192809,0.10111489617003,0.0414,2020.20531242623,2020.2650273224,2431000,Liège,Liège,4700,4430,Liège,Liège,4700,4430
47,48,0.00244,661943.508480123,753854.810226186,661294.174405413,754691.26232407,0.00244,0,2020.19699255191,2020.19943255191,2431000,Limburg,Limburg,3790,3793,Limburg,Limburg,3790,3793
47,49,0.00832,661943.508480123,753854.810226186,660858.633890158,751427.352712068,0.00832,0,2020.19699255191,2020.20531255191,2431000,Limburg,Limburg,3790,3790,Limburg,Limburg,3790,3790
48,43,0.0000210000000000071,661294.174405413,754691.26232407,643303.267765298,771679.734280998,0.002461,0.00244,2020.19943255191,2020.19945355191,2431000,Limburg,Liège,3793,4837,Limburg,Liège,3793,4837
48,44,0.0000207704901184907,661294.174405413,754691.26232407,661283.761418774,754693.907387243,0.00246077049011849,0.00244,2020.19943255191,2020.1994533224,2431000,Limburg,Limburg,3793,3793,Limburg,Limburg,3793,3793
49,45,0.00233677049011848,660858.633890158,751427.352712068,611789.585609064,781623.756248252,0.0106567704901185,0.00832,2020.20531255191,2020.2076493224,2431000,Limburg,Liège,3790,4770,Limburg,Liège,3790,4770
49,46,0.0597147704901185,660858.633890158,751427.352712068,650002.13291104,732988.073192809,0.0680347704901185,0.00832,2020.20531255191,2020.2650273224,2431000,Limburg,Liège,3790,4430,Limburg,Liège,3790,4430
53,50,0.021763,644729.85104525,732203.426181938,644107.601292089,737707.589729516,0.021763,0,2020.18042279235,2020.20218579235,2431000,Liège,Liège,4100,4053,Liège,Liège,4100,4053
53,54,0.019,644729.85104525,732203.426181938,645529.724786781,732871.377386301,0.019,0,2020.18042279235,2020.19942279235,2431000,Liège,Liège,4100,4000,Liège,Liège,4100,4000
54,51,0.0546755683099446,645529.724786781,732871.377386301,635868.408763382,733214.531552291,0.0736755683099446,0.019,2020.19942279235,2020.25409836066,2431000,Liège,Liège,4000,4130,Liège,Liège,4000,4130
54,52,0.0000305683099446133,645529.724786781,732871.377386301,645496.130779693,732833.298234528,0.0190305683099446,0.019,2020.19942279235,2020.19945336066,2431000,Liège,Liège,4000,4000,Liège,Liège,4000,4000
66,55,0.120062,640189.468296746,741365.717249602,632252.022263812,637859.19502108,0.120062,0,2020.0930527541,2020.2131147541,12155000,Liège,Hainaut,4052,7100,Liège,Hainaut,4052,7100
66,67,0.044023,640189.468296746,741365.717249602,641861.732145452,741019.923156674,0.044023,0,2020.0930527541,2020.1370757541,12155000,Liège,Liège,4052,4050,Liège,Liège,4052,4050
67,68,0.04318,641861.732145452,741019.923156674,656001.051822343,737651.760474202,0.087203,0.044023,2020.1370757541,2020.1802557541,12155000,Liège,Liège,4050,4680,Liège,Liège,4050,4680
67,70,0.000527,641861.732145452,741019.923156674,641696.673118141,740483.681249548,0.04455,0.044023,2020.1370757541,2020.1376027541,12155000,Liège,Liège,4050,4050,Liège,Liège,4050,4050
68,56,0.0000710491801042129,656001.051822343,737651.760474202,657591.771917594,736895.282383552,0.0872740491801042,0.087203,2020.1802557541,2020.18032680328,12155000,Liège,Liège,4680,4680,Liège,Liège,4680,4680
68,69,0.0000359999999999944,656001.051822343,737651.760474202,655805.625841049,737709.964880879,0.087239,0.087203,2020.1802557541,2020.1802917541,12155000,Liège,Liège,4680,4680,Liège,Liège,4680,4680
69,57,0.0000350491801042047,655805.625841049,737709.964880879,646101.216989852,738014.360673969,0.0872740491801042,0.087239,2020.1802917541,2020.18032680328,12155000,Liège,Liège,4680,4030,Liège,Liège,4680,4030
69,58,0.0000350491801042047,655805.625841049,737709.964880879,655987.805244944,737610.368292887,0.0872740491801042,0.087239,2020.1802917541,2020.18032680328,12155000,Liège,Liège,4680,4680,Liège,Liège,4680,4680
70,59,0.108299049180104,641696.673118141,740483.681249548,645175.440375378,738423.533533618,0.152849049180104,0.04455,2020.1376027541,2020.24590180328,12155000,Liège,Liège,4050,4032,Liège,Liège,4050,4032
70,71,0.04437,641696.673118141,740483.681249548,636824.266954214,772191.851222529,0.08892,0.04455,2020.1376027541,2020.1819727541,12155000,Liège,Liège,4050,4837,Liège,Liège,4050,4837
71,72,0.00342000000000001,636824.266954214,772191.851222529,629142.866481834,659792.649232404,0.09234,0.08892,2020.1819727541,2020.1853927541,12155000,Liège,Hainaut,4837,6220,Liège,Hainaut,4837,6220
71,60,0.0420710491801042,636824.266954214,772191.851222529,648722.063035101,771291.016031757,0.130991049180104,0.08892,2020.1819727541,2020.22404380328,12155000,Liège,Liège,4837,4700,Liège,Liège,4837,4700
72,61,0.0850990491801042,629142.866481834,659792.649232404,619509.321845003,661893.90824983,0.177439049180104,0.09234,2020.1853927541,2020.27049180328,12155000,Hainaut,Hainaut,6220,6200,Hainaut,Hainaut,6220,6200
72,73,0.000390000000000001,629142.866481834,659792.649232404,630158.001890826,660089.901124751,0.09273,0.09234,2020.1853927541,2020.1857827541,12155000,Hainaut,Hainaut,6220,6220,Hainaut,Hainaut,6220,6220
73,74,0.00437,630158.001890826,660089.901124751,630284.22186861,660428.338630184,0.0971,0.09273,2020.1857827541,2020.1901527541,12155000,Hainaut,Hainaut,6220,6220,Hainaut,Hainaut,6220,6220
73,62,0.0409930491801042,630158.001890826,660089.901124751,673235.654067548,645109.954755827,0.133723049180104,0.09273,2020.1857827541,2020.22677580328,12155000,Hainaut,Bruxelles,6220,1082,Hainaut,Bruxelles,6220,1082
74,63,0.0420880491801042,630284.22186861,660428.338630184,631662.248602259,658290.557716334,0.139188049180104,0.0971,2020.1901527541,2020.23224080328,12155000,Hainaut,Hainaut,6220,6211,Hainaut,Hainaut,6220,6211
74,75,0.03659,630284.22186861,660428.338630184,640695.939955688,649330.134350764,0.13369,0.0971,2020.1901527541,2020.2267427541,12155000,Hainaut,BrabantWallon,6220,1402,Hainaut,BrabantWallon,6220,1402
