node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune,startProvince,endProvince,startCommune,endCommune
15,1,0.000381000000000006,641343.00335605,780315.049553236,633594.635219964,783592.583915909,0.000381000000000006,0,2020.22366271585,2020.22404371585,8731000,NA,Liège,NA,4750,NA,Liège,NA,4750
15,16,0.000359999999999999,641343.00335605,780315.049553236,643230.749173149,778915.766236507,0.000359999999999999,0,2020.22366271585,2020.22402271585,8731000,NA,Liège,NA,4700,NA,Liège,NA,4700
16,17,0.05209,643230.749173149,778915.766236507,640772.601154359,778238.421970361,0.05245,0.000359999999999999,2020.22402271585,2020.27611271585,8731000,Liège,Liège,4700,4950,Liège,Liège,4700,4950
16,18,0.00784,643230.749173149,778915.766236507,645260.73349822,778663.008348479,0.0082,0.000359999999999999,2020.22402271585,2020.23186271585,8731000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
17,2,0.0326304535500016,640772.601154359,778238.421970361,642004.279437344,776063.346164795,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,8731000,Liège,Liège,4950,4700,Liège,Liège,4950,4700
17,3,0.0162374535500016,640772.601154359,778238.421970361,643955.040848366,776959.006924124,0.0686874535500016,0.05245,2020.27611271585,2020.2923501694,8731000,Liège,Liège,4950,4700,Liège,Liège,4950,4700
18,4,0.0768804535500016,645260.73349822,778663.008348479,645727.449992765,783006.262035757,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,8731000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
18,19,0.02251,645260.73349822,778663.008348479,654376.910558419,770952.071187867,0.03071,0.0082,2020.23186271585,2020.25437271585,8731000,Liège,Liège,4700,4731,Liège,Liège,4700,4731
19,20,0.00244,654376.910558419,770952.071187867,656969.026346672,765347.800773645,0.03315,0.03071,2020.25437271585,2020.25681271585,8731000,Liège,Liège,4731,4720,Liège,Liège,4731,4720
19,21,0.00273,654376.910558419,770952.071187867,656250.124422068,769059.291199402,0.03344,0.03071,2020.25437271585,2020.25710271585,8731000,Liège,Liège,4731,4730,Liège,Liège,4731,4730
20,5,0.0000184535500016361,656969.026346672,765347.800773645,657012.79581117,765314.036763368,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,8731000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
