node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune,startProvince,endProvince,startCommune,endCommune
15,1,0.000381000000000006,632810.853287124,785061.063580088,633594.635219964,783592.583915909,0.000381000000000006,0,2020.22366271585,2020.22404371585,8965000,Liège,Liège,4750,4750,Liège,Liège,4750,4750
15,16,0.000359999999999999,632810.853287124,785061.063580088,633756.744485674,783839.030517132,0.000359999999999999,0,2020.22366271585,2020.22402271585,8965000,Liège,Liège,4750,NA,Liège,Liège,4750,NA
16,17,0.05209,633756.744485674,783839.030517132,637474.40860275,780149.628238761,0.05245,0.000359999999999999,2020.22402271585,2020.27611271585,8965000,Liège,NA,NA,NA,Liège,NA,NA,NA
16,18,0.00784,633756.744485674,783839.030517132,652884.414025522,773125.472023211,0.0082,0.000359999999999999,2020.22402271585,2020.23186271585,8965000,Liège,Liège,NA,4730,Liège,Liège,NA,4730
17,2,0.0326304535500016,637474.40860275,780149.628238761,642004.279437344,776063.346164795,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,8965000,NA,Liège,NA,4700,NA,Liège,NA,4700
17,3,0.0162374535500016,637474.40860275,780149.628238761,643955.040848366,776959.006924124,0.0686874535500016,0.05245,2020.27611271585,2020.2923501694,8965000,NA,Liège,NA,4700,NA,Liège,NA,4700
18,4,0.0768804535500016,652884.414025522,773125.472023211,645727.449992765,783006.262035757,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,8965000,Liège,Liège,4730,4700,Liège,Liège,4730,4700
18,19,0.02251,652884.414025522,773125.472023211,654294.754849703,770421.864271605,0.03071,0.0082,2020.23186271585,2020.25437271585,8965000,Liège,Liège,4730,4731,Liège,Liège,4730,4731
19,20,0.00244,654294.754849703,770421.864271605,656881.59823964,765416.367118452,0.03315,0.03071,2020.25437271585,2020.25681271585,8965000,Liège,Liège,4731,4720,Liège,Liège,4731,4720
19,21,0.00273,654294.754849703,770421.864271605,653714.991573459,770185.810689016,0.03344,0.03071,2020.25437271585,2020.25710271585,8965000,Liège,Liège,4731,4711,Liège,Liège,4731,4711
20,5,0.0000184535500016361,656881.59823964,765416.367118452,657012.79581117,765314.036763368,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,8965000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
20,6,0.0000184535500016361,656881.59823964,765416.367118452,659721.667105112,766007.327830952,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,8965000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
21,22,0.00244,653714.991573459,770185.810689016,656881.59823964,765416.367118452,0.03588,0.03344,2020.25710271585,2020.25954271585,8965000,Liège,Liège,4711,4720,Liège,Liège,4711,4720
21,7,0.00246045355000164,653714.991573459,770185.810689016,659898.132876325,767912.368129012,0.0359004535500016,0.03344,2020.25710271585,2020.2595631694,8965000,Liège,NA,4711,4721,Liège,NA,4711,4721
22,8,0.0000204535500016381,656881.59823964,765416.367118452,621391.079976291,788523.748538198,0.0359004535500016,0.03588,2020.25954271585,2020.2595631694,8965000,Liège,Liège,4720,4760,Liège,Liège,4720,4760
22,23,0.03279,656881.59823964,765416.367118452,644404.065229851,778751.073123918,0.06867,0.03588,2020.25954271585,2020.29233271585,8965000,Liège,Liège,4720,4700,Liège,Liège,4720,4700
23,9,0.0000174535500016421,644404.065229851,778751.073123918,644602.295578747,778648.891159856,0.0686874535500016,0.06867,2020.29233271585,2020.2923501694,8965000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
23,24,0.01164,644404.065229851,778751.073123918,651670.531313845,769243.779537263,0.08031,0.06867,2020.29233271585,2020.30397271585,8965000,Liège,Liège,4700,4701,Liège,Liège,4700,4701
24,25,0.00231000000000001,651670.531313845,769243.779537263,653331.136682826,768234.056747955,0.08262,0.08031,2020.30397271585,2020.30628271585,8965000,Liège,Liège,4701,4711,Liège,Liège,4701,4711
24,10,0.00477045355000164,651670.531313845,769243.779537263,646907.942200398,762960.499727477,0.0850804535500016,0.08031,2020.30397271585,2020.3087431694,8965000,Liège,Liège,4701,4837,Liège,Liège,4701,4837
25,26,0.00244,653331.136682826,768234.056747955,656881.59823964,765416.367118452,0.08506,0.08262,2020.30628271585,2020.30872271585,8965000,Liège,Liège,4711,4720,Liège,Liège,4711,4720
25,27,0.00244,653331.136682826,768234.056747955,656881.59823964,765416.367118452,0.08506,0.08262,2020.30628271585,2020.30872271585,8965000,Liège,Liège,4711,4720,Liège,Liège,4711,4720
26,12,0.0000204535500016451,656881.59823964,765416.367118452,656864.291915067,765324.685370526,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,8965000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
26,11,0.0000204535500016451,656881.59823964,765416.367118452,616567.188939974,790410.616604529,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,8965000,Liège,Liège,4720,4760,Liège,Liège,4720,4760
27,13,0.0000204535500016451,656881.59823964,765416.367118452,658631.237906772,765994.897038398,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,8965000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
27,14,0.0000204535500016451,656881.59823964,765416.367118452,658531.374114447,765757.544950512,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,8965000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
36,28,0.0000219999999999942,639231.482519932,767145.353431873,638342.365206904,770787.908618678,0.0000219999999999942,0,2020.16391242623,2020.16393442623,8965000,Liège,Liège,4845,4837,Liège,Liège,4845,4837
36,37,0.00849,639231.482519932,767145.353431873,645038.517642805,758788.375214471,0.00849,0,2020.16391242623,2020.17240242623,8965000,Liège,Liège,4845,4801,Liège,Liège,4845,4801
37,38,0.00244,645038.517642805,758788.375214471,644338.14413977,760120.300548478,0.01093,0.00849,2020.17240242623,2020.17484242623,8965000,Liège,Liège,4801,4830,Liège,Liège,4801,4830
37,39,0.01337,645038.517642805,758788.375214471,650871.881220064,743841.517230556,0.02186,0.00849,2020.17240242623,2020.18577242623,8965000,Liège,Liège,4801,4671,Liège,Liège,4801,4671
38,29,0.00275289617003015,644338.14413977,760120.300548478,653499.721368531,760313.572091665,0.0136828961700301,0.01093,2020.17484242623,2020.1775953224,8965000,Liège,Liège,4830,4841,Liège,Liège,4830,4841
38,30,0.0000208961700301491,644338.14413977,760120.300548478,644328.116767948,760083.212471651,0.0109508961700301,0.01093,2020.17484242623,2020.1748633224,8965000,Liège,Liège,4830,4830,Liège,Liège,4830,4830
39,31,0.0000198961700301342,650871.881220064,743841.517230556,650777.196483673,743982.01764556,0.0218798961700301,0.02186,2020.18577242623,2020.1857923224,8965000,Liège,Liège,4671,4671,Liège,Liège,4671,4671
39,40,0.01122,650871.881220064,743841.517230556,650998.30222178,744302.326913877,0.03308,0.02186,2020.18577242623,2020.19699242623,8965000,Liège,Liège,4671,4671,Liège,Liège,4671,4671
40,41,0.00244,650998.30222178,744302.326913877,644338.14413977,760120.300548478,0.03552,0.03308,2020.19699242623,2020.19943242623,8965000,Liège,Liège,4671,4830,Liège,Liège,4671,4830
40,42,0.00832,650998.30222178,744302.326913877,642656.426739529,748114.896555727,0.0414,0.03308,2020.19699242623,2020.20531242623,8965000,Liège,Liège,4671,4877,Liège,Liège,4671,4877
41,33,0.0000208961700301491,644338.14413977,760120.300548478,661283.761418774,754693.907387243,0.0355408961700301,0.03552,2020.19943242623,2020.1994533224,8965000,Liège,Limburg,4830,3793,Liège,Limburg,4830,3793
41,32,0.0000208961700301491,644338.14413977,760120.300548478,643303.267765298,771679.734280998,0.0355408961700301,0.03552,2020.19943242623,2020.1994533224,8965000,Liège,Liège,4830,4837,Liège,Liège,4830,4837
42,34,0.00233689617003014,642656.426739529,748114.896555727,611789.585609064,781623.756248252,0.0437368961700301,0.0414,2020.20531242623,2020.2076493224,8965000,Liège,Liège,4877,4770,Liège,Liège,4877,4770
42,35,0.0597148961700301,642656.426739529,748114.896555727,650002.13291104,732988.073192809,0.10111489617003,0.0414,2020.20531242623,2020.2650273224,8965000,Liège,Liège,4877,4430,Liège,Liège,4877,4430
47,48,0.00244,648628.579797987,761144.764078942,661388.825149985,754501.762897542,0.00244,0,2020.19699255191,2020.19943255191,8965000,Liège,Limburg,4837,3793,Liège,Limburg,4837,3793
47,49,0.00832,648628.579797987,761144.764078942,635849.786559147,756536.140765981,0.00832,0,2020.19699255191,2020.20531255191,8965000,Liège,Liège,4837,4910,Liège,Liège,4837,4910
48,43,0.0000210000000000071,661388.825149985,754501.762897542,643303.267765298,771679.734280998,0.002461,0.00244,2020.19943255191,2020.19945355191,8965000,Limburg,Liège,3793,4837,Limburg,Liège,3793,4837
48,44,0.0000207704901184907,661388.825149985,754501.762897542,661283.761418774,754693.907387243,0.00246077049011849,0.00244,2020.19943255191,2020.1994533224,8965000,Limburg,Limburg,3793,3793,Limburg,Limburg,3793,3793
49,45,0.00233677049011848,635849.786559147,756536.140765981,611789.585609064,781623.756248252,0.0106567704901185,0.00832,2020.20531255191,2020.2076493224,8965000,Liège,Liège,4910,4770,Liège,Liège,4910,4770
49,46,0.0597147704901185,635849.786559147,756536.140765981,650002.13291104,732988.073192809,0.0680347704901185,0.00832,2020.20531255191,2020.2650273224,8965000,Liège,Liège,4910,4430,Liège,Liège,4910,4430
53,50,0.021763,643975.758624311,737475.164672355,644107.601292089,737707.589729516,0.021763,0,2020.18042279235,2020.20218579235,8965000,Liège,Liège,4053,4053,Liège,Liège,4053,4053
53,54,0.019,643975.758624311,737475.164672355,645475.98984569,732810.813239306,0.019,0,2020.18042279235,2020.19942279235,8965000,Liège,Liège,4053,4000,Liège,Liège,4053,4000
54,51,0.0546755683099446,645475.98984569,732810.813239306,635868.408763382,733214.531552291,0.0736755683099446,0.019,2020.19942279235,2020.25409836066,8965000,Liège,Liège,4000,4130,Liège,Liège,4000,4130
54,52,0.0000305683099446133,645475.98984569,732810.813239306,645496.130779693,732833.298234528,0.0190305683099446,0.019,2020.19942279235,2020.19945336066,8965000,Liège,Liège,4000,4000,Liège,Liège,4000,4000
66,55,0.120062,627966.791843504,640335.610322148,632252.022263812,637859.19502108,0.120062,0,2020.0930527541,2020.2131147541,44825000,Hainaut,Hainaut,7140,7100,Hainaut,Hainaut,7140,7100
66,67,0.044023,627966.791843504,640335.610322148,651408.663324125,736931.257930808,0.044023,0,2020.0930527541,2020.1370757541,44825000,Hainaut,Liège,7140,4041,Hainaut,Liège,7140,4041
67,68,0.04318,651408.663324125,736931.257930808,657508.77605822,736845.030146252,0.087203,0.044023,2020.1370757541,2020.1802557541,44825000,Liège,Liège,4041,4680,Liège,Liège,4041,4680
67,70,0.000527,651408.663324125,736931.257930808,650970.822704159,737623.398809454,0.04455,0.044023,2020.1370757541,2020.1376027541,44825000,Liège,Liège,4041,4000,Liège,Liège,4041,4000
68,56,0.0000710491801042129,657508.77605822,736845.030146252,657591.771917594,736895.282383552,0.0872740491801042,0.087203,2020.1802557541,2020.18032680328,44825000,Liège,Liège,4680,4680,Liège,Liège,4680,4680
68,69,0.0000359999999999944,657508.77605822,736845.030146252,656020.468718534,737530.222512302,0.087239,0.087203,2020.1802557541,2020.1802917541,44825000,Liège,Liège,4680,4680,Liège,Liège,4680,4680
69,57,0.0000350491801042047,656020.468718534,737530.222512302,646101.216989852,738014.360673969,0.0872740491801042,0.087239,2020.1802917541,2020.18032680328,44825000,Liège,Liège,4680,4030,Liège,Liège,4680,4030
69,58,0.0000350491801042047,656020.468718534,737530.222512302,655987.805244944,737610.368292887,0.0872740491801042,0.087239,2020.1802917541,2020.18032680328,44825000,Liège,Liège,4680,4680,Liège,Liège,4680,4680
70,59,0.108299049180104,650970.822704159,737623.398809454,645175.440375378,738423.533533618,0.152849049180104,0.04455,2020.1376027541,2020.24590180328,44825000,Liège,Liège,4000,4032,Liège,Liège,4000,4032
70,71,0.04437,650970.822704159,737623.398809454,649776.251504234,732993.341191653,0.08892,0.04455,2020.1376027541,2020.1819727541,44825000,Liège,Liège,4000,4430,Liège,Liège,4000,4430
71,72,0.00342000000000001,649776.251504234,732993.341191653,627299.544508836,659423.803026301,0.09234,0.08892,2020.1819727541,2020.1853927541,44825000,Liège,Hainaut,4430,6220,Liège,Hainaut,4430,6220
71,60,0.0420710491801042,649776.251504234,732993.341191653,648722.063035101,771291.016031757,0.130991049180104,0.08892,2020.1819727541,2020.22404380328,44825000,Liège,Liège,4430,4700,Liège,Liège,4430,4700
72,61,0.0850990491801042,627299.544508836,659423.803026301,619509.321845003,661893.90824983,0.177439049180104,0.09234,2020.1853927541,2020.27049180328,44825000,Hainaut,Hainaut,6220,6200,Hainaut,Hainaut,6220,6200
72,73,0.000390000000000001,627299.544508836,659423.803026301,626212.284594176,659512.583941781,0.09273,0.09234,2020.1853927541,2020.1857827541,44825000,Hainaut,Hainaut,6220,6220,Hainaut,Hainaut,6220,6220
73,74,0.00437,626212.284594176,659512.583941781,627668.598793905,660079.517361921,0.0971,0.09273,2020.1857827541,2020.1901527541,44825000,Hainaut,Hainaut,6220,6220,Hainaut,Hainaut,6220,6220
73,62,0.0409930491801042,626212.284594176,659512.583941781,673235.654067548,645109.954755827,0.133723049180104,0.09273,2020.1857827541,2020.22677580328,44825000,Hainaut,Bruxelles,6220,1082,Hainaut,Bruxelles,6220,1082
74,63,0.0420880491801042,627668.598793905,660079.517361921,631662.248602259,658290.557716334,0.139188049180104,0.0971,2020.1901527541,2020.23224080328,44825000,Hainaut,Hainaut,6220,6211,Hainaut,Hainaut,6220,6211
74,75,0.03659,627668.598793905,660079.517361921,636959.454347955,658184.856541381,0.13369,0.0971,2020.1901527541,2020.2267427541,44825000,Hainaut,BrabantWallon,6220,1495,Hainaut,BrabantWallon,6220,1495
75,65,0.0191590491801042,636959.454347955,658184.856541381,635215.846043767,651491.117361354,0.152849049180104,0.13369,2020.2267427541,2020.24590180328,44825000,BrabantWallon,Hainaut,1495,6230,BrabantWallon,Hainaut,1495,6230
75,64,0.0000330491801042165,636959.454347955,658184.856541381,670101.109616007,698047.89762907,0.133723049180104,0.13369,2020.2267427541,2020.22677580328,44825000,BrabantWallon,VlaamsBrabant,1495,3350,BrabantWallon,VlaamsBrabant,1495,3350
80,76,0.054103,690556.530366392,693050.065701958,721280.27614978,672102.46313337,0.054103,0,2020.18906639891,2020.24316939891,8965000,VlaamsBrabant,Antwerpen,3271,2390,VlaamsBrabant,Antwerpen,3271,2390
80,81,0.0000980000000000009,690556.530366392,693050.065701958,690543.144778312,693042.162248195,0.0000980000000000009,0,2020.18906639891,2020.18916439891,8965000,VlaamsBrabant,VlaamsBrabant,3271,3271,VlaamsBrabant,VlaamsBrabant,3271,3271
81,77,0.032147,690543.144778312,693042.162248195,710692.072436232,706114.552496834,0.032245,0.0000980000000000009,2020.18916439891,2020.22131139891,8965000,VlaamsBrabant,Antwerpen,3271,2400,VlaamsBrabant,Antwerpen,3271,2400
81,82,0.000549000000000001,690543.144778312,693042.162248195,682745.384955271,690561.465642155,0.000647000000000002,0.0000980000000000009,2020.18916439891,2020.18971339891,8965000,VlaamsBrabant,VlaamsBrabant,3271,3460,VlaamsBrabant,VlaamsBrabant,3271,3460
82,78,0.039795,682745.384955271,690561.465642155,682460.707861464,690072.960299478,0.040442,0.000647000000000002,2020.18971339891,2020.22950839891,8965000,VlaamsBrabant,VlaamsBrabant,3460,3390,VlaamsBrabant,VlaamsBrabant,3460,3390
82,79,0.050724,682745.384955271,690561.465642155,694438.711141177,708299.528446153,0.051371,0.000647000000000002,2020.18971339891,2020.24043739891,8965000,VlaamsBrabant,Limburg,3460,3583,VlaamsBrabant,Limburg,3460,3583
87,83,0.071835,698247.727686892,698582.804792636,698273.354839221,698609.845446575,0.071835,0,2020.17133439891,2020.24316939891,8965000,Antwerpen,Antwerpen,2430,2430,Antwerpen,Antwerpen,2430,2430
87,88,0.000442999999999999,698247.727686892,698582.804792636,698279.321300796,698617.262604047,0.000442999999999999,0,2020.17133439891,2020.17177739891,8965000,Antwerpen,Antwerpen,2430,2430,Antwerpen,Antwerpen,2430,2430
88,84,0.065928,698279.321300796,698617.262604047,714257.812322577,721415.178959928,0.066371,0.000442999999999999,2020.17177739891,2020.23770539891,8965000,Antwerpen,Limburg,2430,3900,Antwerpen,Limburg,2430,3900
88,89,0.000255000000000005,698279.321300796,698617.262604047,698289.47152288,698630.410524268,0.000698000000000004,0.000442999999999999,2020.17177739891,2020.17203239891,8965000,Antwerpen,Antwerpen,2430,2430,Antwerpen,Antwerpen,2430,2430
89,85,0.057475,698289.47152288,698630.410524268,682760.32949797,652969.524646665,0.058173,0.000698000000000004,2020.17203239891,2020.22950739891,8965000,Antwerpen,VlaamsBrabant,2430,1850,Antwerpen,VlaamsBrabant,2430,1850
89,86,0.071137,698289.47152288,698630.410524268,718395.810602827,674852.613167297,0.071835,0.000698000000000004,2020.17203239891,2020.24316939891,8965000,Antwerpen,Antwerpen,2430,2980,Antwerpen,Antwerpen,2430,2980
95,96,0.00244,665724.883726129,660814.429177242,665738.998442979,660843.626577836,0.00244,0,2020.22156271585,2020.22400271585,44825000,VlaamsBrabant,VlaamsBrabant,3080,3080,VlaamsBrabant,VlaamsBrabant,3080,3080
95,97,0.00546,665724.883726129,660814.429177242,693188.112351811,686545.443321276,0.00546,0,2020.22156271585,2020.22702271585,44825000,VlaamsBrabant,Antwerpen,3080,2230,VlaamsBrabant,Antwerpen,3080,2230
96,90,0.0000409999999999994,665738.998442979,660843.626577836,705046.906303553,648572.717890105,0.002481,0.00244,2020.22400271585,2020.22404371585,44825000,VlaamsBrabant,Antwerpen,3080,2620,VlaamsBrabant,Antwerpen,3080,2620
96,91,0.00277268305988316,665738.998442979,660843.626577836,665975.562516932,661043.249116965,0.00521268305988316,0.00244,2020.22400271585,2020.22677539891,44825000,VlaamsBrabant,VlaamsBrabant,3080,3080,VlaamsBrabant,VlaamsBrabant,3080,3080
97,92,0.00248468305988316,693188.112351811,686545.443321276,692747.617948766,686128.305070733,0.00794468305988316,0.00546,2020.22702271585,2020.22950739891,44825000,Antwerpen,Antwerpen,2230,2230,Antwerpen,Antwerpen,2230,2230
97,98,0.01337,693188.112351811,686545.443321276,676926.417762639,673557.355985363,0.01883,0.00546,2020.22702271585,2020.24039271585,44825000,Antwerpen,VlaamsBrabant,2230,3012,Antwerpen,VlaamsBrabant,2230,3012
98,93,0.00277668305988316,676926.417762639,673557.355985363,712666.037269849,662439.682957455,0.0216066830598832,0.01883,2020.24039271585,2020.24316939891,44825000,VlaamsBrabant,Antwerpen,3012,2110,VlaamsBrabant,Antwerpen,3012,2110
98,94,0.0000436830598831567,676926.417762639,673557.355985363,676909.563494759,673541.779546036,0.0188736830598832,0.01883,2020.24039271585,2020.24043639891,44825000,VlaamsBrabant,VlaamsBrabant,3012,3012,VlaamsBrabant,VlaamsBrabant,3012,3012
103,99,0.082848,641404.021641894,738358.216561725,645475.805167229,722068.605987602,0.082848,0,2020.17398260109,2020.25683060109,8965000,Liège,Liège,4052,4460,Liège,Liège,4052,4460
103,104,0.03203,641404.021641894,738358.216561725,641515.595688201,738336.776230812,0.03203,0,2020.17398260109,2020.20601260109,8965000,Liège,Liège,4052,4052,Liège,Liège,4052,4052
104,100,0.0180307213100143,641515.595688201,738336.776230812,658082.876653976,759267.291260263,0.0500607213100143,0.03203,2020.20601260109,2020.2240433224,8965000,Liège,Liège,4052,4852,Liège,Liège,4052,4852
104,105,0.01695,641515.595688201,738336.776230812,642712.463155539,739241.95314481,0.04898,0.03203,2020.20601260109,2020.22296260109,8965000,Liège,Liège,4052,4051,Liège,Liège,4052,4051
105,101,0.0420647213100143,642712.463155539,739241.95314481,654414.060446384,742463.772057467,0.0910447213100143,0.04898,2020.22296260109,2020.2650273224,8965000,Liège,Liège,4051,4602,Liège,Liège,4051,4602
105,102,0.0311357213100143,642712.463155539,739241.95314481,642194.815864786,738952.547159649,0.0801157213100143,0.04898,2020.22296260109,2020.2540983224,8965000,Liège,Liège,4051,4050,Liège,Liège,4051,4050
