node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune
12,1,0.144461967181504,643300.455876112,734576.562329215,627900.92433777,638449.465755059,0.144461967181504,0,2020.0686527869,2020.21311475408,30290000,Liège,Hainaut,4102,7100
12,13,0.05347371079,643300.455876112,734576.562329215,645065.358216736,735568.289262882,0.05347371079,0,2020.0686527869,2020.12212649769,30290000,Liège,Liège,4102,4031
13,14,0.000166289214100002,645065.358216736,735568.289262882,645245.779984026,735920.836740105,0.0536400000041,0.05347371079,2020.12212649769,2020.1222927869,30290000,Liège,Liège,4031,4031
13,17,0.049425892,645065.358216736,735568.289262882,643532.188405389,678570.336138507,0.10289960279,0.05347371079,2020.12212649769,2020.17155238969,30290000,Liège,BrabantWallon,4031,1360
14,5,0.123608852481504,645245.779984026,735920.836740105,646203.54615974,738775.909736119,0.177248852485604,0.0536400000041,2020.1222927869,2020.24590163939,30290000,Liège,Liège,4031,4032
14,15,0.05743566521,645245.779984026,735920.836740105,647153.803656471,739410.591764599,0.1110756652141,0.0536400000041,2020.1222927869,2020.17972845211,30290000,Liège,Liège,4031,4030
15,16,0.000544334787500003,647153.803656471,739410.591764599,656385.597953554,741687.6532121,0.1116200000016,0.1110756652141,2020.17972845211,2020.1802727869,30290000,Liège,Liège,4030,4681
15,4,0.000599416736104266,647153.803656471,739410.591764599,647139.366155727,739460.047409309,0.111675081950204,0.1110756652141,2020.17972845211,2020.18032786885,30290000,Liège,Liège,4030,4030
16,2,0.0000550819485742732,656385.597953554,741687.6532121,656797.226904602,739454.820288108,0.111675081950174,0.1116200000016,2020.1802727869,2020.18032786885,30290000,Liège,Liège,4681,4680
16,3,0.0000550819485742732,656385.597953554,741687.6532121,656020.05133016,741017.497414941,0.111675081950174,0.1116200000016,2020.1802727869,2020.18032786885,30290000,Liège,Liège,4681,4680
17,18,0.000470397218599997,643532.188405389,678570.336138507,643537.844614116,678414.714192656,0.1033700000086,0.10289960279,2020.17155238969,2020.17202278691,30290000,BrabantWallon,BrabantWallon,1360,1360
17,6,0.0524913261615043,643532.188405389,678570.336138507,644384.961591768,773135.884138858,0.155390928951504,0.10289960279,2020.17155238969,2020.22404371585,30290000,BrabantWallon,Liège,1360,4700
18,7,0.0984690163715043,643537.844614116,678414.714192656,622516.226418491,659810.870950471,0.201839016380104,0.1033700000086,2020.17202278691,2020.27049180328,30290000,BrabantWallon,Hainaut,1360,6200
18,19,0.00408,643537.844614116,678414.714192656,634926.817725403,663462.765227146,0.1074500000086,0.1033700000086,2020.17202278691,2020.17610278691,30290000,BrabantWallon,Hainaut,1360,6222
19,8,0.0506731693815043,634926.817725403,663462.765227146,671904.458948933,644955.589442908,0.158123169390104,0.1074500000086,2020.17610278691,2020.22677595629,30290000,Hainaut,Bruxelles,6222,1082
19,20,0.00546000000000001,634926.817725403,663462.765227146,635138.496750458,663482.330506405,0.1129100000086,0.1074500000086,2020.17610278691,2020.18156278691,30290000,Hainaut,Hainaut,6222,6222
20,9,0.0506776502515043,635138.496750458,663482.330506405,633057.42294232,657644.111877344,0.163587650260104,0.1129100000086,2020.18156278691,2020.23224043716,30290000,Hainaut,Hainaut,6222,6211
20,21,0.04515,635138.496750458,663482.330506405,637610.956983957,668753.93552313,0.1580600000086,0.1129100000086,2020.18156278691,2020.22671278691,30290000,Hainaut,Namur,6222,5032
21,10,0.0000631693803942734,637610.956983957,668753.93552313,671619.376521435,696445.997637305,0.158123169388994,0.1580600000086,2020.22671278691,2020.22677595629,30290000,Namur,VlaamsBrabant,5032,3350
21,11,0.0191888524415043,637610.956983957,668753.93552313,637170.223797644,648568.52183319,0.177248852450104,0.1580600000086,2020.22671278691,2020.24590163935,30290000,Namur,Hainaut,5032,6230
26,27,0.000199923969000003,688005.680922213,699000.388466921,688018.029900922,699028.426643959,0.000199923969000003,0,2020.18135286292,2020.18155278689,6058000,VlaamsBrabant,VlaamsBrabant,3290,3290
26,28,0.000199923969000003,688005.680922213,699000.388466921,688018.029900922,699028.426643959,0.000199923969000003,0,2020.18135286292,2020.18155278689,6058000,VlaamsBrabant,VlaamsBrabant,3290,3290
27,22,0.0588843715798546,688018.029900922,699028.426643959,694149.031382167,707001.323415995,0.0590842955488546,0.000199923969000003,2020.18155278689,2020.24043715847,6058000,VlaamsBrabant,Limburg,3290,3583
27,23,0.0479554098398546,688018.029900922,699028.426643959,679229.418318674,685173.330251501,0.0481553338088546,0.000199923969000003,2020.18155278689,2020.22950819673,6058000,VlaamsBrabant,VlaamsBrabant,3290,3390
28,24,0.0397586885198546,688018.029900922,699028.426643959,709959.205824516,704434.325019237,0.0399586124888546,0.000199923969000003,2020.18155278689,2020.22131147541,6058000,VlaamsBrabant,Antwerpen,3290,2400
28,25,0.0616166120198546,688018.029900922,699028.426643959,721119.803803077,671965.519730271,0.0618165359888546,0.000199923969000003,2020.18155278689,2020.24316939891,6058000,VlaamsBrabant,Antwerpen,3290,2390
33,29,0.08226914921,713417.822684543,735711.435956666,697353.723004026,695353.545273836,0.08226914921,0,2020.1609002497,2020.24316939891,6058000,NA,Antwerpen,NA,2430
33,34,0.000064692527990004,713417.822684543,735711.435956666,713025.831862391,734874.03736782,0.000064692527990004,0,2020.1609002497,2020.16096494223,6058000,NA,NA,NA,NA
34,30,0.07673997581,713025.831862391,734874.03736782,707891.200844632,724593.368594803,0.07680466833799,0.000064692527990004,2020.16096494223,2020.23770491804,6058000,NA,Limburg,NA,3900
34,35,0.0000478446596999943,713025.831862391,734874.03736782,712979.442714134,734779.420484594,0.000112537187689998,0.000064692527990004,2020.16096494223,2020.16101278689,6058000,NA,NA,NA,NA
35,31,0.06849540984,712979.442714134,734779.420484594,662980.332399126,613182.421859925,0.06860794702769,0.000112537187689998,2020.16101278689,2020.22950819673,6058000,NA,Oost-Vlaanderen,NA,9500
