node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune,startProvince,endProvince,startCommune,endCommune
15,1,0.000381000000000006,633386.157392337,782585.601711513,633594.635219964,783592.583915909,0.000381000000000006,0,2020.22366271585,2020.22404371585,5653000,Liège,Liège,4750,4750,Liège,Liège,4750,4750
15,16,0.000359999999999999,633386.157392337,782585.601711513,633353.89232292,782700.745804592,0.000359999999999999,0,2020.22366271585,2020.22402271585,5653000,Liège,Liège,4750,4750,Liège,Liège,4750,4750
16,17,0.05209,633353.89232292,782700.745804592,642205.466078029,776191.440651146,0.05245,0.000359999999999999,2020.22402271585,2020.27611271585,5653000,Liège,Liège,4750,4700,Liège,Liège,4750,4700
16,18,0.00784,633353.89232292,782700.745804592,640839.003196804,780753.859443292,0.0082,0.000359999999999999,2020.22402271585,2020.23186271585,5653000,Liège,NA,4750,NA,Liège,NA,4750,NA
17,2,0.0326304535500016,642205.466078029,776191.440651146,642004.279437344,776063.346164795,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,5653000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
17,3,0.0162374535500016,642205.466078029,776191.440651146,643955.040848366,776959.006924124,0.0686874535500016,0.05245,2020.27611271585,2020.2923501694,5653000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
18,4,0.0768804535500016,640839.003196804,780753.859443292,645727.449992765,783006.262035757,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,5653000,NA,Liège,NA,4700,NA,Liège,NA,4700
18,19,0.02251,640839.003196804,780753.859443292,657893.987298283,768377.437138102,0.03071,0.0082,2020.23186271585,2020.25437271585,5653000,NA,Liège,NA,4728,NA,Liège,NA,4728
19,20,0.00244,657893.987298283,768377.437138102,658320.362422356,766993.890125648,0.03315,0.03071,2020.25437271585,2020.25681271585,5653000,Liège,Liège,4728,4721,Liège,Liège,4728,4721
19,21,0.00273,657893.987298283,768377.437138102,658666.897854867,768171.866663264,0.03344,0.03071,2020.25437271585,2020.25710271585,5653000,Liège,NA,4728,NA,Liège,NA,4728,NA
20,5,0.0000184535500016361,658320.362422356,766993.890125648,657012.79581117,765314.036763368,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,5653000,Liège,Liège,4721,4720,Liège,Liège,4721,4720
20,6,0.0000184535500016361,658320.362422356,766993.890125648,659721.667105112,766007.327830952,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,5653000,Liège,Liège,4721,4720,Liège,Liège,4721,4720
21,22,0.00244,658666.897854867,768171.866663264,658320.362422356,766993.890125648,0.03588,0.03344,2020.25710271585,2020.25954271585,5653000,NA,Liège,NA,4721,NA,Liège,NA,4721
