node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune
12,1,0.144461967181504,620692.224509854,641623.787678493,627900.92433777,638449.465755059,0.144461967181504,0,2020.0686527869,2020.21311475408,32405000,Hainaut,Hainaut,6150,7100
12,13,0.05347371079,620692.224509854,641623.787678493,626563.635642191,642679.568691695,0.05347371079,0,2020.0686527869,2020.12212649769,32405000,Hainaut,Hainaut,6150,7141
13,14,0.000166289214100002,626563.635642191,642679.568691695,645125.684428908,736809.239358168,0.0536400000041,0.05347371079,2020.12212649769,2020.1222927869,32405000,Hainaut,Liège,7141,4031
13,17,0.049425892,626563.635642191,642679.568691695,626486.383488354,648557.850360187,0.10289960279,0.05347371079,2020.12212649769,2020.17155238969,32405000,Hainaut,Hainaut,7141,6182
14,5,0.123608852481504,645125.684428908,736809.239358168,646203.54615974,738775.909736119,0.177248852485604,0.0536400000041,2020.1222927869,2020.24590163939,32405000,Liège,Liège,4031,4032
14,15,0.05743566521,645125.684428908,736809.239358168,647148.89921298,739325.065371973,0.1110756652141,0.0536400000041,2020.1222927869,2020.17972845211,32405000,Liège,Liège,4031,4030
15,16,0.000544334787500003,647148.89921298,739325.065371973,656093.949487462,740822.323048325,0.1116200000016,0.1110756652141,2020.17972845211,2020.1802727869,32405000,Liège,Liège,4030,4680
15,4,0.000599416736104266,647148.89921298,739325.065371973,647139.366155727,739460.047409309,0.111675081950204,0.1110756652141,2020.17972845211,2020.18032786885,32405000,Liège,Liège,4030,4030
16,2,0.0000550819485742732,656093.949487462,740822.323048325,656797.226904602,739454.820288108,0.111675081950174,0.1116200000016,2020.1802727869,2020.18032786885,32405000,Liège,Liège,4680,4680
16,3,0.0000550819485742732,656093.949487462,740822.323048325,656020.05133016,741017.497414941,0.111675081950174,0.1116200000016,2020.1802727869,2020.18032786885,32405000,Liège,Liège,4680,4680
17,18,0.000470397218599997,626486.383488354,648557.850360187,626457.676211865,648433.252916903,0.1033700000086,0.10289960279,2020.17155238969,2020.17202278691,32405000,Hainaut,Hainaut,6182,6182
17,6,0.0524913261615043,626486.383488354,648557.850360187,644384.961591768,773135.884138858,0.155390928951504,0.10289960279,2020.17155238969,2020.22404371585,32405000,Hainaut,Liège,6182,4700
18,7,0.0984690163715043,626457.676211865,648433.252916903,622516.226418491,659810.870950471,0.201839016380104,0.1033700000086,2020.17202278691,2020.27049180328,32405000,Hainaut,Hainaut,6182,6200
