node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune
12,1,0.144461967181504,630390.016272278,644509.262114254,627900.92433777,638449.465755059,0.144461967181504,0,2020.0686527869,2020.21311475408,29615000,Hainaut,Hainaut,7160,7100
12,13,0.05347371079,630390.016272278,644509.262114254,632096.47105672,650416.770688678,0.05347371079,0,2020.0686527869,2020.12212649769,29615000,Hainaut,Hainaut,7160,6230
13,14,0.000166289214100002,632096.47105672,650416.770688678,646028.593510828,740286.184241604,0.0536400000041,0.05347371079,2020.12212649769,2020.1222927869,29615000,Hainaut,Liège,6230,4610
13,17,0.049425892,632096.47105672,650416.770688678,633241.301517186,656522.210474857,0.10289960279,0.05347371079,2020.12212649769,2020.17155238969,29615000,Hainaut,Hainaut,6230,6210
14,5,0.123608852481504,646028.593510828,740286.184241604,646203.54615974,738775.909736119,0.177248852485604,0.0536400000041,2020.1222927869,2020.24590163939,29615000,Liège,Liège,4610,4032
14,15,0.05743566521,646028.593510828,740286.184241604,647494.890211678,739525.066844228,0.1110756652141,0.0536400000041,2020.1222927869,2020.17972845211,29615000,Liège,Liège,4610,4020
15,16,0.000544334787500003,647494.890211678,739525.066844228,656426.06622577,740635.740879618,0.1116200000016,0.1110756652141,2020.17972845211,2020.1802727869,29615000,Liège,Liège,4020,4680
15,4,0.000599416736104266,647494.890211678,739525.066844228,647139.366155727,739460.047409309,0.111675081950204,0.1110756652141,2020.17972845211,2020.18032786885,29615000,Liège,Liège,4020,4030
16,2,0.0000550819485742732,656426.06622577,740635.740879618,656797.226904602,739454.820288108,0.111675081950174,0.1116200000016,2020.1802727869,2020.18032786885,29615000,Liège,Liège,4680,4680
16,3,0.0000550819485742732,656426.06622577,740635.740879618,656020.05133016,741017.497414941,0.111675081950174,0.1116200000016,2020.1802727869,2020.18032786885,29615000,Liège,Liège,4680,4680
17,18,0.000470397218599997,633241.301517186,656522.210474857,633049.881643023,657618.16375525,0.1033700000086,0.10289960279,2020.17155238969,2020.17202278691,29615000,Hainaut,Hainaut,6210,6211
17,6,0.0524913261615043,633241.301517186,656522.210474857,644384.961591768,773135.884138858,0.155390928951504,0.10289960279,2020.17155238969,2020.22404371585,29615000,Hainaut,Liège,6210,4700
18,7,0.0984690163715043,633049.881643023,657618.16375525,622516.226418491,659810.870950471,0.201839016380104,0.1033700000086,2020.17202278691,2020.27049180328,29615000,Hainaut,Hainaut,6211,6200
18,19,0.00408,633049.881643023,657618.16375525,634388.428573913,658385.052072855,0.1074500000086,0.1033700000086,2020.17202278691,2020.17610278691,29615000,Hainaut,Hainaut,6211,6210
19,8,0.0506731693815043,634388.428573913,658385.052072855,671904.458948933,644955.589442908,0.158123169390104,0.1074500000086,2020.17610278691,2020.22677595629,29615000,Hainaut,Bruxelles,6210,1082
19,20,0.00546000000000001,634388.428573913,658385.052072855,634595.619644016,657507.694210421,0.1129100000086,0.1074500000086,2020.17610278691,2020.18156278691,29615000,Hainaut,Hainaut,6210,6210
20,9,0.0506776502515043,634595.619644016,657507.694210421,633057.42294232,657644.111877344,0.163587650260104,0.1129100000086,2020.18156278691,2020.23224043716,29615000,Hainaut,Hainaut,6210,6211
20,21,0.04515,634595.619644016,657507.694210421,671545.871067581,696338.566343466,0.1580600000086,0.1129100000086,2020.18156278691,2020.22671278691,29615000,Hainaut,VlaamsBrabant,6210,3350
21,10,0.0000631693803942734,671545.871067581,696338.566343466,671619.376521435,696445.997637305,0.158123169388994,0.1580600000086,2020.22671278691,2020.22677595629,29615000,VlaamsBrabant,VlaamsBrabant,3350,3350
21,11,0.0191888524415043,671545.871067581,696338.566343466,637170.223797644,648568.52183319,0.177248852450104,0.1580600000086,2020.22671278691,2020.24590163935,29615000,VlaamsBrabant,Hainaut,3350,6230
26,27,0.000199923969000003,679275.085178774,685301.977117873,679262.123075477,685290.845160921,0.000199923969000003,0,2020.18135286292,2020.18155278689,5923000,VlaamsBrabant,VlaamsBrabant,3390,3390
26,28,0.000199923969000003,679275.085178774,685301.977117873,679262.123075477,685290.845160921,0.000199923969000003,0,2020.18135286292,2020.18155278689,5923000,VlaamsBrabant,VlaamsBrabant,3390,3390
27,22,0.0588843715798546,679262.123075477,685290.845160921,694149.031382167,707001.323415995,0.0590842955488546,0.000199923969000003,2020.18155278689,2020.24043715847,5923000,VlaamsBrabant,Limburg,3390,3583
27,23,0.0479554098398546,679262.123075477,685290.845160921,679229.418318674,685173.330251501,0.0481553338088546,0.000199923969000003,2020.18155278689,2020.22950819673,5923000,VlaamsBrabant,VlaamsBrabant,3390,3390
28,24,0.0397586885198546,679262.123075477,685290.845160921,709959.205824516,704434.325019237,0.0399586124888546,0.000199923969000003,2020.18155278689,2020.22131147541,5923000,VlaamsBrabant,Antwerpen,3390,2400
28,25,0.0616166120198546,679262.123075477,685290.845160921,721119.803803077,671965.519730271,0.0618165359888546,0.000199923969000003,2020.18155278689,2020.24316939891,5923000,VlaamsBrabant,Antwerpen,3390,2390
33,29,0.08226914921,696280.641405815,693705.263892219,697353.723004026,695353.545273836,0.08226914921,0,2020.1609002497,2020.24316939891,5923000,Antwerpen,Antwerpen,2431,2430
33,34,0.000064692527990004,696280.641405815,693705.263892219,696357.51504147,693857.674505249,0.000064692527990004,0,2020.1609002497,2020.16096494223,5923000,Antwerpen,Antwerpen,2431,2431
34,30,0.07673997581,696357.51504147,693857.674505249,707891.200844632,724593.368594803,0.07680466833799,0.000064692527990004,2020.16096494223,2020.23770491804,5923000,Antwerpen,Limburg,2431,3900
34,35,0.0000478446596999943,696357.51504147,693857.674505249,696392.385964208,693941.692266864,0.000112537187689998,0.000064692527990004,2020.16096494223,2020.16101278689,5923000,Antwerpen,Antwerpen,2431,2431
35,31,0.06849540984,696392.385964208,693941.692266864,662980.332399126,613182.421859925,0.06860794702769,0.000112537187689998,2020.16101278689,2020.22950819673,5923000,Antwerpen,Oost-Vlaanderen,2431,9500
35,32,0.08215661202,696392.385964208,693941.692266864,717075.024161716,670568.901970321,0.08226914920769,0.000112537187689998,2020.16101278689,2020.24316939891,5923000,Antwerpen,Antwerpen,2431,2980
41,42,0.0028,669418.238676441,661809.915864823,668831.244230023,661189.383388305,0.0028,0,2020.22118278689,2020.22398278689,5923000,VlaamsBrabant,VlaamsBrabant,3080,3080
41,43,0.00533,669418.238676441,661809.915864823,679669.96619847,675605.502970155,0.00533,0,2020.22118278689,2020.22651278689,5923000,VlaamsBrabant,VlaamsBrabant,3080,3012
42,36,0.0000609289614231547,668831.244230023,661189.383388305,703864.293840675,648161.407649545,0.00286092896142316,0.0028,2020.22398278689,2020.22404371585,5923000,VlaamsBrabant,Antwerpen,3080,2620
42,37,0.00279316939865316,668831.244230023,661189.383388305,668772.515582025,660983.165944161,0.00559316939865316,0.0028,2020.22398278689,2020.22677595629,5923000,VlaamsBrabant,VlaamsBrabant,3080,3080
43,38,0.00299540983565315,679669.96619847,675605.502970155,695033.162534956,685586.100058501,0.00832540983565315,0.00533,2020.22651278689,2020.22950819672,5923000,VlaamsBrabant,Antwerpen,3012,2230
43,44,0.01387,679669.96619847,675605.502970155,679288.272515152,675300.600772986,0.0192,0.00533,2020.22651278689,2020.24038278689,5923000,VlaamsBrabant,VlaamsBrabant,3012,3012
44,39,0.00278661202165316,679288.272515152,675300.600772986,713224.269232532,662318.084600783,0.0219866120216532,0.0192,2020.24038278689,2020.24316939891,5923000,VlaamsBrabant,Antwerpen,3012,2110
44,40,0.0000543715844031553,679288.272515152,675300.600772986,679261.738084961,675250.970946391,0.0192543715844032,0.0192,2020.24038278689,2020.24043715847,5923000,VlaamsBrabant,VlaamsBrabant,3012,3012
48,45,0.0262130054599446,641052.704056683,736805.538808362,642125.182166165,737654.457831407,0.0262130054599446,0,2020.17597278689,2020.20218579235,5923000,Liège,Liège,4130,4053
48,49,0.02343,641052.704056683,736805.538808362,641084.809898173,736845.779788076,0.02343,0,2020.17597278689,2020.19940278689,5923000,Liège,Liège,4130,4130
49,46,0.0546955737699446,641084.809898173,736845.779788076,640859.116188526,736679.270216458,0.0781255737699446,0.02343,2020.19940278689,2020.25409836066,5923000,Liège,Liège,4130,4130
49,47,0.0000507650271246163,641084.809898173,736845.779788076,651017.808199399,735942.822529624,0.0234807650271246,0.02343,2020.19940278689,2020.19945355192,5923000,Liège,Liège,4130,4000
58,50,0.0000616393386501379,644042.019200095,766342.749944797,644067.010500217,766130.379347285,0.0000616393386501379,0,2020.16387278689,2020.16393442622,5923000,Liège,Liège,4837,4837
58,59,0.00813,644042.019200095,766342.749944797,645253.548142939,761695.053902949,0.00813,0,2020.16387278689,2020.17200278689,5923000,Liège,Liège,4837,4830
59,60,0.0028,645253.548142939,761695.053902949,645328.382992995,760701.999160363,0.01093,0.00813,2020.17200278689,2020.17480278689,5923000,Liège,Liège,4830,4830
59,61,0.01086,645253.548142939,761695.053902949,651436.374233894,740470.486428112,0.01899,0.00813,2020.17200278689,2020.18286278689,5923000,Liège,Liège,4830,4020
60,51,0.00279284152434014,645328.382992995,760701.999160363,653957.485229848,760497.337814724,0.0137228415243401,0.01093,2020.17480278689,2020.17759562841,5923000,Liège,Liège,4830,4841
60,52,0.0000606010871601476,645328.382992995,760701.999160363,645378.973955078,760077.971830968,0.0109906010871601,0.01093,2020.17480278689,2020.17486338797,5923000,Liège,Liège,4830,4830
61,53,0.00292956283634013,651436.374233894,740470.486428112,651525.098779223,742253.58649542,0.0219195628363401,0.01899,2020.18286278689,2020.18579234972,5923000,Liège,Liège,4020,4671
