node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune,startProvince,endProvince,startCommune,endCommune
15,1,0.000381000000000006,635122.42900096,783699.265218887,633594.635219964,783592.583915909,0.000381000000000006,0,2020.22366271585,2020.22404371585,3295000,NA,Liège,NA,4750,NA,Liège,NA,4750
15,16,0.000359999999999999,635122.42900096,783699.265218887,637325.647703956,782801.961236487,0.000359999999999999,0,2020.22366271585,2020.22402271585,3295000,NA,NA,NA,NA,NA,NA,NA,NA
16,17,0.05209,637325.647703956,782801.961236487,643047.597591925,775620.969618199,0.05245,0.000359999999999999,2020.22402271585,2020.27611271585,3295000,NA,Liège,NA,4700,NA,Liège,NA,4700
16,18,0.00784,637325.647703956,782801.961236487,636616.130906805,783870.687286891,0.0082,0.000359999999999999,2020.22402271585,2020.23186271585,3295000,NA,NA,NA,NA,NA,NA,NA,NA
17,2,0.0326304535500016,643047.597591925,775620.969618199,642004.279437344,776063.346164795,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,3295000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
17,3,0.0162374535500016,643047.597591925,775620.969618199,643955.040848366,776959.006924124,0.0686874535500016,0.05245,2020.27611271585,2020.2923501694,3295000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
18,4,0.0768804535500016,636616.130906805,783870.687286891,645727.449992765,783006.262035757,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,3295000,NA,Liège,NA,4700,NA,Liège,NA,4700
18,19,0.02251,636616.130906805,783870.687286891,658220.520392687,764241.847607354,0.03071,0.0082,2020.23186271585,2020.25437271585,3295000,NA,Liège,NA,4850,NA,Liège,NA,4850
19,20,0.00244,658220.520392687,764241.847607354,657858.356240432,764928.506829487,0.03315,0.03071,2020.25437271585,2020.25681271585,3295000,Liège,Liège,4850,4850,Liège,Liège,4850,4850
19,21,0.00273,658220.520392687,764241.847607354,666246.319179066,759333.384902621,0.03344,0.03071,2020.25437271585,2020.25710271585,3295000,Liège,NA,4850,NA,Liège,NA,4850,NA
20,5,0.0000184535500016361,657858.356240432,764928.506829487,657012.79581117,765314.036763368,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,3295000,Liège,Liège,4850,4720,Liège,Liège,4850,4720
