node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune
12,1,0.144461967181504,627999.310792148,638933.624872743,627900.92433777,638449.465755059,0.144461967181504,0,2020.0686527869,2020.21311475408,15755000,Hainaut,Hainaut,7100,7100
12,13,0.05347371079,627999.310792148,638933.624872743,647791.349792804,740022.132870513,0.05347371079,0,2020.0686527869,2020.12212649769,15755000,Hainaut,Liège,7100,4020
13,14,0.000166289214100002,647791.349792804,740022.132870513,647962.044819535,739929.109859004,0.0536400000041,0.05347371079,2020.12212649769,2020.1222927869,15755000,Liège,Liège,4020,4020
13,17,0.049425892,647791.349792804,740022.132870513,641733.751579473,761093.57530807,0.10289960279,0.05347371079,2020.12212649769,2020.17155238969,15755000,Liège,Liège,4020,4845
14,5,0.123608852481504,647962.044819535,739929.109859004,646203.54615974,738775.909736119,0.177248852485604,0.0536400000041,2020.1222927869,2020.24590163939,15755000,Liège,Liège,4020,4032
14,15,0.05743566521,647962.044819535,739929.109859004,647100.253066941,739418.609445318,0.1110756652141,0.0536400000041,2020.1222927869,2020.17972845211,15755000,Liège,Liège,4020,4030
15,16,0.000544334787500003,647100.253066941,739418.609445318,656022.195042991,740996.909271165,0.1116200000016,0.1110756652141,2020.17972845211,2020.1802727869,15755000,Liège,Liège,4030,4680
15,4,0.000599416736104266,647100.253066941,739418.609445318,647139.366155727,739460.047409309,0.111675081950204,0.1110756652141,2020.17972845211,2020.18032786885,15755000,Liège,Liège,4030,4030
16,2,0.0000550819485742732,656022.195042991,740996.909271165,656797.226904602,739454.820288108,0.111675081950174,0.1116200000016,2020.1802727869,2020.18032786885,15755000,Liège,Liège,4680,4680
16,3,0.0000550819485742732,656022.195042991,740996.909271165,656020.05133016,741017.497414941,0.111675081950174,0.1116200000016,2020.1802727869,2020.18032786885,15755000,Liège,Liège,4680,4680
17,18,0.000470397218599997,641733.751579473,761093.57530807,636594.703678655,650561.398790101,0.1033700000086,0.10289960279,2020.17155238969,2020.17202278691,15755000,Liège,Hainaut,4845,6230
17,6,0.0524913261615043,641733.751579473,761093.57530807,644384.961591768,773135.884138858,0.155390928951504,0.10289960279,2020.17155238969,2020.22404371585,15755000,Liège,Liège,4845,4700
18,7,0.0984690163715043,636594.703678655,650561.398790101,622516.226418491,659810.870950471,0.201839016380104,0.1033700000086,2020.17202278691,2020.27049180328,15755000,Hainaut,Hainaut,6230,6200
18,19,0.00408,636594.703678655,650561.398790101,636584.201581168,650875.628092676,0.1074500000086,0.1033700000086,2020.17202278691,2020.17610278691,15755000,Hainaut,Hainaut,6230,6230
19,8,0.0506731693815043,636584.201581168,650875.628092676,671904.458948933,644955.589442908,0.158123169390104,0.1074500000086,2020.17610278691,2020.22677595629,15755000,Hainaut,Bruxelles,6230,1082
19,20,0.00546000000000001,636584.201581168,650875.628092676,632976.725627139,657623.656312242,0.1129100000086,0.1074500000086,2020.17610278691,2020.18156278691,15755000,Hainaut,Hainaut,6230,6211
20,9,0.0506776502515043,632976.725627139,657623.656312242,633057.42294232,657644.111877344,0.163587650260104,0.1129100000086,2020.18156278691,2020.23224043716,15755000,Hainaut,Hainaut,6211,6211
20,21,0.04515,632976.725627139,657623.656312242,633356.005248937,655433.778628032,0.1580600000086,0.1129100000086,2020.18156278691,2020.22671278691,15755000,Hainaut,Hainaut,6211,6238
21,10,0.0000631693803942734,633356.005248937,655433.778628032,671619.376521435,696445.997637305,0.158123169388994,0.1580600000086,2020.22671278691,2020.22677595629,15755000,Hainaut,VlaamsBrabant,6238,3350
21,11,0.0191888524415043,633356.005248937,655433.778628032,637170.223797644,648568.52183319,0.177248852450104,0.1580600000086,2020.22671278691,2020.24590163935,15755000,Hainaut,Hainaut,6238,6230
26,27,0.000199923969000003,681016.744604352,686770.87847998,680976.499532708,686441.161049365,0.000199923969000003,0,2020.18135286292,2020.18155278689,3151000,VlaamsBrabant,VlaamsBrabant,3390,3390
26,28,0.000199923969000003,681016.744604352,686770.87847998,680976.499532708,686441.161049365,0.000199923969000003,0,2020.18135286292,2020.18155278689,3151000,VlaamsBrabant,VlaamsBrabant,3390,3390
27,22,0.0588843715798546,680976.499532708,686441.161049365,694149.031382167,707001.323415995,0.0590842955488546,0.000199923969000003,2020.18155278689,2020.24043715847,3151000,VlaamsBrabant,Limburg,3390,3583
27,23,0.0479554098398546,680976.499532708,686441.161049365,679229.418318674,685173.330251501,0.0481553338088546,0.000199923969000003,2020.18155278689,2020.22950819673,3151000,VlaamsBrabant,VlaamsBrabant,3390,3390
28,24,0.0397586885198546,680976.499532708,686441.161049365,709959.205824516,704434.325019237,0.0399586124888546,0.000199923969000003,2020.18155278689,2020.22131147541,3151000,VlaamsBrabant,Antwerpen,3390,2400
28,25,0.0616166120198546,680976.499532708,686441.161049365,721119.803803077,671965.519730271,0.0618165359888546,0.000199923969000003,2020.18155278689,2020.24316939891,3151000,VlaamsBrabant,Antwerpen,3390,2390
33,29,0.08226914921,697212.681131564,695151.215957939,697353.723004026,695353.545273836,0.08226914921,0,2020.1609002497,2020.24316939891,3151000,Antwerpen,Antwerpen,2430,2430
33,34,0.000064692527990004,697212.681131564,695151.215957939,697185.274082315,695093.593214275,0.000064692527990004,0,2020.1609002497,2020.16096494223,3151000,Antwerpen,Antwerpen,2430,2430
34,30,0.07673997581,697185.274082315,695093.593214275,707891.200844632,724593.368594803,0.07680466833799,0.000064692527990004,2020.16096494223,2020.23770491804,3151000,Antwerpen,Limburg,2430,3900
34,35,0.0000478446596999943,697185.274082315,695093.593214275,697169.809121397,695050.143257885,0.000112537187689998,0.000064692527990004,2020.16096494223,2020.16101278689,3151000,Antwerpen,Antwerpen,2430,2430
35,31,0.06849540984,697169.809121397,695050.143257885,662980.332399126,613182.421859925,0.06860794702769,0.000112537187689998,2020.16101278689,2020.22950819673,3151000,Antwerpen,Oost-Vlaanderen,2430,9500
35,32,0.08215661202,697169.809121397,695050.143257885,717075.024161716,670568.901970321,0.08226914920769,0.000112537187689998,2020.16101278689,2020.24316939891,3151000,Antwerpen,Antwerpen,2430,2980
41,42,0.0028,678303.71053074,674667.364528247,675082.81777507,673142.269742529,0.0028,0,2020.22118278689,2020.22398278689,3151000,VlaamsBrabant,VlaamsBrabant,3220,3000
41,43,0.00533,678303.71053074,674667.364528247,678482.602152159,674719.094576004,0.00533,0,2020.22118278689,2020.22651278689,3151000,VlaamsBrabant,VlaamsBrabant,3220,3220
42,36,0.0000609289614231547,675082.81777507,673142.269742529,703864.293840675,648161.407649545,0.00286092896142316,0.0028,2020.22398278689,2020.22404371585,3151000,VlaamsBrabant,Antwerpen,3000,2620
42,37,0.00279316939865316,675082.81777507,673142.269742529,668772.515582025,660983.165944161,0.00559316939865316,0.0028,2020.22398278689,2020.22677595629,3151000,VlaamsBrabant,VlaamsBrabant,3000,3080
43,38,0.00299540983565315,678482.602152159,674719.094576004,695033.162534956,685586.100058501,0.00832540983565315,0.00533,2020.22651278689,2020.22950819672,3151000,VlaamsBrabant,Antwerpen,3220,2230
43,44,0.01387,678482.602152159,674719.094576004,679236.317313179,675232.771239088,0.0192,0.00533,2020.22651278689,2020.24038278689,3151000,VlaamsBrabant,VlaamsBrabant,3220,3012
44,39,0.00278661202165316,679236.317313179,675232.771239088,713224.269232532,662318.084600783,0.0219866120216532,0.0192,2020.24038278689,2020.24316939891,3151000,VlaamsBrabant,Antwerpen,3012,2110
44,40,0.0000543715844031553,679236.317313179,675232.771239088,679261.738084961,675250.970946391,0.0192543715844032,0.0192,2020.24038278689,2020.24043715847,3151000,VlaamsBrabant,VlaamsBrabant,3012,3012
48,45,0.0262130054599446,643245.948046649,739293.578977311,642125.182166165,737654.457831407,0.0262130054599446,0,2020.17597278689,2020.20218579235,3151000,Liège,Liège,4051,4053
48,49,0.02343,643245.948046649,739293.578977311,643139.765710398,739161.496477163,0.02343,0,2020.17597278689,2020.19940278689,3151000,Liège,Liège,4051,4051
49,46,0.0546955737699446,643139.765710398,739161.496477163,640859.116188526,736679.270216458,0.0781255737699446,0.02343,2020.19940278689,2020.25409836066,3151000,Liège,Liège,4051,4130
49,47,0.0000507650271246163,643139.765710398,739161.496477163,651017.808199399,735942.822529624,0.0234807650271246,0.02343,2020.19940278689,2020.19945355192,3151000,Liège,Liège,4051,4000
58,50,0.0000616393386501379,643996.508170529,766135.999805715,644067.010500217,766130.379347285,0.0000616393386501379,0,2020.16387278689,2020.16393442622,3151000,Liège,Liège,4837,4837
58,59,0.00813,643996.508170529,766135.999805715,645318.117609503,759951.021547663,0.00813,0,2020.16387278689,2020.17200278689,3151000,Liège,Liège,4837,4830
59,60,0.0028,645318.117609503,759951.021547663,645396.919741111,760081.414731532,0.01093,0.00813,2020.17200278689,2020.17480278689,3151000,Liège,Liège,4830,4830
59,61,0.01086,645318.117609503,759951.021547663,646708.879609854,753886.974168577,0.01899,0.00813,2020.17200278689,2020.18286278689,3151000,Liège,Liège,4830,4800
