node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune,startProvince,endProvince,startCommune,endCommune
15,1,0.000381000000000006,633405.059558027,783417.084162162,633594.635219964,783592.583915909,0.000381000000000006,0,2020.22366271585,2020.22404371585,4825000,Liège,Liège,4750,4750,Liège,Liège,4750,4750
15,16,0.000359999999999999,633405.059558027,783417.084162162,639392.361488683,779927.66020122,0.000359999999999999,0,2020.22366271585,2020.22402271585,4825000,Liège,NA,4750,NA,Liège,NA,4750,NA
16,17,0.05209,639392.361488683,779927.66020122,643003.6820132,775780.828746972,0.05245,0.000359999999999999,2020.22402271585,2020.27611271585,4825000,NA,Liège,NA,4700,NA,Liège,NA,4700
16,18,0.00784,639392.361488683,779927.66020122,646394.675321638,774339.156603635,0.0082,0.000359999999999999,2020.22402271585,2020.23186271585,4825000,NA,Liège,NA,4700,NA,Liège,NA,4700
17,2,0.0326304535500016,643003.6820132,775780.828746972,642004.279437344,776063.346164795,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,4825000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
17,3,0.0162374535500016,643003.6820132,775780.828746972,643955.040848366,776959.006924124,0.0686874535500016,0.05245,2020.27611271585,2020.2923501694,4825000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
18,4,0.0768804535500016,646394.675321638,774339.156603635,645727.449992765,783006.262035757,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,4825000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
18,19,0.02251,646394.675321638,774339.156603635,654176.556930136,769124.016045492,0.03071,0.0082,2020.23186271585,2020.25437271585,4825000,Liège,Liège,4700,4711,Liège,Liège,4700,4711
19,20,0.00244,654176.556930136,769124.016045492,659654.435172784,766025.251143059,0.03315,0.03071,2020.25437271585,2020.25681271585,4825000,Liège,Liège,4711,4720,Liège,Liège,4711,4720
19,21,0.00273,654176.556930136,769124.016045492,650477.144619858,771797.097714397,0.03344,0.03071,2020.25437271585,2020.25710271585,4825000,Liège,Liège,4711,4730,Liège,Liège,4711,4730
20,5,0.0000184535500016361,659654.435172784,766025.251143059,657012.79581117,765314.036763368,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,4825000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
20,6,0.0000184535500016361,659654.435172784,766025.251143059,659721.667105112,766007.327830952,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,4825000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
