node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune
12,1,0.144461967181504,631980.296058144,637948.937311375,627900.92433777,638449.465755059,0.144461967181504,0,2020.0686527869,2020.21311475408,33755000,Hainaut,Hainaut,7100,7100
12,13,0.05347371079,631980.296058144,637948.937311375,626548.92968154,654646.629402,0.05347371079,0,2020.0686527869,2020.12212649769,33755000,Hainaut,Hainaut,7100,6040
13,14,0.000166289214100002,626548.92968154,654646.629402,648121.794339177,739626.218922273,0.0536400000041,0.05347371079,2020.12212649769,2020.1222927869,33755000,Hainaut,Liège,6040,4020
13,17,0.049425892,626548.92968154,654646.629402,622033.461944546,662341.044536069,0.10289960279,0.05347371079,2020.12212649769,2020.17155238969,33755000,Hainaut,Hainaut,6040,6250
14,5,0.123608852481504,648121.794339177,739626.218922273,646203.54615974,738775.909736119,0.177248852485604,0.0536400000041,2020.1222927869,2020.24590163939,33755000,Liège,Liège,4020,4032
14,15,0.05743566521,648121.794339177,739626.218922273,647294.936195439,739503.745222252,0.1110756652141,0.0536400000041,2020.1222927869,2020.17972845211,33755000,Liège,Liège,4020,4030
15,16,0.000544334787500003,647294.936195439,739503.745222252,656025.371304968,740975.02436771,0.1116200000016,0.1110756652141,2020.17972845211,2020.1802727869,33755000,Liège,Liège,4030,4680
15,4,0.000599416736104266,647294.936195439,739503.745222252,647139.366155727,739460.047409309,0.111675081950204,0.1110756652141,2020.17972845211,2020.18032786885,33755000,Liège,Liège,4030,4030
16,2,0.0000550819485742732,656025.371304968,740975.02436771,656797.226904602,739454.820288108,0.111675081950174,0.1116200000016,2020.1802727869,2020.18032786885,33755000,Liège,Liège,4680,4680
16,3,0.0000550819485742732,656025.371304968,740975.02436771,656020.05133016,741017.497414941,0.111675081950174,0.1116200000016,2020.1802727869,2020.18032786885,33755000,Liège,Liège,4680,4680
17,18,0.000470397218599997,622033.461944546,662341.044536069,622214.30072859,662320.590466782,0.1033700000086,0.10289960279,2020.17155238969,2020.17202278691,33755000,Hainaut,Hainaut,6250,6250
17,6,0.0524913261615043,622033.461944546,662341.044536069,644384.961591768,773135.884138858,0.155390928951504,0.10289960279,2020.17155238969,2020.22404371585,33755000,Hainaut,Liège,6250,4700
18,7,0.0984690163715043,622214.30072859,662320.590466782,622516.226418491,659810.870950471,0.201839016380104,0.1033700000086,2020.17202278691,2020.27049180328,33755000,Hainaut,Hainaut,6250,6200
18,19,0.00408,622214.30072859,662320.590466782,622878.651310464,662685.071140809,0.1074500000086,0.1033700000086,2020.17202278691,2020.17610278691,33755000,Hainaut,Hainaut,6250,6250
19,8,0.0506731693815043,622878.651310464,662685.071140809,671904.458948933,644955.589442908,0.158123169390104,0.1074500000086,2020.17610278691,2020.22677595629,33755000,Hainaut,Bruxelles,6250,1082
19,20,0.00546000000000001,622878.651310464,662685.071140809,636322.970849939,659305.285239358,0.1129100000086,0.1074500000086,2020.17610278691,2020.18156278691,33755000,Hainaut,BrabantWallon,6250,6210
20,9,0.0506776502515043,636322.970849939,659305.285239358,633057.42294232,657644.111877344,0.163587650260104,0.1129100000086,2020.18156278691,2020.23224043716,33755000,BrabantWallon,Hainaut,6210,6211
20,21,0.04515,636322.970849939,659305.285239358,634690.486409523,661071.066186643,0.1580600000086,0.1129100000086,2020.18156278691,2020.22671278691,33755000,BrabantWallon,Hainaut,6210,6223
21,10,0.0000631693803942734,634690.486409523,661071.066186643,671619.376521435,696445.997637305,0.158123169388994,0.1580600000086,2020.22671278691,2020.22677595629,33755000,Hainaut,VlaamsBrabant,6223,3350
21,11,0.0191888524415043,634690.486409523,661071.066186643,637170.223797644,648568.52183319,0.177248852450104,0.1580600000086,2020.22671278691,2020.24590163935,33755000,Hainaut,Hainaut,6223,6230
26,27,0.000199923969000003,678402.396633395,684368.983727871,678420.180654168,684395.970052629,0.000199923969000003,0,2020.18135286292,2020.18155278689,6751000,VlaamsBrabant,VlaamsBrabant,3390,3390
26,28,0.000199923969000003,678402.396633395,684368.983727871,678420.180654168,684395.970052629,0.000199923969000003,0,2020.18135286292,2020.18155278689,6751000,VlaamsBrabant,VlaamsBrabant,3390,3390
27,22,0.0588843715798546,678420.180654168,684395.970052629,694149.031382167,707001.323415995,0.0590842955488546,0.000199923969000003,2020.18155278689,2020.24043715847,6751000,VlaamsBrabant,Limburg,3390,3583
27,23,0.0479554098398546,678420.180654168,684395.970052629,679229.418318674,685173.330251501,0.0481553338088546,0.000199923969000003,2020.18155278689,2020.22950819673,6751000,VlaamsBrabant,VlaamsBrabant,3390,3390
28,24,0.0397586885198546,678420.180654168,684395.970052629,709959.205824516,704434.325019237,0.0399586124888546,0.000199923969000003,2020.18155278689,2020.22131147541,6751000,VlaamsBrabant,Antwerpen,3390,2400
28,25,0.0616166120198546,678420.180654168,684395.970052629,721119.803803077,671965.519730271,0.0618165359888546,0.000199923969000003,2020.18155278689,2020.24316939891,6751000,VlaamsBrabant,Antwerpen,3390,2390
33,29,0.08226914921,663273.269319953,611850.001543335,697353.723004026,695353.545273836,0.08226914921,0,2020.1609002497,2020.24316939891,6751000,Oost-Vlaanderen,Antwerpen,9570,2430
33,34,0.000064692527990004,663273.269319953,611850.001543335,663326.530141696,611976.870811644,0.000064692527990004,0,2020.1609002497,2020.16096494223,6751000,Oost-Vlaanderen,Oost-Vlaanderen,9570,9570
34,30,0.07673997581,663326.530141696,611976.870811644,707891.200844632,724593.368594803,0.07680466833799,0.000064692527990004,2020.16096494223,2020.23770491804,6751000,Oost-Vlaanderen,Limburg,9570,3900
34,35,0.0000478446596999943,663326.530141696,611976.870811644,662883.129591089,610906.520870817,0.000112537187689998,0.000064692527990004,2020.16096494223,2020.16101278689,6751000,Oost-Vlaanderen,Oost-Vlaanderen,9570,9500
35,31,0.06849540984,662883.129591089,610906.520870817,662980.332399126,613182.421859925,0.06860794702769,0.000112537187689998,2020.16101278689,2020.22950819673,6751000,Oost-Vlaanderen,Oost-Vlaanderen,9500,9500
35,32,0.08215661202,662883.129591089,610906.520870817,717075.024161716,670568.901970321,0.08226914920769,0.000112537187689998,2020.16101278689,2020.24316939891,6751000,Oost-Vlaanderen,Antwerpen,9500,2980
41,42,0.0028,675583.688862934,675885.265981996,703891.782998814,648091.913018913,0.0028,0,2020.22118278689,2020.22398278689,6751000,VlaamsBrabant,Antwerpen,3010,2620
41,43,0.00533,675583.688862934,675885.265981996,682448.834898865,671596.202462938,0.00533,0,2020.22118278689,2020.22651278689,6751000,VlaamsBrabant,VlaamsBrabant,3010,3150
42,36,0.0000609289614231547,703891.782998814,648091.913018913,703864.293840675,648161.407649545,0.00286092896142316,0.0028,2020.22398278689,2020.22404371585,6751000,Antwerpen,Antwerpen,2620,2620
42,37,0.00279316939865316,703891.782998814,648091.913018913,668772.515582025,660983.165944161,0.00559316939865316,0.0028,2020.22398278689,2020.22677595629,6751000,Antwerpen,VlaamsBrabant,2620,3080
43,38,0.00299540983565315,682448.834898865,671596.202462938,695033.162534956,685586.100058501,0.00832540983565315,0.00533,2020.22651278689,2020.22950819672,6751000,VlaamsBrabant,Antwerpen,3150,2230
43,44,0.01387,682448.834898865,671596.202462938,679028.599082583,675372.561370283,0.0192,0.00533,2020.22651278689,2020.24038278689,6751000,VlaamsBrabant,VlaamsBrabant,3150,3220
44,39,0.00278661202165316,679028.599082583,675372.561370283,713224.269232532,662318.084600783,0.0219866120216532,0.0192,2020.24038278689,2020.24316939891,6751000,VlaamsBrabant,Antwerpen,3220,2110
44,40,0.0000543715844031553,679028.599082583,675372.561370283,679261.738084961,675250.970946391,0.0192543715844032,0.0192,2020.24038278689,2020.24043715847,6751000,VlaamsBrabant,VlaamsBrabant,3220,3012
48,45,0.0262130054599446,642194.688669954,737631.475711682,642125.182166165,737654.457831407,0.0262130054599446,0,2020.17597278689,2020.20218579235,6751000,Liège,Liège,4053,4053
48,49,0.02343,642194.688669954,737631.475711682,641984.14716238,737477.49006206,0.02343,0,2020.17597278689,2020.19940278689,6751000,Liège,Liège,4053,4053
