node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune
12,1,0.144461967181504,646168.414172312,774153.894214096,627900.92433777,638449.465755059,0.144461967181504,0,2020.0686527869,2020.21311475408,15980000,Liège,Hainaut,4700,7100
12,13,0.05347371079,646168.414172312,774153.894214096,646274.754280187,774421.106558547,0.05347371079,0,2020.0686527869,2020.12212649769,15980000,Liège,Liège,4700,4700
13,14,0.000166289214100002,646274.754280187,774421.106558547,646957.164925045,738652.625623088,0.0536400000041,0.05347371079,2020.12212649769,2020.1222927869,15980000,Liège,Liège,4700,4030
13,17,0.049425892,646274.754280187,774421.106558547,645697.975609246,773929.728253314,0.10289960279,0.05347371079,2020.12212649769,2020.17155238969,15980000,Liège,Liège,4700,4700
14,5,0.123608852481504,646957.164925045,738652.625623088,646203.54615974,738775.909736119,0.177248852485604,0.0536400000041,2020.1222927869,2020.24590163939,15980000,Liège,Liège,4030,4032
14,15,0.05743566521,646957.164925045,738652.625623088,647213.47287823,739543.307845409,0.1110756652141,0.0536400000041,2020.1222927869,2020.17972845211,15980000,Liège,Liège,4030,4030
15,16,0.000544334787500003,647213.47287823,739543.307845409,656791.022593906,739460.191420095,0.1116200000016,0.1110756652141,2020.17972845211,2020.1802727869,15980000,Liège,Liège,4030,4680
15,4,0.000599416736104266,647213.47287823,739543.307845409,647139.366155727,739460.047409309,0.111675081950204,0.1110756652141,2020.17972845211,2020.18032786885,15980000,Liège,Liège,4030,4030
16,2,0.0000550819485742732,656791.022593906,739460.191420095,656797.226904602,739454.820288108,0.111675081950174,0.1116200000016,2020.1802727869,2020.18032786885,15980000,Liège,Liège,4680,4680
16,3,0.0000550819485742732,656791.022593906,739460.191420095,656020.05133016,741017.497414941,0.111675081950174,0.1116200000016,2020.1802727869,2020.18032786885,15980000,Liège,Liège,4680,4680
17,18,0.000470397218599997,645697.975609246,773929.728253314,623057.43208482,661501.216607216,0.1033700000086,0.10289960279,2020.17155238969,2020.17202278691,15980000,Liège,Hainaut,4700,6200
17,6,0.0524913261615043,645697.975609246,773929.728253314,644384.961591768,773135.884138858,0.155390928951504,0.10289960279,2020.17155238969,2020.22404371585,15980000,Liège,Liège,4700,4700
18,7,0.0984690163715043,623057.43208482,661501.216607216,622516.226418491,659810.870950471,0.201839016380104,0.1033700000086,2020.17202278691,2020.27049180328,15980000,Hainaut,Hainaut,6200,6200
18,19,0.00408,623057.43208482,661501.216607216,623219.914600227,661404.718492156,0.1074500000086,0.1033700000086,2020.17202278691,2020.17610278691,15980000,Hainaut,Hainaut,6200,6200
19,8,0.0506731693815043,623219.914600227,661404.718492156,671904.458948933,644955.589442908,0.158123169390104,0.1074500000086,2020.17610278691,2020.22677595629,15980000,Hainaut,Bruxelles,6200,1082
19,20,0.00546000000000001,623219.914600227,661404.718492156,630107.16806117,657025.878580867,0.1129100000086,0.1074500000086,2020.17610278691,2020.18156278691,15980000,Hainaut,Hainaut,6200,6210
20,9,0.0506776502515043,630107.16806117,657025.878580867,633057.42294232,657644.111877344,0.163587650260104,0.1129100000086,2020.18156278691,2020.23224043716,15980000,Hainaut,Hainaut,6210,6211
20,21,0.04515,630107.16806117,657025.878580867,633653.755381631,646209.974326297,0.1580600000086,0.1129100000086,2020.18156278691,2020.22671278691,15980000,Hainaut,Hainaut,6210,6181
21,10,0.0000631693803942734,633653.755381631,646209.974326297,671619.376521435,696445.997637305,0.158123169388994,0.1580600000086,2020.22671278691,2020.22677595629,15980000,Hainaut,VlaamsBrabant,6181,3350
21,11,0.0191888524415043,633653.755381631,646209.974326297,637170.223797644,648568.52183319,0.177248852450104,0.1580600000086,2020.22671278691,2020.24590163935,15980000,Hainaut,Hainaut,6181,6230
26,27,0.000199923969000003,708686.34880328,702414.388586404,708818.092952267,702528.557907309,0.000199923969000003,0,2020.18135286292,2020.18155278689,3196000,Antwerpen,Antwerpen,2400,2400
26,28,0.000199923969000003,708686.34880328,702414.388586404,708818.092952267,702528.557907309,0.000199923969000003,0,2020.18135286292,2020.18155278689,3196000,Antwerpen,Antwerpen,2400,2400
27,22,0.0588843715798546,708818.092952267,702528.557907309,694149.031382167,707001.323415995,0.0590842955488546,0.000199923969000003,2020.18155278689,2020.24043715847,3196000,Antwerpen,Limburg,2400,3583
27,23,0.0479554098398546,708818.092952267,702528.557907309,679229.418318674,685173.330251501,0.0481553338088546,0.000199923969000003,2020.18155278689,2020.22950819673,3196000,Antwerpen,VlaamsBrabant,2400,3390
28,24,0.0397586885198546,708818.092952267,702528.557907309,709959.205824516,704434.325019237,0.0399586124888546,0.000199923969000003,2020.18155278689,2020.22131147541,3196000,Antwerpen,Antwerpen,2400,2400
28,25,0.0616166120198546,708818.092952267,702528.557907309,721119.803803077,671965.519730271,0.0618165359888546,0.000199923969000003,2020.18155278689,2020.24316939891,3196000,Antwerpen,Antwerpen,2400,2390
33,29,0.08226914921,697987.915182763,700280.007897516,697353.723004026,695353.545273836,0.08226914921,0,2020.1609002497,2020.24316939891,3196000,Antwerpen,Antwerpen,2430,2430
33,34,0.000064692527990004,697987.915182763,700280.007897516,697924.90919014,700107.848320593,0.000064692527990004,0,2020.1609002497,2020.16096494223,3196000,Antwerpen,Antwerpen,2430,2430
34,30,0.07673997581,697924.90919014,700107.848320593,707891.200844632,724593.368594803,0.07680466833799,0.000064692527990004,2020.16096494223,2020.23770491804,3196000,Antwerpen,Limburg,2430,3900
34,35,0.0000478446596999943,697924.90919014,700107.848320593,697921.990557167,700113.922859981,0.000112537187689998,0.000064692527990004,2020.16096494223,2020.16101278689,3196000,Antwerpen,Antwerpen,2430,2430
35,31,0.06849540984,697921.990557167,700113.922859981,662980.332399126,613182.421859925,0.06860794702769,0.000112537187689998,2020.16101278689,2020.22950819673,3196000,Antwerpen,Oost-Vlaanderen,2430,9500
35,32,0.08215661202,697921.990557167,700113.922859981,717075.024161716,670568.901970321,0.08226914920769,0.000112537187689998,2020.16101278689,2020.24316939891,3196000,Antwerpen,Antwerpen,2430,2980
41,42,0.0028,683905.216228125,674260.994020931,703705.842289904,648206.871506628,0.0028,0,2020.22118278689,2020.22398278689,3196000,VlaamsBrabant,Antwerpen,3110,2620
41,43,0.00533,683905.216228125,674260.994020931,685968.352524058,672959.767320034,0.00533,0,2020.22118278689,2020.22651278689,3196000,VlaamsBrabant,VlaamsBrabant,3110,3120
42,36,0.0000609289614231547,703705.842289904,648206.871506628,703864.293840675,648161.407649545,0.00286092896142316,0.0028,2020.22398278689,2020.22404371585,3196000,Antwerpen,Antwerpen,2620,2620
42,37,0.00279316939865316,703705.842289904,648206.871506628,668772.515582025,660983.165944161,0.00559316939865316,0.0028,2020.22398278689,2020.22677595629,3196000,Antwerpen,VlaamsBrabant,2620,3080
