node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune,startProvince,endProvince,startCommune,endCommune
15,1,0.000381000000000006,633953.28231963,783183.626214175,633594.635219964,783592.583915909,0.000381000000000006,0,2020.22366271585,2020.22404371585,5689000,Liège,Liège,4750,4750,Liège,Liège,4750,4750
15,16,0.000359999999999999,633953.28231963,783183.626214175,635578.229352132,782500.142340944,0.000359999999999999,0,2020.22366271585,2020.22402271585,5689000,Liège,NA,4750,NA,Liège,NA,4750,NA
16,17,0.05209,635578.229352132,782500.142340944,642891.080891094,777220.046529782,0.05245,0.000359999999999999,2020.22402271585,2020.27611271585,5689000,NA,Liège,NA,4700,NA,Liège,NA,4700
16,18,0.00784,635578.229352132,782500.142340944,650711.394909279,773097.088783366,0.0082,0.000359999999999999,2020.22402271585,2020.23186271585,5689000,NA,Liège,NA,4730,NA,Liège,NA,4730
17,2,0.0326304535500016,642891.080891094,777220.046529782,642004.279437344,776063.346164795,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,5689000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
17,3,0.0162374535500016,642891.080891094,777220.046529782,643955.040848366,776959.006924124,0.0686874535500016,0.05245,2020.27611271585,2020.2923501694,5689000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
18,4,0.0768804535500016,650711.394909279,773097.088783366,645727.449992765,783006.262035757,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,5689000,Liège,Liège,4730,4700,Liège,Liège,4730,4700
18,19,0.02251,650711.394909279,773097.088783366,653893.953527331,771609.577846574,0.03071,0.0082,2020.23186271585,2020.25437271585,5689000,Liège,Liège,4730,4731,Liège,Liège,4730,4731
19,20,0.00244,653893.953527331,771609.577846574,659749.27859232,766013.968404865,0.03315,0.03071,2020.25437271585,2020.25681271585,5689000,Liège,Liège,4731,4720,Liège,Liège,4731,4720
19,21,0.00273,653893.953527331,771609.577846574,650783.187525576,773082.018997828,0.03344,0.03071,2020.25437271585,2020.25710271585,5689000,Liège,Liège,4731,4730,Liège,Liège,4731,4730
20,5,0.0000184535500016361,659749.27859232,766013.968404865,657012.79581117,765314.036763368,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,5689000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
