node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune
12,1,0.144461967181504,644809.74691635,744213.131298816,627900.92433777,638449.465755059,0.144461967181504,0,2020.0686527869,2020.21311475408,43115000,Liège,Hainaut,4630,7100
12,13,0.05347371079,644809.74691635,744213.131298816,646975.276626595,743182.934182937,0.05347371079,0,2020.0686527869,2020.12212649769,43115000,Liège,Liège,4630,4620
13,14,0.000166289214100002,646975.276626595,743182.934182937,646962.876220147,743090.976507235,0.0536400000041,0.05347371079,2020.12212649769,2020.1222927869,43115000,Liège,Liège,4620,4620
13,17,0.049425892,646975.276626595,743182.934182937,640968.854014463,750009.617020884,0.10289960279,0.05347371079,2020.12212649769,2020.17155238969,43115000,Liège,Liège,4620,4860
14,5,0.123608852481504,646962.876220147,743090.976507235,646203.54615974,738775.909736119,0.177248852485604,0.0536400000041,2020.1222927869,2020.24590163939,43115000,Liège,Liège,4620,4032
14,15,0.05743566521,646962.876220147,743090.976507235,646963.973856631,739670.198011062,0.1110756652141,0.0536400000041,2020.1222927869,2020.17972845211,43115000,Liège,Liège,4620,4030
15,16,0.000544334787500003,646963.973856631,739670.198011062,655981.199639959,740988.769269774,0.1116200000016,0.1110756652141,2020.17972845211,2020.1802727869,43115000,Liège,Liège,4030,4680
15,4,0.000599416736104266,646963.973856631,739670.198011062,647139.366155727,739460.047409309,0.111675081950204,0.1110756652141,2020.17972845211,2020.18032786885,43115000,Liège,Liège,4030,4030
16,2,0.0000550819485742732,655981.199639959,740988.769269774,656797.226904602,739454.820288108,0.111675081950174,0.1116200000016,2020.1802727869,2020.18032786885,43115000,Liège,Liège,4680,4680
16,3,0.0000550819485742732,655981.199639959,740988.769269774,656020.05133016,741017.497414941,0.111675081950174,0.1116200000016,2020.1802727869,2020.18032786885,43115000,Liège,Liège,4680,4680
17,18,0.000470397218599997,640968.854014463,750009.617020884,634257.058063663,656412.691963612,0.1033700000086,0.10289960279,2020.17155238969,2020.17202278691,43115000,Liège,Hainaut,4860,6210
17,6,0.0524913261615043,640968.854014463,750009.617020884,644384.961591768,773135.884138858,0.155390928951504,0.10289960279,2020.17155238969,2020.22404371585,43115000,Liège,Liège,4860,4700
18,7,0.0984690163715043,634257.058063663,656412.691963612,622516.226418491,659810.870950471,0.201839016380104,0.1033700000086,2020.17202278691,2020.27049180328,43115000,Hainaut,Hainaut,6210,6200
18,19,0.00408,634257.058063663,656412.691963612,634434.556937835,655917.990151023,0.1074500000086,0.1033700000086,2020.17202278691,2020.17610278691,43115000,Hainaut,Hainaut,6210,6210
19,8,0.0506731693815043,634434.556937835,655917.990151023,671904.458948933,644955.589442908,0.158123169390104,0.1074500000086,2020.17610278691,2020.22677595629,43115000,Hainaut,Bruxelles,6210,1082
19,20,0.00546000000000001,634434.556937835,655917.990151023,634922.511043218,655765.151488369,0.1129100000086,0.1074500000086,2020.17610278691,2020.18156278691,43115000,Hainaut,Hainaut,6210,6210
20,9,0.0506776502515043,634922.511043218,655765.151488369,633057.42294232,657644.111877344,0.163587650260104,0.1129100000086,2020.18156278691,2020.23224043716,43115000,Hainaut,Hainaut,6210,6211
