node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID
6,5,0.0967747726675596,646140.762278226,726028.881133987,644383.857488794,722370.186317246,0.0967747726675596,0,2020.16825254973,2020.2650273224,3223000
6,7,0.000260237157400006,646140.762278226,726028.881133987,646128.679943075,725985.875171509,0.000260237157400006,0,2020.16825254973,2020.16851278689,3223000
7,1,0.0910500546275596,646128.679943075,725985.875171509,640345.40134899,753790.49562438,0.0913102917849596,0.000260237157400006,2020.16851278689,2020.25956284152,3223000
7,8,0.0744,646128.679943075,725985.875171509,645913.052618401,725534.880809988,0.0746602371574,0.000260237157400006,2020.16851278689,2020.24291278689,3223000
8,2,0.000256612009459617,645913.052618401,725534.880809988,613654.293304514,765873.246471421,0.0749168491668596,0.0746602371574,2020.24291278689,2020.2431693989,3223000
8,9,0.00294,645913.052618401,725534.880809988,645937.407422746,725515.030559505,0.0776002371574,0.0746602371574,2020.24291278689,2020.24585278689,3223000
9,3,0.0164422950675596,645937.407422746,725515.030559505,647003.990494006,736789.182257346,0.0940425322249596,0.0776002371574,2020.24585278689,2020.26229508196,3223000
9,4,4.88524465696166e-05,645937.407422746,725515.030559505,645939.626923492,725513.485677266,0.0776490896039696,0.0776002371574,2020.24585278689,2020.24590163934,3223000
