# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue Apr 21 16:48:21 CEST 2020 [seed=1587480498445]
# -beagle_gpu -beagle_double -beagle_order 1 -overwrite Nextstrain_200420_3.xml
state	joint	prior	likelihood	location.clock.rate	location.meanRate	location.rates.Belgium.other	location.rates.other.Belgium	location.indicators.Belgium.other	location.indicators.other.Belgium	location.nonZeroRates	location.branchRates	location.treeLikelihood
41000	-985.9611193128806	-67.14507245879952	-918.816046854081	0.39503901120759577	0.3950390112075978	0.35743074264524766	1.1622757605363259	1.0	1.0	2.0	0.0	-918.816046854081
42000	-985.4078783177381	-67.04247991604893	-918.3653984016892	0.397716403562837	0.39771640356283655	0.1793824229598008	0.7844179766371143	1.0	1.0	2.0	0.0	-918.3653984016892
43000	-985.0563691573552	-67.39645249264153	-917.6599166647137	0.39797226808037856	0.3979722680803786	0.24646792718527755	1.0279854113479938	1.0	1.0	2.0	0.0	-917.6599166647137
44000	-985.2951708643557	-76.34320602832537	-908.9519648360304	0.4475991817467356	0.4475991817467326	0.3768816580586324	1.4457563421583617	1.0	1.0	2.0	0.0	-908.9519648360304
45000	-984.836477984289	-75.87495588556591	-908.9615220987231	0.4452376688831472	0.4452376688831503	0.36261449134064055	1.3912709499487246	1.0	1.0	2.0	0.0	-908.9615220987231
46000	-989.161093759714	-63.929671627174145	-925.2314221325399	0.3639825625680738	0.3639825625680765	0.3949086001123376	3.1693776276900976	1.0	1.0	2.0	0.0	-925.2314221325399
47000	-983.6984056683332	-73.41561409804619	-910.282791570287	0.43699480706356747	0.43699480706356686	0.1390472908929492	0.5500540979968745	1.0	1.0	2.0	0.0	-910.282791570287
48000	-986.8277694149323	-73.22805335615314	-913.5997160587791	0.41931028279575655	0.4193102827957573	0.6228811092205231	2.87120180186786	1.0	1.0	2.0	0.0	-913.5997160587791
49000	-984.8393712856857	-69.63259392983508	-915.2067773558507	0.4128267849527669	0.41282678495276726	0.2349426941175923	0.7610252038243103	1.0	1.0	2.0	0.0	-915.2067773558507
50000	-985.0164994491397	-68.23666168187151	-916.7798377672682	0.39997589057501604	0.39997589057501787	0.3078462152976634	1.4675962508547848	1.0	1.0	2.0	0.0	-916.7798377672682
51000	-986.7051423791626	-76.18370842963292	-910.5214339495296	0.4489410377689139	0.4489410377689148	0.2575917723343833	1.1785527992064644	1.0	1.0	2.0	0.0	-910.5214339495296
52000	-986.6396272143783	-76.2140823432865	-910.4255448710918	0.43880911742932605	0.43880911742932693	0.5335095431268821	2.647093339955217	1.0	1.0	2.0	0.0	-910.4255448710918
53000	-985.6371069125604	-72.2114903858238	-913.4256165267366	0.4190682543921226	0.41906825439212314	0.42946419052931906	2.0890173493787656	1.0	1.0	2.0	0.0	-913.4256165267366
54000	-985.3907265376222	-72.90396935952054	-912.4867571781017	0.43080471615647487	0.4308047161564737	0.2958196398604774	0.9290160099421269	1.0	1.0	2.0	0.0	-912.4867571781017
55000	-986.3065899217714	-76.2707768392297	-910.0358130825417	0.4407056680434462	0.4407056680434467	0.4761535943761628	2.4402717801418397	1.0	1.0	2.0	0.0	-910.0358130825417
56000	-985.3154654431482	-78.9131514620501	-906.4023139810981	0.46780702994840395	0.46780702994840073	0.17803693679147786	0.7965354335327252	1.0	1.0	2.0	0.0	-906.4023139810981
57000	-985.8693889588142	-76.35325436961816	-909.516134589196	0.44978235407538636	0.44978235407538886	0.2501649787931104	1.2132060657468515	1.0	1.0	2.0	0.0	-909.516134589196
58000	-985.0789362105569	-79.65711356345183	-905.421822647105	0.47031286479910356	0.4703128647991039	0.25257742341843503	1.042179960957232	1.0	1.0	2.0	0.0	-905.421822647105
59000	-985.5083666418622	-69.89180946893842	-915.6165571729238	0.41086882949736275	0.4108688294973619	0.3010946969347127	1.285500516862336	1.0	1.0	2.0	0.0	-915.6165571729238
60000	-986.7602938346567	-60.320043705928384	-926.4402501287284	0.3598404922734202	0.3598404922734226	0.137483486081718	0.5189729638710449	1.0	1.0	2.0	0.0	-926.4402501287284
61000	-985.9082248098443	-70.26160371180814	-915.6466210980362	0.4141413538036997	0.41414135380370043	0.2967797337964794	1.1056948097307628	1.0	1.0	2.0	0.0	-915.6466210980362
62000	-988.6891948907119	-75.38160815207333	-913.3075867386385	0.42025510940992095	0.42025510940992244	1.0366398024748829	4.4510942610980795	1.0	1.0	2.0	0.0	-913.3075867386385
63000	-986.5593721080319	-70.59687150982113	-915.9625005982108	0.418399132931972	0.41839913293197534	0.28706763164010146	0.7300399854129799	1.0	1.0	2.0	0.0	-915.9625005982108
64000	-989.237723800513	-86.82172094068723	-902.4160028598258	0.5025838242628072	0.502583824262809	0.9229963403799772	2.0800462540856897	1.0	1.0	2.0	0.0	-902.4160028598258
65000	-987.0224849586098	-66.92447692832799	-920.0980080302818	0.39431904255549066	0.39431904255549266	0.3723088744082964	1.0487050422332402	1.0	1.0	2.0	0.0	-920.0980080302818
66000	-985.597301903715	-74.97053282687924	-910.6267690768358	0.4372675526833109	0.4372675526833094	0.34791844392404325	1.8499547554832736	1.0	1.0	2.0	0.0	-910.6267690768358
67000	-987.5418223974912	-73.35133188465888	-914.1904905128323	0.4238609184774141	0.4238609184774172	0.7090274262778485	2.1382018417031334	1.0	1.0	2.0	0.0	-914.1904905128323
68000	-986.4553690625498	-73.73726422855765	-912.7181048339922	0.4339102345960625	0.4339102345960648	0.39839181054197315	1.1342644327047744	1.0	1.0	2.0	0.0	-912.7181048339922
69000	-987.6215407294493	-78.02859973671664	-909.5929409927327	0.44195399058875495	0.4419539905887545	0.9716877019421621	3.4913654871845705	1.0	1.0	2.0	0.0	-909.5929409927327
70000	-987.2990950158727	-82.83253308511317	-904.4665619307596	0.48594201506696605	0.4859420150669695	0.41903740174432214	1.408312662760615	1.0	1.0	2.0	0.0	-904.4665619307596
71000	-989.0109436762433	-77.0758999215868	-911.9350437546565	0.43335210497766946	0.4333521049776701	1.250878254442502	3.714851009010495	1.0	1.0	2.0	0.0	-911.9350437546565
72000	-985.4622144275169	-64.82094568799553	-920.6412687395214	0.38621805582694557	0.386218055826945	0.10670605135088422	0.5825278767037143	1.0	1.0	2.0	0.0	-920.6412687395214
73000	-984.1733713216727	-71.585123816223	-912.5882475054497	0.42810910134342056	0.4281091013434192	0.0596162408315169	0.302510786035975	1.0	1.0	2.0	0.0	-912.5882475054497
74000	-991.6291749184261	-91.12372885864288	-900.5054460597833	0.5120860899486497	0.5120860899486508	1.553242202224341	4.1455858493900015	1.0	1.0	2.0	0.0	-900.5054460597833
75000	-984.187881429496	-78.76120932933546	-905.4266721001605	0.46993597565539436	0.46993597565539313	0.10735548280920013	0.3552347895285487	1.0	1.0	2.0	0.0	-905.4266721001605
76000	-985.0591362528118	-69.62338112489674	-915.4357551279151	0.41357500082082793	0.4135750008208296	0.1963830496314097	0.6637288541195357	1.0	1.0	2.0	0.0	-915.4357551279151
77000	-987.0097339343276	-79.34416614270376	-907.6655677916239	0.47001624550016124	0.47001624550016347	0.15047973554650504	0.8814925918190613	1.0	1.0	2.0	0.0	-907.6655677916239
78000	-988.6335916708026	-68.70632367374346	-919.9272679970592	0.38960580939384765	0.38960580939384953	0.8817512862911651	3.1191814055494684	1.0	1.0	2.0	0.0	-919.9272679970592
79000	-986.9287511535601	-68.27222756501436	-918.6565235885457	0.39305814241660064	0.3930581424166023	0.42804331208589025	2.55421711005413	1.0	1.0	2.0	0.0	-918.6565235885457
80000	-986.8259276144356	-78.74079679843389	-908.0851308160018	0.46157545442019327	0.4615754544201952	0.32401549404291297	1.5321246713313572	1.0	1.0	2.0	0.0	-908.0851308160018
81000	-986.4390938775568	-61.07001446836903	-925.3690794091879	0.35999374095048325	0.3599937409504822	0.21480005230577887	1.1656608004278148	1.0	1.0	2.0	0.0	-925.3690794091879
82000	-984.1344525476499	-69.1603114781983	-914.9741410694515	0.4111059374652838	0.4111059374652858	0.17235921648698652	0.6426035123837908	1.0	1.0	2.0	0.0	-914.9741410694515
83000	-986.638130256522	-70.47677047742499	-916.161359779097	0.4068664583797657	0.4068664583797659	0.40876583544119494	2.440284005270184	1.0	1.0	2.0	0.0	-916.161359779097
84000	-984.9990420093761	-74.52653179679774	-910.4725102125784	0.44064555952767565	0.4406455595276763	0.2404988961567546	0.9418508822510753	1.0	1.0	2.0	0.0	-910.4725102125784
85000	-986.0789088785288	-74.88591918710839	-911.1929896914204	0.4344557135942389	0.434455713594238	0.5683435442854267	2.0206716553375985	1.0	1.0	2.0	0.0	-911.1929896914204
86000	-986.1943777359417	-66.79014654867765	-919.404231187264	0.39420740746998434	0.3942074074699861	0.26311182481938256	1.0424735808658687	1.0	1.0	2.0	0.0	-919.404231187264
87000	-984.8552506965466	-64.34100872638462	-920.514241970162	0.38454434033305773	0.38454434033305834	0.06466655137902325	0.42807008752143705	1.0	1.0	2.0	0.0	-920.514241970162
88000	-990.0450426582549	-81.56403470644419	-908.4810079518107	0.480683619811152	0.480683619811155	0.35579862910253374	1.0921672437128915	1.0	1.0	2.0	0.0	-908.4810079518107
89000	-989.8855421492866	-64.87174137211831	-925.0138007771683	0.3657466908314916	0.3657466908314916	0.4527824326304774	3.7546939813923386	1.0	1.0	2.0	0.0	-925.0138007771683
90000	-986.872457132699	-76.30872728566997	-910.563729847029	0.4361730787841173	0.4361730787841186	0.6490041886843526	3.072243048456286	1.0	1.0	2.0	0.0	-910.563729847029
91000	-985.9696270648417	-67.9890560752822	-917.9805709895595	0.3966790730998817	0.3966790730998818	0.31478849146349264	1.7712174332884871	1.0	1.0	2.0	0.0	-917.9805709895595
92000	-988.438809940719	-70.5459407808633	-917.8928691598556	0.3994308341165923	0.3994308341165942	0.6007117290620866	3.5762884894256977	1.0	1.0	2.0	0.0	-917.8928691598556
93000	-984.3779612827931	-75.2816708661501	-909.096290416643	0.4443014480775362	0.44430144807753796	0.2781386047267362	1.0408463556249732	1.0	1.0	2.0	0.0	-909.096290416643
94000	-985.6599933448106	-64.52032726800698	-921.1396660768036	0.3798600194222623	0.3798600194222631	0.27798774847525165	1.1873964710317764	1.0	1.0	2.0	0.0	-921.1396660768036
95000	-986.2299895119132	-66.60020758815358	-919.6297819237597	0.38882096864621013	0.3888209686462096	0.43371329637676115	1.5940041659377617	1.0	1.0	2.0	0.0	-919.6297819237597
96000	-984.7939436566506	-77.33521377932941	-907.4587298773213	0.4594052873227556	0.4594052873227582	0.1479300557036646	0.6696803960982416	1.0	1.0	2.0	0.0	-907.4587298773213
97000	-987.8216760674356	-80.59273675171562	-907.22893931572	0.4608016040471151	0.4608016040471159	0.973137582790555	2.8658271918874743	1.0	1.0	2.0	0.0	-907.22893931572
98000	-983.7822441099262	-72.93317610606368	-910.8490680038625	0.4353629897804318	0.43536298978043214	0.08894756000249476	0.3938135830969826	1.0	1.0	2.0	0.0	-910.8490680038625
99000	-987.9608007526072	-83.17998576615256	-904.7808149864546	0.4782181495760658	0.4782181495760673	0.8547811089865419	2.6260296451580065	1.0	1.0	2.0	0.0	-904.7808149864546
100000	-989.3575634162793	-79.25421453846567	-910.1033488778136	0.4571596257314151	0.45715962573141466	0.9429950043344224	2.17345009400636	1.0	1.0	2.0	0.0	-910.1033488778136
101000	-987.6229278402437	-85.42743213092706	-902.1954957093167	0.49618689544039685	0.49618689544039923	0.709158972878584	1.9810046368722227	1.0	1.0	2.0	0.0	-902.1954957093167
102000	-988.2452602000177	-76.69091301941623	-911.5543471806014	0.4373111651165812	0.4373111651165821	0.9909666455202288	2.919907803086573	1.0	1.0	2.0	0.0	-911.5543471806014
103000	-987.212171790789	-71.6330917892621	-915.5790800015268	0.4075112360083703	0.40751123600837347	0.600600012463695	3.2956244111845763	1.0	1.0	2.0	0.0	-915.5790800015268
104000	-985.4603307612148	-73.92693874583213	-911.5333920153827	0.43218692659761077	0.4321869265976132	0.3009133715886313	1.7130093224929226	1.0	1.0	2.0	0.0	-911.5333920153827
105000	-988.8617890818177	-88.1390123964171	-900.7227766854006	0.5195070147582054	0.519507014758208	0.32157649123720217	1.1382536906002485	1.0	1.0	2.0	0.0	-900.7227766854006
106000	-984.8556733049725	-72.44891053505397	-912.4067627699185	0.42459964326396027	0.42459964326395827	0.317712586856713	1.5020818451929694	1.0	1.0	2.0	0.0	-912.4067627699185
107000	-986.7829875423374	-72.53619019362444	-914.246797348713	0.4233124067344005	0.4233124067343993	0.5088193525015089	1.6160931737673252	1.0	1.0	2.0	0.0	-914.246797348713
108000	-983.6637686474237	-67.99529292570963	-915.6684757217141	0.4071746177546517	0.40717461775465363	0.06433557921261458	0.2510719213231837	1.0	1.0	2.0	0.0	-915.6684757217141
109000	-985.2732535468493	-71.18397570622074	-914.0892778406286	0.4143531706222528	0.4143531706222556	0.42521343554729196	1.8637815866517167	1.0	1.0	2.0	0.0	-914.0892778406286
110000	-984.4917213857859	-73.16471653409211	-911.3270048516938	0.430826509420149	0.4308265094201502	0.30424135551759673	1.177653814300944	1.0	1.0	2.0	0.0	-911.3270048516938
111000	-988.3547428243877	-79.15684046116927	-909.1979023632184	0.4471265901114367	0.4471265901114365	0.8605616102576734	3.8556581216816332	1.0	1.0	2.0	0.0	-909.1979023632184
112000	-987.0176071177196	-78.98722624135895	-908.0303808763607	0.4565588140467032	0.4565588140467018	0.4968600798661308	2.4542207691489697	1.0	1.0	2.0	0.0	-908.0303808763607
113000	-992.3221859613637	-71.92001969052765	-920.4021662708361	0.4080077642800135	0.4080077642800134	0.28769966147192555	3.811402156647745	1.0	1.0	2.0	0.0	-920.4021662708361
114000	-984.529037774485	-72.15045455783282	-912.3785832166521	0.4272143765871276	0.4272143765871285	0.22568059348239122	0.8531818830147865	1.0	1.0	2.0	0.0	-912.3785832166521
115000	-985.0714851589099	-77.96317110040434	-907.1083140585056	0.46597215212625637	0.46597215212625664	0.08779428569834459	0.24711424561705395	1.0	1.0	2.0	0.0	-907.1083140585056
116000	-985.274887089508	-75.25389635230754	-910.0209907372005	0.4452384288196517	0.4452384288196549	0.19414833927495298	0.938549007897382	1.0	1.0	2.0	0.0	-910.0209907372005
117000	-984.9972029595025	-71.39210501457954	-913.6050979449229	0.41948434351707764	0.41948434351708086	0.26380583845459804	1.3648702854384198	1.0	1.0	2.0	0.0	-913.6050979449229
118000	-985.5399217328643	-72.47687298540774	-913.0630487474566	0.42024700197930354	0.4202470019793018	0.467428630016186	2.1169423678703145	1.0	1.0	2.0	0.0	-913.0630487474566
119000	-986.1295450610759	-81.80163574802252	-904.3279093130534	0.4860542623914362	0.48605426239143534	0.22823529825925729	0.5492387666813515	1.0	1.0	2.0	0.0	-904.3279093130534
120000	-985.6461493208383	-80.68448200798144	-904.9616673128568	0.4733026573094809	0.4733026573094818	0.41788466431806554	1.3986375898457124	1.0	1.0	2.0	0.0	-904.9616673128568
121000	-988.0916008382615	-75.05987955331346	-913.031721284948	0.4240219062731992	0.424021906273198	1.0605800790555828	3.4679529618185585	1.0	1.0	2.0	0.0	-913.031721284948
122000	-985.9420154303336	-72.82372904500276	-913.1182863853309	0.4237299839236593	0.42372998392365746	0.45274167659108744	1.8890428033979165	1.0	1.0	2.0	0.0	-913.1182863853309
123000	-985.3110229886564	-68.36555828686622	-916.9454647017902	0.40919937054098193	0.40919937054098404	0.03800426739851863	0.30492837417569685	1.0	1.0	2.0	0.0	-916.9454647017902
124000	-986.5094623901024	-67.0740673582086	-919.4353950318938	0.3945858140894496	0.39458581408944965	0.3426640792513959	1.1827711130689427	1.0	1.0	2.0	0.0	-919.4353950318938
125000	-985.6175334846753	-78.51400606559133	-907.103527419084	0.4707341280374526	0.4707341280374526	0.013809458020651316	0.06659941855357632	1.0	1.0	2.0	0.0	-907.103527419084
126000	-983.6285891442828	-69.83062317029575	-913.7979659739871	0.41769688065345356	0.4176968806534539	0.06203992991478213	0.30767287634973584	1.0	1.0	2.0	0.0	-913.7979659739871
127000	-990.1627873376575	-78.1611270070598	-912.0016603305977	0.45565257591041486	0.45565257591041697	0.7872587774797155	1.4910097565530034	1.0	1.0	2.0	0.0	-912.0016603305977
128000	-988.9152276361641	-69.85303820448203	-919.0621894316821	0.39213103960858803	0.3921310396085874	0.8995207523815097	3.8205308264966225	1.0	1.0	2.0	0.0	-919.0621894316821
129000	-983.9616117561354	-72.6784536017384	-911.283158154397	0.4323689883474121	0.4323689883474123	0.11870399768435864	0.615927461331434	1.0	1.0	2.0	0.0	-911.283158154397
130000	-985.5950730190882	-63.03332204389005	-922.5617509751982	0.3739589188260756	0.37395891882607635	0.17666318938478623	0.8012251599226706	1.0	1.0	2.0	0.0	-922.5617509751982
131000	-987.2591039618152	-74.39851612308583	-912.8605878387293	0.42446118471678423	0.4244611847167841	0.8872058446455078	2.905625229535278	1.0	1.0	2.0	0.0	-912.8605878387293
132000	-987.3863740893835	-82.02105791600076	-905.3653161733827	0.47170065420728996	0.47170065420729207	0.6492938383471311	2.7747164443588095	1.0	1.0	2.0	0.0	-905.3653161733827
133000	-984.2914986690013	-71.72159194326669	-912.5699067257345	0.42552983043304865	0.4255298304330499	0.19735685302077893	0.7377067096520319	1.0	1.0	2.0	0.0	-912.5699067257345
134000	-988.4495427849531	-85.03017236306624	-903.4193704218868	0.49264287504195603	0.49264287504195825	0.8553555509043976	2.0367055693202496	1.0	1.0	2.0	0.0	-903.4193704218868
135000	-986.554456418026	-79.29538459274383	-907.2590718252821	0.4626322464193451	0.46263224641934486	0.46491205420823545	1.7670783793422447	1.0	1.0	2.0	0.0	-907.2590718252821
136000	-990.5205873950725	-76.91102156885158	-913.609565826221	0.42327351669602464	0.4232735166960242	1.6259705968409266	4.88035471946487	1.0	1.0	2.0	0.0	-913.609565826221
137000	-984.1875720136458	-70.98041265489648	-913.2071593587493	0.422108437249584	0.4221084372495869	0.16466878912305738	0.6082175750073365	1.0	1.0	2.0	0.0	-913.2071593587493
138000	-986.4534022254364	-75.81594786865087	-910.6374543567856	0.44115026993643375	0.44115026993643597	0.5236176618002969	1.862759155101499	1.0	1.0	2.0	0.0	-910.6374543567856
139000	-985.6820655710289	-79.10205044876635	-906.5800151222626	0.46639184637610276	0.46639184637610587	0.25149758801552435	1.1513104643558434	1.0	1.0	2.0	0.0	-906.5800151222626
140000	-985.4849471858266	-68.8496860777286	-916.635261108098	0.40243954427181944	0.4024395442718194	0.3674244352473057	1.6039547132421812	1.0	1.0	2.0	0.0	-916.635261108098
141000	-986.0957222967432	-72.26775126721544	-913.8279710295278	0.4166541749818847	0.41665417498188334	0.6028450162255279	2.380472466899692	1.0	1.0	2.0	0.0	-913.8279710295278
142000	-985.3437903716433	-69.25915316028895	-916.0846372113543	0.4079080879443905	0.40790808794439065	0.2155730552765093	1.2395350220867059	1.0	1.0	2.0	0.0	-916.0846372113543
143000	-985.6590560084699	-78.2583243027488	-907.4007317057211	0.4570233791676592	0.457023379167664	0.37364308057815454	1.769957075801879	1.0	1.0	2.0	0.0	-907.4007317057211
144000	-984.680175087476	-77.29766099623139	-907.3825140912446	0.45949093555708254	0.45949093555708065	0.17893071753624426	0.5866405436403977	1.0	1.0	2.0	0.0	-907.3825140912446
145000	-985.8964211964907	-80.48187316804389	-905.4145480284468	0.4803076630774517	0.48030766307745026	0.07567349820041419	0.3537016444830254	1.0	1.0	2.0	0.0	-905.4145480284468
146000	-986.3662005731956	-70.03041981848628	-916.3357807547093	0.41328908176672563	0.41328908176672763	0.1404479145174119	1.1750972139103526	1.0	1.0	2.0	0.0	-916.3357807547093
147000	-985.5945817978437	-71.77428773033101	-913.8202940675127	0.4233270881434586	0.4233270881434597	0.1829282040310264	1.177597304946398	1.0	1.0	2.0	0.0	-913.8202940675127
148000	-988.1747529900942	-77.14884107833797	-911.0259119117563	0.4451783862533565	0.44517838625335965	0.8762221287749292	2.161577539495822	1.0	1.0	2.0	0.0	-911.0259119117563
149000	-985.5318947878648	-75.27075588374021	-910.2611389041246	0.4377762583670252	0.4377762583670267	0.4696520703070407	1.9423747636910034	1.0	1.0	2.0	0.0	-910.2611389041246
