# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Apr 09 07:59:19 CEST 2020 [seed=1586411958076]
# -overwrite Nextstrain_070420_3.xml
state	location.rates.Belgium.other	location.rates.other.Belgium	location.indicators.Belgium.other	location.indicators.other.Belgium	location.nonZeroRates
0	1.0	1.0	1.0	1.0	2.0
1000	0.02472992740805482	0.29739649149375136	1.0	1.0	2.0
2000	0.32839522725216813	2.587951608663494	1.0	1.0	2.0
3000	1.08309933455676	4.363057672361838	1.0	1.0	2.0
4000	0.06856266690334495	0.41826592794181183	1.0	1.0	2.0
5000	0.22917996585029454	2.17031943472478	1.0	1.0	2.0
6000	0.4274378468311189	2.659578848461463	1.0	1.0	2.0
7000	0.2189762740073017	1.8679328613318136	1.0	1.0	2.0
8000	0.18822430921906194	1.5489742774571902	1.0	1.0	2.0
9000	0.05688384401923079	0.34456169588665264	1.0	1.0	2.0
10000	0.32416372425002055	3.295097466418502	1.0	1.0	2.0
11000	0.3880393181963771	2.2427842469228385	1.0	1.0	2.0
12000	0.31416658244015244	2.5500489787664318	1.0	1.0	2.0
13000	0.06613261543640633	1.4510704853662746	1.0	1.0	2.0
14000	0.46385941073439146	2.418506298393124	1.0	1.0	2.0
15000	0.24012859874766085	1.8635798999830109	1.0	1.0	2.0
16000	0.14345541930779493	1.4588486060127381	1.0	1.0	2.0
17000	0.3242041319976047	2.7846260000773295	1.0	1.0	2.0
18000	0.1705599747241661	1.384767803247243	1.0	1.0	2.0
19000	0.2826188200195693	3.3058239952772404	1.0	1.0	2.0
20000	0.1971673804724937	1.650799745736141	1.0	1.0	2.0
21000	0.33725740730737774	1.8848866647629485	1.0	1.0	2.0
22000	0.05081805186986085	0.4715722717971322	1.0	1.0	2.0
23000	0.21356604082217504	1.8094427683890693	1.0	1.0	2.0
24000	0.1755256468580723	1.6479523860084628	1.0	1.0	2.0
25000	0.08009548468553837	0.8115880934386194	1.0	1.0	2.0
26000	0.17022261387145365	2.217441872095288	1.0	1.0	2.0
27000	0.3532416864719956	1.3921186684909495	1.0	1.0	2.0
28000	0.26575245875720205	1.091411313980537	1.0	1.0	2.0
29000	0.06226849302017398	0.22737369525845325	1.0	1.0	2.0
30000	0.07822312538616764	1.2117940887967507	1.0	1.0	2.0
31000	0.3520253110369416	2.9476975399342913	1.0	1.0	2.0
32000	0.04813524194562443	0.7712152038440289	1.0	1.0	2.0
33000	0.27760067558083784	1.9204429646830514	1.0	1.0	2.0
34000	0.14609509125420822	1.1592546616366697	1.0	1.0	2.0
35000	0.2016220842656987	1.5082532082103155	1.0	1.0	2.0
36000	0.16802540597470347	0.8623873721433933	1.0	1.0	2.0
37000	0.09114879569859664	0.7871889380250399	1.0	1.0	2.0
38000	0.19918715974299128	1.8527337123345204	1.0	1.0	2.0
39000	0.14913573381113107	1.0502410456562983	1.0	1.0	2.0
40000	0.23311744807223914	3.756345864971016	1.0	1.0	2.0
41000	0.20619879673786878	1.344188338397541	1.0	1.0	2.0
42000	0.0952986776283021	0.6301542695995416	1.0	1.0	2.0
43000	0.15949268466376582	0.8089119799767083	1.0	1.0	2.0
44000	0.1848893403838379	2.105807915444917	1.0	1.0	2.0
45000	0.08029123376935564	0.5088317328829337	1.0	1.0	2.0
46000	0.12343056317516607	1.9061701368833943	1.0	1.0	2.0
47000	0.023326448325843654	0.4705324165072117	1.0	1.0	2.0
48000	0.35842017648983826	1.2244281690341168	1.0	1.0	2.0
49000	0.8432918807660652	3.6438173041349864	1.0	1.0	2.0
50000	0.7921097851614356	3.2167282106552584	1.0	1.0	2.0
51000	0.4811788931616425	2.708457538412908	1.0	1.0	2.0
52000	0.11452739814302569	0.5920235362488483	1.0	1.0	2.0
53000	0.17227254334638123	0.9764304166243466	1.0	1.0	2.0
54000	0.6469518105367807	3.1971619090063372	1.0	1.0	2.0
55000	0.08762453894877077	0.4631446037365958	1.0	1.0	2.0
56000	0.44987213014711647	4.092352082404784	1.0	1.0	2.0
57000	1.0074341647883747	4.582142232419452	1.0	1.0	2.0
58000	0.03911261564127598	0.41149409904783957	1.0	1.0	2.0
59000	0.2533036374971412	2.7425903714088635	1.0	1.0	2.0
60000	0.2716672001442404	0.9395818923266988	1.0	1.0	2.0
61000	0.22305454645108166	1.835486546421563	1.0	1.0	2.0
62000	0.6865336839767943	3.8164603834609943	1.0	1.0	2.0
63000	0.15465177299999577	1.5517785877194965	1.0	1.0	2.0
64000	0.07225943080775832	0.6810338330369898	1.0	1.0	2.0
65000	0.3890801758185508	2.4916345536215236	1.0	1.0	2.0
66000	0.3251416340534692	1.6747675757617992	1.0	1.0	2.0
67000	0.2517264799520876	3.039340175040715	1.0	1.0	2.0
68000	0.21118655531757308	1.9013151176972405	1.0	1.0	2.0
69000	0.25868815101205017	3.696406736255875	1.0	1.0	2.0
70000	0.14899096535179782	1.228680878680073	1.0	1.0	2.0
