# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Jun 18 11:57:47 CEST 2020 [seed=1592474265207]
# /Users/simondellicour/Dropbox/Temp_MacP/NCOV/Belgium/Phylogenetic_analyses/TreeTime_100620.xml
state	location.rates.Belgium.other	location.rates.other.Belgium	location.indicators.Belgium.other	location.indicators.other.Belgium	location.nonZeroRates
91000	1.0549677904905077	2.0603714743936616	1.0	1.0	2.0
92000	0.39269494013822936	0.5699371481923324	1.0	1.0	2.0
93000	0.9836969737601277	1.4874469570945366	1.0	1.0	2.0
94000	0.3408253581798587	0.5084499312072115	1.0	1.0	2.0
95000	0.6960594916947762	1.5481047556999434	1.0	1.0	2.0
96000	0.6721726710343022	1.099402958806651	1.0	1.0	2.0
97000	1.0030484864933622	1.6055222716654358	1.0	1.0	2.0
98000	0.908667193268694	1.9552459943761695	1.0	1.0	2.0
99000	2.9127495573585236	3.1917165205343263	1.0	1.0	2.0
100000	0.9189165054284516	1.290083569286799	1.0	1.0	2.0
101000	0.5772646996470423	0.772116710001258	1.0	1.0	2.0
102000	1.311260013711475	1.5847794325979951	1.0	1.0	2.0
103000	0.3945193128787199	0.6551469003247762	1.0	1.0	2.0
104000	1.2242791677948035	1.8977304848398313	1.0	1.0	2.0
105000	0.18330161716109625	0.32422517090497605	1.0	1.0	2.0
106000	0.7266058130568371	1.3495924680442117	1.0	1.0	2.0
107000	0.8588687822928822	1.4213387685884764	1.0	1.0	2.0
108000	0.2924363035734415	0.4292978679959695	1.0	1.0	2.0
109000	1.5698656553384474	2.157474883949965	1.0	1.0	2.0
110000	1.0024763747816312	1.5438020910436066	1.0	1.0	2.0
111000	0.41261425590095197	0.7469561728375114	1.0	1.0	2.0
112000	0.34456288833610127	0.6206610321487471	1.0	1.0	2.0
113000	0.13514367678862504	0.22646028070660518	1.0	1.0	2.0
114000	0.7926610835659179	0.9759307645318097	1.0	1.0	2.0
115000	0.6874092989097086	1.052178634092156	1.0	1.0	2.0
116000	1.0788863957595165	2.5945913625371917	1.0	1.0	2.0
117000	0.18694176735380472	0.39211894422220994	1.0	1.0	2.0
118000	0.8403886383221433	1.307343285627032	1.0	1.0	2.0
119000	0.030734168806275334	0.05959905776638466	1.0	1.0	2.0
120000	1.852501313872574	2.5553328343688673	1.0	1.0	2.0
121000	0.13389721499415128	0.259209932246353	1.0	1.0	2.0
122000	0.4139577778900057	0.6796152254631714	1.0	1.0	2.0
123000	0.18456576180558612	0.2608089112134022	1.0	1.0	2.0
124000	0.5558725316447575	0.8325588215463176	1.0	1.0	2.0
125000	1.6654093909765482	3.0657355138301225	1.0	1.0	2.0
126000	0.41579018659003786	0.6656879040864355	1.0	1.0	2.0
127000	0.574578173397076	0.8532701630683877	1.0	1.0	2.0
128000	0.32838736442754013	0.4022157372313057	1.0	1.0	2.0
129000	0.19989712489468617	0.46835890148892717	1.0	1.0	2.0
130000	1.444319213974984	2.2355768215347647	1.0	1.0	2.0
131000	0.19270088786408668	0.34433790540295434	1.0	1.0	2.0
132000	0.4613065818971846	0.9694288227912075	1.0	1.0	2.0
133000	0.586120909989762	1.069057928672837	1.0	1.0	2.0
134000	1.2201801286569782	2.121044231605713	1.0	1.0	2.0
135000	0.6943937719827643	0.9042266974956997	1.0	1.0	2.0
136000	1.7480345711655616	3.2570814632976095	1.0	1.0	2.0
137000	1.7176577659332266	2.359675023959904	1.0	1.0	2.0
138000	0.5254421973179908	0.7103290484458995	1.0	1.0	2.0
139000	0.8306310268584701	1.3063361426790376	1.0	1.0	2.0
140000	0.2353752451254717	0.42181137268842955	1.0	1.0	2.0
141000	0.9076091118342756	1.5101431447057019	1.0	1.0	2.0
142000	0.20303512942814408	0.2600471278509354	1.0	1.0	2.0
143000	1.110864624681665	1.907578089228558	1.0	1.0	2.0
144000	0.11484951542023025	0.15272136824149138	1.0	1.0	2.0
145000	0.14106901015176473	0.2688129529096497	1.0	1.0	2.0
146000	0.824831796529286	1.606146756789249	1.0	1.0	2.0
147000	0.22602576255094034	0.4664718838928639	1.0	1.0	2.0
148000	0.07704452303310548	0.12057979111796631	1.0	1.0	2.0
149000	0.8428280913061675	1.2873720127016306	1.0	1.0	2.0
150000	2.83809750607345	3.8984426899191216	1.0	1.0	2.0
151000	0.7317402633656648	1.408514543637003	1.0	1.0	2.0
152000	0.912953386848758	1.6531341015676118	1.0	1.0	2.0
153000	0.49694307898782475	0.7919998128133832	1.0	1.0	2.0
154000	1.0873961013482394	1.9082620315814929	1.0	1.0	2.0
155000	0.824737246859634	1.2590314300795489	1.0	1.0	2.0
156000	0.5726710700124067	1.0621912057916258	1.0	1.0	2.0
157000	0.35590899578190927	0.5004156027315032	1.0	1.0	2.0
158000	0.8823037171029483	1.6312347251908474	1.0	1.0	2.0
159000	1.137513948750816	1.9459481471428712	1.0	1.0	2.0
160000	0.47699808695198537	1.1177753340211618	1.0	1.0	2.0
161000	0.7422794909729581	0.96541821240637	1.0	1.0	2.0
162000	0.37681669064947626	0.618193330511476	1.0	1.0	2.0
163000	1.2355880745338468	2.3123548798395186	1.0	1.0	2.0
164000	1.1665464995242127	1.9380457828690811	1.0	1.0	2.0
165000	0.4861948488507667	0.8547861862889338	1.0	1.0	2.0
166000	0.9359274830951089	1.7349685784609599	1.0	1.0	2.0
167000	1.9467228136892591	2.604485698636432	1.0	1.0	2.0
168000	2.0465437495043295	2.8726051736593545	1.0	1.0	2.0
169000	0.5092984109293669	0.6124705283910087	1.0	1.0	2.0
170000	1.0005811266330655	1.8349990998043515	1.0	1.0	2.0
171000	1.6191256470923083	2.1243772910224568	1.0	1.0	2.0
172000	1.8232329361434672	2.692481335686702	1.0	1.0	2.0
173000	0.3523602979115173	0.5479076569327793	1.0	1.0	2.0
174000	1.183673796726868	2.2831438856604236	1.0	1.0	2.0
175000	0.3796666806941942	0.5251031043054976	1.0	1.0	2.0
176000	0.5398388525325659	0.8211596062521853	1.0	1.0	2.0
177000	0.3071872620525303	0.5443869026734823	1.0	1.0	2.0
178000	0.5951585229139492	1.0167888409143795	1.0	1.0	2.0
179000	0.724183394015086	1.259853070761988	1.0	1.0	2.0
180000	1.7011752493387187	3.2857137718032625	1.0	1.0	2.0
181000	0.34836810014586356	0.4272087078906304	1.0	1.0	2.0
182000	0.8962353779804099	1.629693514639633	1.0	1.0	2.0
183000	0.35208618733238145	0.6419230744460294	1.0	1.0	2.0
184000	0.11062104353339637	0.20932660508647785	1.0	1.0	2.0
185000	0.34462216792057293	0.4821525460198242	1.0	1.0	2.0
186000	1.0572246338599212	2.078498299573474	1.0	1.0	2.0
187000	0.4621207072173781	0.9297752508459448	1.0	1.0	2.0
188000	0.6862765564865885	1.3759244503519568	1.0	1.0	2.0
189000	0.23741652858674608	0.313671200346803	1.0	1.0	2.0
190000	2.058774110456006	4.029027090215684	1.0	1.0	2.0
191000	1.4799601108158018	2.4902205192695788	1.0	1.0	2.0
192000	0.6742038582390095	1.1539997189010494	1.0	1.0	2.0
193000	0.26768132888427454	0.4683275147381125	1.0	1.0	2.0
194000	0.8611168708397884	1.1502602352459108	1.0	1.0	2.0
195000	0.835068999085262	1.2993499263152817	1.0	1.0	2.0
196000	0.7338455143133984	1.2059375896191318	1.0	1.0	2.0
197000	1.9068114443352782	3.5056402575258967	1.0	1.0	2.0
198000	0.2897459398903699	0.44712963115710164	1.0	1.0	2.0
199000	1.7292389477922683	2.5070259192612836	1.0	1.0	2.0
200000	2.094159826079387	3.8027506190149847	1.0	1.0	2.0
201000	0.441439391059431	0.8043672281874884	1.0	1.0	2.0
202000	0.9717016970109867	1.4550879457305814	1.0	1.0	2.0
203000	0.7394311338846195	1.2031513604436517	1.0	1.0	2.0
204000	1.1975125516748883	1.6087553544606297	1.0	1.0	2.0
205000	1.4702723340258883	2.127290570061431	1.0	1.0	2.0
206000	0.43073588677812397	0.8002659580922465	1.0	1.0	2.0
207000	1.763544081291073	3.5650412649223537	1.0	1.0	2.0
208000	0.36745221172791764	0.7063441104439534	1.0	1.0	2.0
209000	0.2649723545437327	0.4709805471620224	1.0	1.0	2.0
210000	0.5183766934716605	0.8642378072166734	1.0	1.0	2.0
211000	0.4574269302251092	0.8114301202661734	1.0	1.0	2.0
212000	0.4008548805936313	0.6376349509146941	1.0	1.0	2.0
213000	0.08892331887966075	0.1590875073444842	1.0	1.0	2.0
214000	0.22093022061481501	0.3264366099815	1.0	1.0	2.0
215000	0.4971107354846915	0.8552034536541625	1.0	1.0	2.0
216000	0.5353231722877417	1.0295659685695353	1.0	1.0	2.0
217000	0.6090149515800947	0.9030755836191701	1.0	1.0	2.0
218000	0.08149858959879336	0.1307143973974696	1.0	1.0	2.0
219000	1.0569443347697758	1.811344277178911	1.0	1.0	2.0
220000	0.862480742182347	1.3972834075921963	1.0	1.0	2.0
221000	0.5252899828859766	1.1089252901287876	1.0	1.0	2.0
222000	0.24290850082540608	0.4374970863930406	1.0	1.0	2.0
223000	0.3811536366895291	0.6238445111967929	1.0	1.0	2.0
224000	1.482726457223189	2.582840123508968	1.0	1.0	2.0
225000	1.4918613089145247	3.038075239390217	1.0	1.0	2.0
226000	0.7032227828283019	0.9857421219184587	1.0	1.0	2.0
227000	0.5453331521992698	0.8367466340930364	1.0	1.0	2.0
228000	0.6955293696627525	1.4036175851172266	1.0	1.0	2.0
229000	0.1247977106059586	0.1844335323349147	1.0	1.0	2.0
230000	1.6265417817811327	2.9256764679193332	1.0	1.0	2.0
231000	1.2316387965749092	1.8941409704209613	1.0	1.0	2.0
232000	0.266682071282258	0.3873020911040202	1.0	1.0	2.0
233000	0.2760028608205972	0.5294071589145892	1.0	1.0	2.0
234000	1.3488673024007936	2.1070256013948954	1.0	1.0	2.0
235000	1.8343311826754012	2.8367987035621995	1.0	1.0	2.0
236000	1.9735640419795408	2.566351061418063	1.0	1.0	2.0
237000	0.7448993525186367	1.0283781310164057	1.0	1.0	2.0
238000	0.5713729350341215	1.1488534242806387	1.0	1.0	2.0
239000	0.08547734929462832	0.1337244178350419	1.0	1.0	2.0
240000	0.7792075336345172	1.078241828662307	1.0	1.0	2.0
241000	0.4376344492469712	0.7557673396295886	1.0	1.0	2.0
242000	0.4911672254256428	0.8011341768817001	1.0	1.0	2.0
243000	0.8956627373788034	1.8346995334168925	1.0	1.0	2.0
244000	1.091341156932217	1.7595242728346268	1.0	1.0	2.0
245000	0.6985632835300305	0.9631907166779646	1.0	1.0	2.0
246000	0.23170252958287327	0.39727736453787177	1.0	1.0	2.0
247000	0.17614940201436763	0.23424778350547554	1.0	1.0	2.0
248000	0.36481109800878603	0.9297665157361482	1.0	1.0	2.0
249000	1.0288766385827728	1.45507167218385	1.0	1.0	2.0
250000	0.08137843008701408	0.14610601374472978	1.0	1.0	2.0
251000	0.482722025633978	0.600007452344719	1.0	1.0	2.0
252000	1.6403468568089288	2.705626186035549	1.0	1.0	2.0
253000	2.7507279631721353	4.939020642316096	1.0	1.0	2.0
254000	0.736249615724477	1.2416826933584943	1.0	1.0	2.0
255000	0.29100754003017676	0.37493061117025767	1.0	1.0	2.0
256000	0.49154592074927117	0.6864379276558578	1.0	1.0	2.0
257000	0.336340269562093	0.5929780029751802	1.0	1.0	2.0
258000	0.09023326535537753	0.14176220777943369	1.0	1.0	2.0
259000	0.39427605515301906	0.732990635243048	1.0	1.0	2.0
260000	0.8563244921104246	1.8434365124129275	1.0	1.0	2.0
261000	0.22782835089722633	0.33956464672750475	1.0	1.0	2.0
262000	0.5491090707166448	0.8943956186107895	1.0	1.0	2.0
263000	1.1703845631395353	1.9457503041625326	1.0	1.0	2.0
264000	0.2404128288052757	0.3582280969149554	1.0	1.0	2.0
265000	0.5397493492953649	1.054189539670517	1.0	1.0	2.0
266000	0.18009815378751676	0.32978831205610404	1.0	1.0	2.0
267000	0.6864347922329742	1.093530452865356	1.0	1.0	2.0
268000	0.8797381022731549	1.7251660295692393	1.0	1.0	2.0
269000	0.89659665357056	1.0882314162227904	1.0	1.0	2.0
270000	0.3638476404534853	0.7502150702627792	1.0	1.0	2.0
271000	1.4518334486440603	2.4667365263939405	1.0	1.0	2.0
272000	1.8404913892860983	2.521158389754043	1.0	1.0	2.0
273000	0.04699829275341608	0.07606901286668516	1.0	1.0	2.0
274000	0.9639162787852454	1.6331149848113231	1.0	1.0	2.0
275000	2.338152462637335	4.245019341963793	1.0	1.0	2.0
276000	0.4658762741393671	0.8550167154696193	1.0	1.0	2.0
277000	1.2631130360803047	2.2182240271793843	1.0	1.0	2.0
278000	0.5660125740673211	1.0087560116962955	1.0	1.0	2.0
279000	1.4940900909075316	3.166025792814513	1.0	1.0	2.0
280000	0.5559203514673133	0.9609170822016153	1.0	1.0	2.0
281000	0.9903325886240154	1.3178265184843934	1.0	1.0	2.0
282000	0.14029559239464887	0.23165091415604236	1.0	1.0	2.0
283000	0.05716041868165461	0.09805121218760283	1.0	1.0	2.0
284000	0.8444377810088256	1.7880647697065482	1.0	1.0	2.0
285000	0.7945642109583144	1.186636448535161	1.0	1.0	2.0
286000	0.4983579149871995	0.9597286284501408	1.0	1.0	2.0
287000	0.15063770163546975	0.27804188764142995	1.0	1.0	2.0
288000	0.6415506922412197	0.9465237831490938	1.0	1.0	2.0
289000	0.2104969850603062	0.32965020370628023	1.0	1.0	2.0
290000	0.7753107515969816	1.527204685134356	1.0	1.0	2.0
291000	0.5185222628801325	0.952439177769056	1.0	1.0	2.0
292000	0.42618818355063737	0.7877917583613686	1.0	1.0	2.0
293000	0.006532225108565579	0.010637277563263966	1.0	1.0	2.0
294000	0.1812001411334393	0.3727498300778823	1.0	1.0	2.0
295000	1.016140858472681	1.5069377089898561	1.0	1.0	2.0
296000	0.6709143367383757	0.7164349221540801	1.0	1.0	2.0
297000	1.9772067840034524	3.3958457064645615	1.0	1.0	2.0
298000	0.5233293312321953	0.8991204272706164	1.0	1.0	2.0
299000	0.5036027818445161	0.7780019803765199	1.0	1.0	2.0
300000	0.12690191529837352	0.20081169864085405	1.0	1.0	2.0
301000	0.6216746753816513	1.1106832699359934	1.0	1.0	2.0
302000	1.014844047800843	1.815563977065414	1.0	1.0	2.0
303000	0.4588582178749248	0.7929250696214892	1.0	1.0	2.0
304000	0.6517290165241755	1.0213439078141986	1.0	1.0	2.0
305000	0.3031563912268284	0.5891256886995213	1.0	1.0	2.0
306000	2.2416327509134018	3.755897982878799	1.0	1.0	2.0
307000	0.9837660582178633	1.6348975426573615	1.0	1.0	2.0
308000	0.8361464752488668	1.4708493207805555	1.0	1.0	2.0
309000	0.35194761019816095	0.6270930247771064	1.0	1.0	2.0
310000	0.40232748204084173	0.6200204181161197	1.0	1.0	2.0
311000	0.6491771970411103	0.8946264065923484	1.0	1.0	2.0
312000	0.7470260664982552	1.431718513125803	1.0	1.0	2.0
313000	0.8164944020351613	1.1067501585115675	1.0	1.0	2.0
314000	0.13041605837918196	0.20776031796281913	1.0	1.0	2.0
315000	0.8444519141482005	1.0544706885429742	1.0	1.0	2.0
316000	0.3220860564592005	0.6539727590460956	1.0	1.0	2.0
317000	1.207056913890189	1.8974791447542687	1.0	1.0	2.0
318000	0.30240732297245365	0.525869926677529	1.0	1.0	2.0
319000	0.6156507318086074	1.0632126964251851	1.0	1.0	2.0
320000	1.2353679440792704	1.8686510870417312	1.0	1.0	2.0
321000	1.2465219187908223	2.544216994297581	1.0	1.0	2.0
322000	0.5044745471601325	0.8637222452976715	1.0	1.0	2.0
323000	0.456612808867049	0.7921438264012981	1.0	1.0	2.0
324000	1.3105722078219568	2.819360157045745	1.0	1.0	2.0
325000	1.3408283318315006	2.2617230010442886	1.0	1.0	2.0
326000	1.3677418864727413	2.608269067675223	1.0	1.0	2.0
327000	0.3039121405387141	0.47274152598578695	1.0	1.0	2.0
328000	0.260237450369515	0.4995703690636827	1.0	1.0	2.0
329000	0.5265122030230076	0.9650991702640404	1.0	1.0	2.0
330000	0.8238282435510383	1.2147137894330964	1.0	1.0	2.0
331000	0.987325393394234	1.8425212715817043	1.0	1.0	2.0
332000	1.4156201579769156	2.5300060004015896	1.0	1.0	2.0
333000	0.5105813685612159	0.7730245329946107	1.0	1.0	2.0
334000	0.4342102251988502	1.13731445827736	1.0	1.0	2.0
335000	1.5440885240277384	2.69187308750564	1.0	1.0	2.0
336000	0.9431587354911107	1.753697699209736	1.0	1.0	2.0
337000	1.124294191428717	1.8454503539788425	1.0	1.0	2.0
338000	0.7424070688159015	1.662252452636382	1.0	1.0	2.0
339000	1.3040458606613283	3.3751291583295773	1.0	1.0	2.0
340000	0.8589093111383609	1.2913649466157278	1.0	1.0	2.0
341000	0.5908843153626462	0.9473169985314718	1.0	1.0	2.0
342000	0.29112571741461435	0.4418271464441555	1.0	1.0	2.0
343000	1.46646721344892	2.126035474964511	1.0	1.0	2.0
344000	0.307525259209188	0.49666045752681287	1.0	1.0	2.0
345000	0.6820534276430791	0.9172408254034051	1.0	1.0	2.0
346000	1.1049739035095216	2.8742027652217716	1.0	1.0	2.0
347000	0.7332461728707005	1.1271801680375573	1.0	1.0	2.0
348000	0.9994154319644956	1.6155668821286417	1.0	1.0	2.0
349000	0.44712640178006896	0.6413456693705439	1.0	1.0	2.0
350000	0.8893817276251693	1.9477941805731807	1.0	1.0	2.0
351000	1.7868583887535017	2.5623664351234847	1.0	1.0	2.0
352000	0.4388139874342218	0.5918264077478366	1.0	1.0	2.0
353000	0.16411156874145655	0.28725017846995704	1.0	1.0	2.0
354000	0.7613477133867982	1.38615040605987	1.0	1.0	2.0
355000	0.6369856153050465	0.9266733432562483	1.0	1.0	2.0
356000	0.47408965895931116	0.6419875971430337	1.0	1.0	2.0
357000	0.6918658569468618	1.3866228349711236	1.0	1.0	2.0
358000	2.11553505636713	2.239315789086841	1.0	1.0	2.0
359000	0.12338533846171866	0.20909478772898624	1.0	1.0	2.0
360000	0.3435742615512391	0.514782756338708	1.0	1.0	2.0
361000	1.10599249954268	1.419185747992698	1.0	1.0	2.0
362000	0.7442291344061089	1.3369737804282076	1.0	1.0	2.0
363000	0.46671318652350396	0.9674160073523898	1.0	1.0	2.0
364000	0.22280410558648886	0.3165908076353719	1.0	1.0	2.0
365000	0.41118855530324927	0.6551177908500422	1.0	1.0	2.0
366000	0.2464384742592888	0.3911025295385036	1.0	1.0	2.0
367000	0.6425840312313466	0.9276107743416039	1.0	1.0	2.0
368000	0.5921281279778227	1.1049795605051043	1.0	1.0	2.0
369000	2.5378528305748795	3.730843845276233	1.0	1.0	2.0
370000	0.5459698875405496	0.7235233512984214	1.0	1.0	2.0
371000	1.4951535042936313	2.4027347679963977	1.0	1.0	2.0
372000	0.5606187966572621	0.9770395554753499	1.0	1.0	2.0
373000	0.74848985815046	1.6004643370487903	1.0	1.0	2.0
374000	0.22411389417937969	0.33115522305060047	1.0	1.0	2.0
375000	0.4368972808508434	0.956664419886778	1.0	1.0	2.0
376000	0.4316391994268167	0.4562223481168051	1.0	1.0	2.0
377000	1.0617477737216663	1.6687453642486962	1.0	1.0	2.0
378000	0.9235010561983054	1.1769359024383181	1.0	1.0	2.0
379000	1.0296871977959416	1.5041155708713736	1.0	1.0	2.0
380000	0.35556713183049077	0.5746634725911834	1.0	1.0	2.0
381000	2.120021938579043	4.040137564466772	1.0	1.0	2.0
382000	1.3745114000811964	2.370653936709799	1.0	1.0	2.0
383000	0.44181795431937726	0.7556217811018479	1.0	1.0	2.0
384000	0.2942338484668838	0.6000713649158659	1.0	1.0	2.0
385000	1.194570091691355	1.7879904723572748	1.0	1.0	2.0
386000	0.6047464725885815	0.8588623233058101	1.0	1.0	2.0
387000	1.0789413256181732	1.8495075455985328	1.0	1.0	2.0
388000	2.548722455047279	3.4068436708242182	1.0	1.0	2.0
389000	1.247281096356673	1.939496027504764	1.0	1.0	2.0
390000	0.4319410899193317	0.5972047972358063	1.0	1.0	2.0
391000	0.9032137738523398	1.6438401659428323	1.0	1.0	2.0
392000	1.763414957681995	2.3125752891544793	1.0	1.0	2.0
393000	0.2070123854830156	0.3236006552825298	1.0	1.0	2.0
394000	0.3075633307157711	0.582347276111278	1.0	1.0	2.0
395000	0.15592569156558445	0.21280340320208996	1.0	1.0	2.0
396000	0.422778998805161	0.565850744013097	1.0	1.0	2.0
397000	0.28141331382317925	0.47475106685067575	1.0	1.0	2.0
398000	1.8869987289410712	2.8051226624875762	1.0	1.0	2.0
399000	0.14902315376881292	0.23702681675886206	1.0	1.0	2.0
400000	0.9095269392182994	1.3113899879245217	1.0	1.0	2.0
401000	0.5040595395990309	0.9539290192255337	1.0	1.0	2.0
402000	0.5915324029789012	1.3091590489702098	1.0	1.0	2.0
403000	0.8475793638139839	1.8804516334095949	1.0	1.0	2.0
404000	0.42238488314770095	0.8865225613981247	1.0	1.0	2.0
405000	0.5252185350076191	0.7473207882095373	1.0	1.0	2.0
406000	0.8079402131713392	1.623980165206064	1.0	1.0	2.0
407000	1.2321429577229042	2.1421578674448285	1.0	1.0	2.0
408000	0.42634488100430007	0.6832217902211598	1.0	1.0	2.0
409000	0.4361092227303931	0.7644154849529764	1.0	1.0	2.0
410000	1.6660662989862407	2.932425483889678	1.0	1.0	2.0
411000	0.5089342731347923	0.7266320264982655	1.0	1.0	2.0
412000	1.5130596379077892	2.020373377569817	1.0	1.0	2.0
413000	0.03716500118367013	0.0570052690718155	1.0	1.0	2.0
414000	0.41231691707102813	0.7570867231078573	1.0	1.0	2.0
415000	0.6161455428911722	1.4747125364105367	1.0	1.0	2.0
416000	2.5952191230457156	3.081076336848445	1.0	1.0	2.0
